quadrant,scene_name_zh,scene_name_en,industry_code,source_major_code,source_major_name,process_step,value_score,difficulty_score,labor_urgency,scale_potential,superhuman_value,operation_complexity,structure_level,fault_tolerance,takt_pressure,l3_extracted,guide_generated
Q2-重点攻关,砂光打磨-木质部件-多面曲面,Sanding-WoodParts-MultiCurved,21-211-2110,21,家具制造业,砂光,4.0,2.25,4,4,4,4,3,4,3,False,False
Q2-重点攻关,焊接打磨-金属框架-管材接头,WeldGrinding-MetalFrame-TubeJoints,21-213-2130,21,家具制造业,打磨,4.0,2.25,4,4,4,4,3,4,3,False,False
Q2-重点攻关,插引装筒-烟花鞭炮-手工密集,FuseInsertion-Fireworks-ManualIntensive,26-00-2672,26,化学原料和化学制品制造业,插引,4.0,2.25,5,4,3,3,4,2,3,False,False
Q2-重点攻关,施釉操作-卫生陶瓷-异形曲面,Glazing-SanitaryCeramics-IrregularSurface,30-307-3072,30,非金属矿物制品业,施釉,4.0,2.25,4,4,4,4,3,3,4,False,False
Q2-重点攻关,出钢口监控-钢水出炉过程-高温钢渣飞溅,Monitoring-TappingSteel-HighTempSlagSplash,31-312-3120,31,黑色金属冶炼和压延加工业,吹炼熔炼,4.0,2.25,5,3,4,3,4,2,3,False,False
Q2-重点攻关,中间包操作-钢水浇注监控-高温溅射风险,TundishOperation-SteelPouringMonitoring-HighTempSplash,31-312-3120,31,黑色金属冶炼和压延加工业,连铸作业,4.0,2.25,5,3,4,3,4,2,3,False,False
Q2-重点攻关,出合金监控-合金液出炉过程-2000℃极高温,Monitoring-AlloyTapping-2000CExtremeTemp,31-314-3140,31,黑色金属冶炼和压延加工业,出合金作业,4.0,2.25,5,3,4,3,4,2,3,False,False
Q2-重点攻关,操作监控-装车站-车厢定位,Operation-LoadingStation-WagonPositioning,6-61-610,6,煤炭开采和洗选业,装车外运,4.0,2.25,4,4,4,3,3,3,3,False,False
Q2-重点攻关,修井作业-井下工具-地面组装连接,WorkoverOperation-DownholeTools-SurfaceAssemblyConnection,7-71-00,7,石油和天然气开采业,设备维护,4.0,2.25,4,4,4,4,3,3,4,False,False
Q2-重点攻关,海底管道检修-水下设施-ROV辅助遥操作,SubseaPipelineRepair-UnderwaterFacilities-ROVAssistedTeleoperation,7-00-712,7,石油和天然气开采业,平台维护,4.0,2.25,5,3,4,4,3,3,4,False,False
Q2-重点攻关,分拣装箱-冷鲜肉品-卫生追溯,SortingPacking-ChilledMeat-HygienicTraceability,13-135-1353,13,农副食品加工业,分拣包装,4.0,2.25,4,4,4,3,3,3,3,False,False
Q2-重点攻关,蛋品分拣检测-新鲜鸡蛋-易碎品轻拿,EggSortingInspection-FreshEggs-FragileLightHandling,13-139-1393,13,农副食品加工业,称重分拣,4.0,2.25,3,5,4,3,4,3,2,False,False
Q2-重点攻关,CIP清洗接管-管道系统-多点切换,CIPConnection-PipelineSystem-MultiPoint,15-152-00,15,酒、饮料和精制茶制造业,杀菌,4.0,2.25,4,4,4,3,3,2,4,False,False
Q2-重点攻关,原料投料-配料罐区-多品种切换,MaterialFeeding-BatchingTanks-MultiVariety,15-00-1524,15,酒、饮料和精制茶制造业,配料调配,4.0,2.25,4,4,4,3,3,2,4,False,False
Q2-重点攻关,翻糟入窖-白酒窖池-高温重载,GrainTurning-BaijiuPit-HighTempHeavy,15-00-1512,15,酒、饮料和精制茶制造业,发酵,4.0,2.25,5,3,4,4,3,3,4,False,False
Q2-重点攻关,上下料-切削工具热处理-高温炉前,LoadUnload-CuttingToolHeatTreat-HighTempFurnace,33-332-3321,33,金属制品业,热处理,4.0,2.25,5,3,4,3,4,2,3,False,False
Q2-重点攻关,搪瓷挂釉-卫生洁具-高温窑炉,EnamelCoating-SanitaryWare-HighTempKiln,33-337-3373,33,金属制品业,底釉烧成,4.0,2.25,5,3,4,3,4,2,3,True,True
Q2-重点攻关,模具抛光-精密注塑模-镜面级,MoldPolishing-PrecisionInjectionMold-MirrorFinish,35-352-3525,35,专用设备制造业,抛光,4.0,2.25,4,4,4,5,4,2,5,False,False
Q2-重点攻关,焊缝打磨-白车身-狭窄空间,WeldGrinding-BIW-ConfinedSpace,36-361-00,36,汽车制造业,焊装,4.0,2.25,4,4,4,4,3,3,4,False,False
Q2-重点攻关,装配安装-电动助力车电池组-防护环境精密组装,BatteryPackAssembly-ElectricScooter-ProtectedPrecision,37-377-3770,37,铁路、船舶、航空航天和其他运输设备制造业,电池包总装,4.0,2.25,3,5,4,3,4,2,3,False,False
Q2-重点攻关,内筒装配-滚筒洗衣机-重载定位,DrumAssembly-FrontLoadWasher-HeavyPositioning,38-385-3855,38,电气机械和器材制造业,内筒装配,4.0,2.25,3,5,4,3,4,2,3,False,False
Q2-重点攻关,压缩机装配-冰箱空调-定扭矩连接,CompressorAssembly-RefrigeratorAC-TorqueConnect,38-385-3851,38,电气机械和器材制造业,压缩机装配,4.0,2.25,3,5,4,3,4,2,3,False,False
Q2-重点攻关,焊接操作-电子变压器-点焊多引脚,SpotWelding-ElectronicTransformer-MultiPinSoldering,39-00-3981,39,计算机、通信和其他电子设备制造业,焊接,4.0,2.25,4,4,4,4,4,3,3,False,False
Q2-重点攻关,组装作业-板式家具-五金连接件,Assembly-PanelFurniture-HardwareFittings,21-211-2110,21,家具制造业,组装,4.0,2.5,3,5,4,4,3,3,3,False,False
Q2-重点攻关,焊接组装-健身器材-钢管车架,WeldingAssembly-FitnessEquipment-SteelFrame,24-244-2443,24,文教、工美、体育和娱乐用品制造业,焊接组装,4.0,2.5,4,4,4,4,3,2,4,False,False
Q2-重点攻关,培养基更换-生物反应器-无菌接种,MediaChange-Bioreactor-AsepticInoculation,27-00-2761,27,医药制造业,培养发酵,4.0,2.5,4,3,5,4,4,1,4,False,False
Q2-重点攻关,装配检测-塑料零件-汽车内饰,AssemblyInspection-PlasticPart-AutoInterior,29-00-2929,29,橡胶和塑料制品业,装配,4.0,2.5,3,4,5,4,4,2,3,False,False
Q2-重点攻关,清扫清理-溜槽堵塞疏通-高危狭窄,Cleaning-ChuteBlockageClearance-HazardousConfined,8-00-00,8,黑色金属矿采选业,破碎筛分,4.0,2.5,5,4,3,3,2,3,3,False,False
Q2-重点攻关,锻件翻转-自由锻造-重载高温,ForgingTurning-OpenDieForging-HeavyHighTemp,33-339-3393,33,金属制品业,自由锻造,4.0,2.5,5,3,4,3,3,2,3,False,False
Q2-重点攻关,装配拧紧-拖拉机传动系统-高扭矩多工位,TransmissionAssembly-Tractor-HighTorqueMultiStation,35-357-3571,35,专用设备制造业,部件装配,4.0,2.5,4,4,4,4,4,2,3,False,False
Q2-重点攻关,装配安装-车门总成-铰链调整,Assembly-Door-HingeAdjust,36-361-00,36,汽车制造业,总装,4.0,2.5,3,5,4,4,4,3,2,False,False
Q2-重点攻关,装配安装-风挡玻璃-涂胶定位,Assembly-Windshield-GluingPosition,36-361-00,36,汽车制造业,总装,4.0,2.5,3,5,4,3,4,2,2,False,False
Q2-重点攻关,装配紧固-发动机总成-多螺栓定扭,Assembly-Engine-MultiBoltTorque,36-362-3620,36,汽车制造业,装配,4.0,2.5,3,4,5,4,4,2,3,False,False
Q2-重点攻关,焊接作业-船舶分段结构-密闭舱室焊接,WeldingOperation-ShipSectionStructure-ConfinedCompartment,37-373-3731,37,铁路、船舶、航空航天和其他运输设备制造业,分段焊接,4.0,2.5,4,4,4,4,3,2,4,False,False
Q2-重点攻关,拆解分离-废旧显示屏-液晶面板回收,Disassembly-DisplayWaste-LCDPanelRecovery,42-421-4210,42,废弃资源综合利用业,人工拆解,4.0,2.5,4,4,4,4,3,2,4,False,False
Q2-重点攻关,应急救援-灾区侦测-危险环境,EmergencyRescue-DisasterAreaReconnaissance-HazardousEnvironment,6-61-610,6,煤炭开采和洗选业,采掘作业,4.0,2.75,5,2,5,3,1,4,2,False,False
Q2-重点攻关,装配安装-发动机舱线束-狭窄走线,Assembly-EngineHarness-ConfinedRouting,36-361-00,36,汽车制造业,总装,4.0,2.75,3,5,4,4,3,3,2,False,False
Q2-重点攻关,铆接作业-飞机蒙皮对接-双臂协作精密铆接,RivetingOperation-AircraftSkinJoint-BimanualPrecision,37-374-3741,37,铁路、船舶、航空航天和其他运输设备制造业,机身装配,4.0,2.75,4,3,5,5,4,2,3,False,False
Q2-重点攻关,插接装配-FPC排线连接器-多规格换型,ConnectorInsertion-FPCCable-MultiSpecChangeover,39-00-3922,39,计算机、通信和其他电子设备制造业,组装装配,4.0,3.0,3,5,4,5,4,2,2,False,False
Q3-可填充,电缆隧道巡检-电力供应电缆通道-狭窄地下空间,CableTunnelInspection-PowerSupplyCableCorridor-ConfinedUnderground,44-442-4420,44,电力、热力生产和供应业,电缆巡检,3.67,0.25,3,4,4,1,5,5,5,True,True
Q3-可填充,仓库盘点-成品药品库-周期盘存,InventoryCount-FinishedGoodsWarehouse-CycleCounting,27-272-2720,27,医药制造业,成品入库,3.67,0.5,2,5,4,1,4,5,5,False,False
Q3-可填充,环境监测-洁净室悬浮粒子-定点采样,EnvironmentalMonitoring-CleanroomParticulate-PointSampling,27-272-2720,27,医药制造业,压片灌装,3.67,0.5,3,4,4,2,5,5,5,False,False
Q3-可填充,检测读数-仪表盘数据抄录-多点分散,DataCollection-InstrumentPanelReading-DistributedMultiPoint,8-00-00,8,黑色金属矿采选业,选别作业,3.67,0.5,2,5,4,1,4,5,5,False,False
Q3-可填充,冷藏库巡检-果蔬仓储-温湿度监控,ColdStorageInspection-ProduceWarehouse-TemperatureHumidityMonitoring,13-137-1371,13,农副食品加工业,冷藏存储,3.67,0.5,3,4,4,1,4,5,5,False,False
Q3-可填充,油罐区巡检-大型储罐-防爆测漏,TankFarmInspection-LargeStorageTanks-ExplosionProofLeakDetection,13-133-1331,13,农副食品加工业,毛油精炼,3.67,0.5,4,3,4,1,4,5,5,False,False
Q3-可填充,原料仓库盘点-干料仓储区-多货架巡查,InventoryCount-DryStorageArea-MultiShelfInspection,15-152-00,15,酒、饮料和精制茶制造业,原料入库,3.67,0.5,2,5,4,1,4,5,5,False,False
Q3-可填充,搬运码垛-成品鞋箱-重载作业,Palletizing-ShoeCartons-HeavyLoad,19-195-00,19,皮革、毛皮、羽毛及其制品和制鞋业,包装入库,3.67,0.75,3,5,3,1,4,5,4,False,False
Q3-可填充,设备巡检-木材加工车间-多机台监控,EquipmentInspection-WoodWorkshop-MultiMachineMonitoring,20-00-00,20,木材加工和木、竹、藤、棕、草制品业,定时巡检,3.67,0.75,2,5,4,1,3,5,5,False,False
Q3-可填充,印刷车间巡检-设备状态-多机台覆盖,PrintShopPatrol-EquipmentStatus-MultiUnitCoverage,23-231-00,23,印刷和记录媒介复制业,质检,3.67,0.75,2,4,5,1,3,5,5,False,False
Q3-可填充,巡检监测-电炉区域设备-强电弧辐射噪音,Inspection-ElectricArcFurnaceArea-ArcRadiationNoise,31-312-3120,31,黑色金属冶炼和压延加工业,吹炼熔炼,3.67,0.75,4,3,4,2,4,5,5,False,False
Q3-可填充,巡检读数-地热井场仪表-高温蒸汽环境,Inspection-GeothermalWellheadInstruments-HighTempSteam,12-120-1200,12,其他采矿业,日常巡检,3.67,0.75,5,2,4,1,3,5,5,False,False
Q3-可填充,设备巡检-豆制品车间-高温蒸煮,EquipmentInspection-TofuWorkshop-HighTemperatureCooking,13-139-1392,13,农副食品加工业,煮浆点浆,3.67,0.75,4,3,4,1,3,5,5,True,True
Q3-可填充,清洗除油-机械部件-有机溶剂环境,Degreasing-MechanicalParts-SolventEnvironment,43-432-4320,43,金属制品、机械和设备修理业,清洗处理,3.67,0.75,4,4,3,2,4,5,5,True,True
Q3-可填充,发电机励磁巡检-发电厂励磁系统-高压电气环境,GeneratorExcitationInspection-PowerPlantExcitationSystem-HighVoltageElectrical,44-441-00,44,电力、热力生产和供应业,设备巡检,3.67,0.75,3,4,4,2,4,5,5,False,False
Q3-可填充,水轮机层巡检-水电站厂房-多层楼梯通行,TurbineFloorInspection-HydropowerStation-MultiLevelStaircase,44-441-4413,44,电力、热力生产和供应业,设备巡检,3.67,0.75,3,4,4,2,4,5,5,False,False
Q3-可填充,汽轮机油系统巡检-发电厂润滑油系统-高温油雾环境,TurbineLubeOilInspection-PowerPlantLubricationSystem-HighTempOilMist,44-441-00,44,电力、热力生产和供应业,设备巡检,3.67,0.75,3,4,4,2,4,5,5,False,False
Q3-可填充,巡检维护-游乐园设备-日常点检,InspectionMaintenance-AmusementParkEquipment-DailyCheck,24-246-2461,24,文教、工美、体育和娱乐用品制造业,日常巡检,3.67,1.0,4,3,4,2,3,5,5,False,False
Q3-可填充,清扫清理-车间地面清扫-粉尘重载,Cleaning-WorkshopFloorSweeping-DustyHeavy,8-00-00,8,黑色金属矿采选业,破碎筛分,3.67,1.0,5,4,2,2,3,5,5,False,False
Q3-可填充,清扫回收-精矿脱水滤饼-湿滑粉尘环境,CleaningRecovery-ConcentrateFilterCake-WetDustyEnvironment,9-91-00,9,有色金属矿采选业,精矿脱水,3.67,1.0,4,4,3,2,4,5,4,True,True
Q3-可填充,矿浆取样-洗选车间-浓度粒度检测,SlurrySampling-WashingWorkshop-ConcentrationGradeTesting,10-00-00,10,非金属矿采选业,洗选分级,3.67,1.0,3,4,4,3,4,5,5,False,False
Q3-可填充,配件分拣-金属包装容器-多规格分类,PartsSorting-MetalContainer-MultiSpecClassify,33-333-3333,33,金属制品业,配件分拣,3.67,1.0,3,4,4,2,4,5,4,True,False
Q3-可填充,弹簧检测-螺旋弹簧-力学性能测试,SpringTesting-CoilSpring-MechanicalProperty,34-348-3483,34,通用设备制造业,检测,3.67,1.0,3,4,4,2,5,5,3,False,False
Q3-可填充,零件清洗-机加工件-去油去屑,PartsCleaning-MachinedParts-DegreasingDeburring,35-00-00,35,专用设备制造业,清洗,3.67,1.0,3,5,3,2,4,5,4,True,True
Q3-可填充,无损检测-船舶焊缝超声探伤-多舱室全覆盖巡检,NDTInspection-ShipWeldUltrasonic-MultiCompartmentPatrol,37-373-3731,37,铁路、船舶、航空航天和其他运输设备制造业,分段焊接,3.67,1.0,3,4,4,2,3,5,5,False,False
Q3-可填充,检测记录-航空发动机叶片-多角度精密检测,BladeInspection-AeroEngine-MultiAnglePrecision,37-374-3741,37,铁路、船舶、航空航天和其他运输设备制造业,检测,3.67,1.0,3,3,5,2,5,4,4,False,False
Q3-可填充,成品搬运码垛-仪器仪表-轻载精密,FinishedGoodsPalletizing-Instruments-LightweightPrecision,40-00-00,40,仪器仪表制造业,成品出库,3.67,1.0,3,5,3,1,4,4,4,False,False
Q3-可填充,分拣分类-废纸-按品类等级分选,Sorting-WastePaper-ByGradeAndType,42-422-4220,42,废弃资源综合利用业,人工分拣,3.67,1.0,3,5,3,1,3,5,4,False,False
Q3-可填充,物料配送-修理车间-跨区域多品种,MaterialDelivery-RepairWorkshop-MultiZoneVariety,43-439-4390,43,金属制品、机械和设备修理业,部件组装,3.67,1.0,3,5,3,2,3,5,5,True,False
Q3-可填充,冷却塔巡检-火电厂循环水系统-高湿高温环境,CoolingTowerInspection-PowerPlantCoolingSystem-HighHumidityHighTemp,44-441-4411,44,电力、热力生产和供应业,冷却塔散热,3.67,1.0,4,4,3,2,3,5,5,False,False
Q3-可填充,垃圾发电炉排巡检-生活垃圾焚烧发电-高温有害气体,WasteIncineratorGrateInspection-MSWPowerPlant-HighTempToxicGas,44-441-4417,44,电力、热力生产和供应业,炉排焚烧,3.67,1.0,4,3,4,2,4,4,5,False,False
Q3-可填充,油气管道巡线-天然气发电燃料系统-长距离户外,GasPipelinePatrol-NaturalGasPowerFuelSystem-LongDistanceOutdoor,44-441-4411,44,电力、热力生产和供应业,管道巡线,3.67,1.0,3,4,4,1,2,5,5,False,False
Q3-可填充,灰库巡检-火电厂除灰系统-粉尘高浓度环境,AshSiloInspection-PowerPlantAshHandling-HighDustConcentration,44-441-4411,44,电力、热力生产和供应业,灰库储存,3.67,1.0,4,4,3,2,3,5,5,False,False
Q3-可填充,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,17,纺织业,原料入库,3.67,1.25,4,4,3,2,3,5,4,False,False
Q3-可填充,外观检测-成品家具-多面翻转,VisualInspection-FinishedFurniture-MultiSide,21-211-2110,21,家具制造业,检验,3.67,1.25,3,4,4,2,3,5,4,False,False
Q3-可填充,包装作业-成品家具-异形大件,Packaging-FinishedFurniture-LargeIrregular,21-211-2110,21,家具制造业,包装,3.67,1.25,3,5,3,2,3,5,4,False,False
Q3-可填充,设备润滑-造纸机轴承-定期加注,Lubrication-PaperMachineBearing-PeriodicGreasing,22-222-2221,22,造纸和纸制品业,烘干,3.67,1.25,3,4,4,2,3,4,5,False,False
Q3-可填充,外观检测-运动球类-表面缺陷,VisualInspection-SportsBall-SurfaceDefect,24-244-2441,24,文教、工美、体育和娱乐用品制造业,外观检测,3.67,1.25,3,4,4,2,4,5,3,False,False
Q3-可填充,外观检测-化妆品成品-多角度翻转,VisualInspection-CosmeticProduct-MultiAngle,26-00-2682,26,化学原料和化学制品制造业,成品检验,3.67,1.25,3,4,4,2,5,4,3,False,False
Q3-可填充,取样送检-中间体样品-洁净区跨区,SamplingDelivery-IntermediateSample-CleanroomCrossZone,27-272-2720,27,医药制造业,质检,3.67,1.25,3,4,4,2,4,4,4,False,False
Q3-可填充,清场检查-洁净区批间-GMP合规,LineClearanceCheck-CleanroomBatchChange-GMPCompliance,27-272-2720,27,医药制造业,制粒混合,3.67,1.25,3,4,4,2,4,4,4,False,False
Q3-可填充,搬运上架-丝饼入库-立体仓库,StorageRacking-YarnPackageWarehousing-AutomatedWarehouse,28-282-00,28,化学纤维制造业,包装出库,3.67,1.25,3,5,3,2,4,4,4,False,False
Q3-可填充,搬运投料-橡胶生胶块-25kg重载高温,MaterialFeeding-RubberBale-25kgHighTemp,29-291-00,29,橡胶和塑料制品业,配料称量,3.67,1.25,4,4,3,2,4,4,4,False,False
Q3-可填充,分拣投料-废橡胶块-重载粉尘,Sorting-WasteRubber-HeavyDusty,29-00-2914,29,橡胶和塑料制品业,分拣分类,3.67,1.25,5,3,3,2,2,5,5,False,False
Q3-可填充,渣处理监控-高温炉渣破碎-粉尘飞溅环境,Monitoring-SlagProcessing-DustSplash,31-311-3110,31,黑色金属冶炼和压延加工业,渣处理,3.67,1.25,4,3,4,2,3,4,5,False,False
Q3-可填充,钢板堆垛-成品码垛入库-重载精准定位,PlateStacking-FinishedPalletizing-HeavyPrecisionPlace,31-313-3130,31,黑色金属冶炼和压延加工业,成品出库,3.67,1.25,3,5,3,2,4,4,4,False,False
Q3-可填充,还原炉出料-稀土金属-高温真空环境,ReductionFurnaceUnloading-RareEarthMetal-HighTempVacuum,32-00-3232,32,有色金属冶炼和压延加工业,还原,3.67,1.25,4,3,4,3,4,4,5,False,False
Q3-可填充,取样检测-矿石皮带-定点定时采样,Sampling-OreBeltConveyor-ScheduledPointSampling,9-91-00,9,有色金属矿采选业,破碎筛分,3.67,1.25,3,4,4,3,4,4,5,False,False
Q3-可填充,检测分析-矿浆浓度-在线取样测定,Testing-PulpDensity-OnlineSamplingMeasurement,9-91-00,9,有色金属矿采选业,选矿,3.67,1.25,3,4,4,3,4,4,5,False,False
Q3-可填充,环保监测-矿区排放口-水质气体,EnvironmentalMonitoring-MineDischargePoint-WaterAirQuality,11-119-1190,11,开采专业及辅助性活动,环保监测,3.67,1.25,3,4,4,2,3,4,5,False,False
Q3-可填充,屠宰车间清洁巡检-卫生监控-潮湿高压冲洗,SlaughterhouseCleaningInspection-HygieneMonitoring-WetHighPressureWash,13-135-1351,13,农副食品加工业,屠宰放血,3.67,1.25,4,3,4,2,3,4,5,False,False
Q3-可填充,灌装线监控-食用油灌装-卫生洁净,FillingLineMonitoring-EdibleOilFilling-HygienicClean,13-133-1331,13,农副食品加工业,计量灌装,3.67,1.25,3,4,4,2,4,4,4,True,True
Q3-可填充,品质抽检-成品检测-多项目测试,QualitySampling-FinishedGoods-MultiItemTest,14-00-00,14,食品制造业,包装,3.67,1.25,2,5,4,3,4,4,5,False,False
Q3-可填充,物料配送-金属加工车间-多工位供料,MaterialDelivery-MetalWorkshop-MultiStationFeeding,33-00-00,33,金属制品业,加工处理,3.67,1.25,3,5,3,1,3,4,4,False,False
Q3-可填充,外观检测-消防器材-表面缺陷,VisualInspection-FirefightingEquipment-SurfaceDefects,35-359-3595,35,专用设备制造业,检验,3.67,1.25,3,4,4,2,4,5,3,True,True
Q3-可填充,搬运码垛-零部件料箱-重载入库,Palletizing-PartsBin-HeavyStorage,36-367-3670,36,汽车制造业,包装,3.67,1.25,3,5,3,2,4,4,4,True,False
Q3-可填充,分拣分类-废纺织品-按材质可用性分选,Sorting-TextileWaste-ByMaterialAndCondition,42-422-4220,42,废弃资源综合利用业,人工分拣,3.67,1.25,3,5,3,2,3,5,4,False,False
Q3-可填充,成品码垛-复烤烟叶箱-标准箱规,Palletizing-RoastedTobaccoCartons-Standard,16-161-1610,16,烟草制品业,成品包装,3.67,1.5,4,4,3,2,4,4,3,False,False
Q3-可填充,物料配送-制丝车间-多品种辅料,MaterialDelivery-TobaccoShredding-MultiAuxiliary,16-162-1620,16,烟草制品业,制丝加工,3.67,1.5,3,4,4,2,3,4,4,False,False
Q3-可填充,成品码垛-卷烟件箱-标准托盘,Palletizing-CigaretteCartons-StandardPallet,16-162-1620,16,烟草制品业,件箱包装,3.67,1.5,3,5,3,2,4,4,3,False,False
Q3-可填充,搬运码垛-坯布卷-百公斤级重载,Palletizing-GreigeFabricRolls-100kgHeavyLoad,17-171-1712,17,纺织业,坯布检验,3.67,1.5,4,4,3,2,3,4,4,False,False
Q3-可填充,针织巡检-圆纬机运行-断纱检测响应,KnittingPatrol-CircularWeftMachine-YarnBreakDetection,17-176-1761,17,纺织业,针织编织,3.67,1.5,3,4,4,3,4,4,4,False,False
Q3-可填充,无纺布卷取搬运-产品卷下机-百公斤重载,NonwovenRollHandling-ProductRollOffMachine-100kgHeavy,17-178-1781,17,纺织业,卷取,3.67,1.5,4,4,3,2,4,4,3,False,False
Q3-可填充,成品布卷包装-终端包装线-标准化操作,FinishedFabricRollPacking-EndPackingLine-StandardOperation,17-00-00,17,纺织业,包装,3.67,1.5,3,5,3,2,4,4,3,False,False
Q3-可填充,搬运码垛-布卷-多规格重载,Palletizing-FabricRolls-MultiSpecHeavy,18-00-00,18,纺织服装、服饰业,原料入库,3.67,1.5,4,4,3,2,3,4,4,False,False
Q3-可填充,搬运配送-鞣制化学品-危化品车间,ChemicalDelivery-TanningAgents-HazardousArea,19-191-1910,19,皮革、毛皮、羽毛及其制品和制鞋业,鞣制,3.67,1.5,4,3,4,2,4,3,4,False,False
Q3-可填充,分拣分级-羽毛加工-高粉尘环境,SortingGrading-FeatherProcessing-HighDust,19-00-1941,19,皮革、毛皮、羽毛及其制品和制鞋业,精分选分级,3.67,1.5,4,3,4,2,3,4,4,False,False
Q3-可填充,硫化取件-橡胶鞋生产-高温重味,VulcanizingUnloading-RubberShoe-HighTempOdor,19-00-1954,19,皮革、毛皮、羽毛及其制品和制鞋业,硫化定型,3.67,1.5,4,4,3,2,5,3,3,False,False
Q3-可填充,搬运码垛-锯材成品-重载异形,Palletizing-SawnTimber-HeavyIrregular,20-201-2011,20,木材加工和木、竹、藤、棕、草制品业,锯材堆垛,3.67,1.5,4,4,3,2,3,4,4,False,False
Q3-可填充,UV涂装-木地板表面-流水线监控,UVCoating-WoodFlooringSurface-LineMonitoring,20-203-2034,20,木材加工和木、竹、藤、棕、草制品业,UV涂装,3.67,1.5,4,3,4,2,5,2,4,False,False
Q3-可填充,搬运配送-车间物料-跨楼层多工位,Delivery-ShopfloorMaterial-MultiFloor,21-00-00,21,家具制造业,加工制造,3.67,1.5,3,5,3,2,2,5,4,False,False
Q3-可填充,搬运码垛-成品纸卷-重载大尺寸,Palletizing-FinishedPaperRolls-HeavyLargeSize,22-222-2221,22,造纸和纸制品业,成品出库,3.67,1.5,4,4,3,2,4,3,4,False,False
Q3-可填充,码垛堆叠-纸箱成品-标准化重复,Palletizing-FinishedBoxes-StandardizedRepetitive,22-223-2231,22,造纸和纸制品业,码垛,3.67,1.5,3,5,3,2,4,4,3,True,True
Q3-可填充,成品打包码垛-书刊成品-多规格堆叠,FinishedPackingPalletizing-BookProducts-MultiSpecStacking,23-231-00,23,印刷和记录媒介复制业,包装,3.67,1.5,3,5,3,2,3,4,4,False,False
Q3-可填充,配料称量-洗涤剂-表活原料,Batching-Detergent-Surfactant,26-00-2681,26,化学原料和化学制品制造业,配料称量,3.67,1.5,3,4,4,3,4,4,4,False,False
Q3-可填充,贴标扫码-成品丝饼-批次追溯,LabelingScanning-FinishedYarn-BatchTracing,28-282-00,28,化学纤维制造业,包装出库,3.67,1.5,2,5,4,2,4,4,3,False,False
Q3-可填充,涂覆检测-人造革基布-连续卷材,CoatingInspection-SyntheticLeather-ContinuousRoll,29-00-2925,29,橡胶和塑料制品业,检测,3.67,1.5,3,3,5,2,5,4,2,False,False
Q3-可填充,外观检测-玻璃仪器-精密透明,Inspection-Glassware-PrecisionTransparent,30-305-3053,30,非金属矿物制品业,检验,3.67,1.5,3,3,5,3,4,4,4,False,False
Q3-可填充,外观检测-碳素制品-表面缺陷,Inspection-CarbonProducts-SurfaceDefects,30-309-3091,30,非金属矿物制品业,检验,3.67,1.5,3,3,5,3,4,4,4,False,False
Q3-可填充,贵金属称量-精炼车间-高价值追溯,PreciousMetalWeighing-RefiningWorkshop-HighValueTraceability,32-322-00,32,有色金属冶炼和压延加工业,称重检测,3.67,1.5,3,3,5,3,5,3,4,False,False
Q3-可填充,操作维护-露天采场-挖掘机点检,Maintenance-OpenPitMine-ExcavatorInspection,6-62-620,6,煤炭开采和洗选业,采掘作业,3.67,1.5,4,3,4,3,3,4,5,False,False
Q3-可填充,取样检测-矿石品位取样-多点定时,Sampling-OreGradeSampling-MultiPointScheduled,8-00-00,8,黑色金属矿采选业,选别作业,3.67,1.5,3,4,4,3,4,4,4,True,True
Q3-可填充,巡检监测-露天矿边坡稳定性-大范围移动,Inspection-OpenPitSlopeStability-LargeAreaMobile,8-81-810,8,黑色金属矿采选业,剥离作业,3.67,1.5,4,3,4,2,2,4,5,False,False
Q3-可填充,原料搬运-袋装豆粕-饲料配料区,MaterialHandling-SoybeanMealBags-FeedBatchingArea,13-132-1329,13,农副食品加工业,配料称量,3.67,1.5,4,4,3,2,3,4,4,False,False
Q3-可填充,坚果分拣-带壳核桃-外观瑕疵检测,NutSorting-WalnutsInShell-SurfaceDefectDetection,13-137-1373,13,农副食品加工业,外观分拣,3.67,1.5,3,4,4,2,4,4,3,False,False
Q3-可填充,搬运码垛-冷冻水产箱-低温重载,Palletizing-FrozenSeafoodBoxes-ColdHeavyLoad,13-136-1361,13,农副食品加工业,包装称重,3.67,1.5,4,4,3,2,4,4,3,False,False
Q3-可填充,搬运码垛-包装果蔬箱-冷链仓储,Palletizing-PackagedProduceBoxes-ColdChainStorage,13-137-1373,13,农副食品加工业,冷藏存储,3.67,1.5,3,5,3,2,4,4,3,False,False
Q3-可填充,搬运码垛-袋装白糖-50kg重载,Palletizing-SugarBags-50kgHeavyLoad,13-134-1340,13,农副食品加工业,筛分包装,3.67,1.5,4,4,3,2,4,4,3,False,False
Q3-可填充,投料操作-发酵罐-蒸汽环境,MaterialFeeding-FermentationTank-SteamEnvironment,14-146-00,14,食品制造业,预处理,3.67,1.5,4,4,3,2,3,4,4,False,False
Q3-可填充,物料配送-多楼层厂房-跨区转运,MaterialDelivery-MultiFloorFactory-CrossZoneTransfer,14-00-00,14,食品制造业,原料入库,3.67,1.5,4,4,3,2,3,4,4,False,False
