priority_rank,scene_name_zh,scene_name_en,industry_code,source_major_name,process_step,value_score,difficulty_score,labor_urgency,scale_potential,superhuman_value,operation_complexity,structure_level,fault_tolerance,takt_pressure,priority_reason,l3_extracted,guide_generated
211,蒙皮检测-航空器外表面-无损探伤,SkinInspection-AircraftExterior-NDT,43-00-4343,金属制品、机械和设备修理业,结构检测,4.0,1.0,4,3,5,3,4,5,5,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
212,生物质燃料巡检-生物质电厂储料区-粉尘爆炸自燃风险,BiomassStorageInspection-BiomassPowerPlant-DustExplosionSpontaneousCombustion,44-441-4417,电力、热力生产和供应业,储料巡检,4.0,1.0,5,3,4,1,3,4,5,用工痛点突出；超人价值高；操作简单；容错空间大,False,False
213,脱硫塔巡检-火电厂环保设备-腐蚀性气体环境,FGDTowerInspection-PowerPlantEnvironmental-CorrosiveGasEnvironment,44-441-4411,电力、热力生产和供应业,烟气脱硫,4.0,1.0,4,4,4,2,3,5,5,用工痛点突出；规模潜力大；超人价值高；操作简单；容错空间大,False,False
214,搬运码垛-人造板成品-重载大尺寸,Palletizing-ParticleBoardFinished-HeavyLargeSize,20-202-2023,木材加工和木、竹、藤、棕、草制品业,检测包装,4.0,1.25,4,5,3,2,4,4,4,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
215,功能测试-圆珠笔出墨-连续划线检测,FunctionTest-BallpenInk-ContinuousLineCheck,24-241-2412,文教、工美、体育和娱乐用品制造业,功能测试,4.0,1.25,3,5,4,2,4,5,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
216,搬运码垛-玩具成品箱-高速分拣,Palletizing-ToyCartons-HighSpeedSorting,24-245-2459,文教、工美、体育和娱乐用品制造业,搬运码垛,4.0,1.25,4,5,3,1,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
217,码垛搬运-袋装肥料-50kg重载,Palletizing-FertilizerBags-50kgHeavy,26-262-00,化学原料和化学制品制造业,包装,4.0,1.25,4,5,3,2,5,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
218,造粒包装-塑料粒子-25kg袋装,Pelletizing-PlasticGranules-25kgBag,26-00-2651,化学原料和化学制品制造业,包装,4.0,1.25,4,5,3,2,5,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
219,管道检漏-腐蚀性介质-定期超声,PipelineInspection-CorrosiveMedia-UltrasonicNDT,26-00-00,化学原料和化学制品制造业,中间储存,4.0,1.25,4,4,4,3,4,4,5,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
220,辅料包装-药用淀粉-袋装码垛,ExcipientPackaging-PharmStarch-BagPalletizing,27-278-2780,医药制造业,包装,4.0,1.25,4,5,3,2,4,4,4,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
221,取样检测-聚合熔体-高温在线,Sampling-PolymerMelt-HighTemperatureOnline,28-282-00,化学纤维制造业,聚合反应,4.0,1.25,5,3,4,3,4,4,5,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
222,巡检监控-牵伸热辊-高温区域,Inspection-DrawingHotRollers-HighTempZone,28-282-00,化学纤维制造业,牵伸定型,4.0,1.25,4,4,4,2,4,3,5,用工痛点突出；规模潜力大；超人价值高；操作简单；环境结构化,False,False
223,监控处理-溶剂回收系统-有毒环境,MonitoringMaintenance-SolventRecovery-ToxicEnvironment,28-00-2812,化学纤维制造业,溶剂回收,4.0,1.25,5,2,5,2,4,3,5,用工痛点突出；超人价值高；操作简单；环境结构化,False,False
224,搬运码垛-保温板材-轻质大尺寸,Palletizing-InsulationBoard-LightLarge,30-303-3034,非金属矿物制品业,码垛,4.0,1.25,4,4,4,2,4,4,4,用工痛点突出；规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
225,熔炼炉内衬检查-检修期-高温密闭,FurnaceLiningInspection-MaintenancePeriod-HighTempEnclosed,32-321-00,有色金属冶炼和压延加工业,熔炼,4.0,1.25,5,3,4,3,4,4,5,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
226,成品打标-包装线-追溯标识,ProductMarking-PackagingLine-TraceabilityLabeling,32-325-00,有色金属冶炼和压延加工业,包装,4.0,1.25,3,5,4,2,5,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
227,巡检监测-洗选车间-多设备巡回,Inspection-CoalWashingPlant-MultiEquipmentPatrol,6-61-610,煤炭开采和洗选业,洗选加工,4.0,1.25,3,4,5,2,3,4,5,规模潜力大；超人价值高；操作简单；容错空间大,False,False
228,压缩机巡检-天然气处理站-振动温度监测,CompressorInspection-NaturalGasProcessingStation-VibrationTemperatureMonitoring,7-72-00,石油和天然气开采业,设备维护,4.0,1.25,3,4,5,3,4,4,5,规模潜力大；超人价值高；环境结构化；容错空间大,False,False
229,防喷器操作-井控设备-应急开关测试,BOPOperation-WellControlEquipment-EmergencySwitchingTest,7-71-00,石油和天然气开采业,钻井作业,4.0,1.25,4,4,4,3,4,4,5,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
230,阴极保护检测-埋地管道-电位测量记录,CathodicProtectionInspection-BuriedPipeline-PotentialMeasurementRecording,7-71-00,石油和天然气开采业,设备维护,4.0,1.25,3,5,4,2,2,5,5,规模潜力大；超人价值高；操作简单；容错空间大,False,False
231,装车监督-矿区装载点-车辆装载计量,LoadingSupervision-MineLoadingPoint-VehicleWeighing,10-00-00,非金属矿采选业,提升出井,4.0,1.25,3,5,4,2,4,4,4,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
232,巡检监测-井下通风系统-风门风窗,Inspection-UndergroundVentilation-AirDoorsWindows,11-111-1110,开采专业及辅助性活动,通风除尘维护,4.0,1.25,4,4,4,2,3,4,5,用工痛点突出；规模潜力大；超人价值高；操作简单；容错空间大,False,False
233,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,4.0,1.25,4,4,4,2,3,4,5,用工痛点突出；规模潜力大；超人价值高；操作简单；容错空间大,False,False
234,标签贴附检测-贴标机下游-位置偏移检查,LabelInspection-PostLabeler-PositionCheck,15-152-00,酒、饮料和精制茶制造业,贴标,4.0,1.25,3,5,4,1,5,4,2,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
235,气密检测-金属压力容器-充压保压,LeakTesting-PressureVessel-PressureHold,33-333-3332,金属制品业,气密检测,4.0,1.25,4,3,5,3,4,4,5,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
236,压缩机性能测试-活塞压缩机-全工况运行,CompressorPerformanceTest-PistonCompressor-FullCondition,34-344-3442,通用设备制造业,性能测试,4.0,1.25,4,4,4,3,4,5,4,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
237,热处理上下料-齿轮渗碳-高温炉前,HeatTreatLoadUnload-GearCarburizing-HighTempFurnace,34-345-3453,通用设备制造业,热处理,4.0,1.25,5,4,3,2,4,4,4,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
238,钢丝绳检测-起重机-磨损断丝检查,WireRopeInspection-Crane-WearFrayCheck,34-343-3432,通用设备制造业,载荷试验,4.0,1.25,5,3,4,3,3,5,5,用工痛点突出；超人价值高；容错空间大,False,False
239,阀门试压-截止阀-逐件检漏,PressureTesting-GateValve-LeakDetection,34-344-3443,通用设备制造业,试压检漏,4.0,1.25,4,4,4,3,4,5,4,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
240,密封测试-液压气动系统-多接口检漏,SealTest-HydraulicPneumaticSystem-MultiPortLeakCheck,35-00-00,专用设备制造业,密封测试,4.0,1.25,3,5,4,2,3,5,4,规模潜力大；超人价值高；操作简单；容错空间大,False,False
241,成品搬运码垛-电气产品-重载堆叠,FinishedPalletizing-ElectricalProduct-HeavyStacking,38-389-3899,电气机械和器材制造业,搬运码垛,4.0,1.25,4,5,3,2,4,4,4,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
242,PCB组件上下料-SMT产线-托盘搬运,PCBLoadingUnloading-SMTLine-TrayHandling,40-401-4011,仪器仪表制造业,元器件组装,4.0,1.25,3,5,4,2,5,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
243,光学元件清洁-镜片镀膜前-洁净室操作,OpticalComponentCleaning-PreCoatingLens-CleanroomOperation,40-404-4040,仪器仪表制造业,清洗,4.0,1.25,4,3,5,3,5,4,4,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
244,功能测试-电工仪表-按键旋钮操作,FunctionalTest-ElectricalInstruments-ButtonKnobOperation,40-401-4012,仪器仪表制造业,检测测试,4.0,1.25,3,4,5,3,5,4,4,规模潜力大；超人价值高；环境结构化；容错空间大,False,False
245,搬运卸载-辐照完成托盘-辐射残留区,Unloading-IrradiatedPallets-ResidualRadiationZone,41-412-4120,其他制造业,物料卸载,4.0,1.25,5,2,5,2,4,3,5,用工痛点突出；超人价值高；操作简单；环境结构化,False,False
246,搬运装载-辐照物料托盘-辐射屏蔽区,Loading-IrradiationMaterialPallets-RadiationShieldedZone,41-412-4120,其他制造业,物料装载,4.0,1.25,5,2,5,2,4,3,5,用工痛点突出；超人价值高；操作简单；环境结构化,False,False
247,分拣分类-废玻璃-按颜色材质分选,Sorting-GlassWaste-ByColorAndType,42-422-4220,废弃资源综合利用业,人工分拣,4.0,1.25,4,4,4,2,3,5,4,用工痛点突出；规模潜力大；超人价值高；操作简单；容错空间大,True,True
248,高压检修-电气设备-带电作业区,HighVoltageMaintenance-ElectricalEquipment-LiveZone,43-435-4350,金属制品、机械和设备修理业,绝缘测试,4.0,1.25,5,3,4,3,4,4,5,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
249,药剂搬运码垛-加药间仓储区-25kg重载高频,ChemicalPalletizing-DosingRoomStorage-25kgHighFrequency,46-00-00,水的生产和供应业,仓储堆垛,4.0,1.25,4,5,3,2,4,4,4,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
250,外观检测-成品小盒-多面翻转,VisualInspection-CigarettePack-MultiSide,16-162-1620,烟草制品业,成品检测,4.0,1.5,4,4,4,3,4,4,4,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
251,操作监控-湿整理转鼓-有毒环境,DrumOperation-WetFinishing-ToxicEnvironment,19-191-1910,皮革、毛皮、羽毛及其制品和制鞋业,复鞣染色,4.0,1.5,4,3,5,3,4,3,5,用工痛点突出；超人价值高；环境结构化,False,False
252,注塑取件-塑料鞋生产-高温环境,InjectionUnloading-PlasticShoe-HighTemp,19-00-1953,皮革、毛皮、羽毛及其制品和制鞋业,注塑成型,4.0,1.5,4,5,3,2,5,4,2,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
253,质检抽样-油品储罐-多层取样口,QualitySampling-OilTank-MultiLevelPorts,25-251-2511,石油、煤炭及其他燃料加工业,储存,4.0,1.5,4,4,4,3,4,4,4,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
254,西林瓶轧盖-冻干制剂-全压塞封口,VialCapping-LyophilizedFormulation-FullStopperSealing,27-276-00,医药制造业,冻干封口,4.0,1.5,4,3,5,2,5,2,4,用工痛点突出；超人价值高；操作简单；环境结构化,False,False
255,打包封箱-成品丝饼-自动称重,PackingSealing-FinishedYarnPackage-AutoWeighing,28-282-00,化学纤维制造业,包装出库,4.0,1.5,3,5,4,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
256,搬运码垛-成品轮胎-重载异形,Palletizing-FinishedTire-HeavyIrregular,29-00-2911,橡胶和塑料制品业,包装,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
257,取件码垛-注塑制品-高频循环,PartRemoval-InjectionMolding-HighCycle,29-292-00,橡胶和塑料制品业,脱模取件,4.0,1.5,3,5,4,2,5,4,2,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,True,True
258,搬运码垛-混凝土砌块-重型建材,Palletizing-ConcreteBlock-HeavyMaterial,30-302-3021,非金属矿物制品业,码垛,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
259,外观检测-石材板面-多缺陷识别,Inspection-StoneSurface-MultiDefect,30-303-3032,非金属矿物制品业,检测分级,4.0,1.5,3,4,5,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
260,外观检测-平板玻璃-缺陷分选,Inspection-FlatGlass-DefectSorting,30-304-3041,非金属矿物制品业,检测,4.0,1.5,3,4,5,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
261,搬运码垛-耐火砖-高温出窑,Palletizing-Firebrick-HotFromKiln,30-308-3089,非金属矿物制品业,检验,4.0,1.5,4,4,4,2,3,4,4,用工痛点突出；规模潜力大；超人价值高；操作简单；容错空间大,False,False
262,出铁口监控-铁水出炉过程-1500℃高温辐射,Monitoring-TappingProcess-1500CHighTemp,31-311-3110,黑色金属冶炼和压延加工业,出铁作业,4.0,1.5,5,3,4,2,4,3,4,用工痛点突出；超人价值高；操作简单；环境结构化,False,False
263,炉前取样-铁水成分检测-高温危险作业,Sampling-HotMetalComposition-HighTempHazard,31-311-3110,黑色金属冶炼和压延加工业,出铁作业,4.0,1.5,5,3,4,3,4,4,4,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
264,合金取样-熔炼成分检测-极高温危险作业,Sampling-AlloyComposition-ExtremeHighTempHazard,31-314-3140,黑色金属冶炼和压延加工业,出合金作业,4.0,1.5,5,3,4,3,4,4,4,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
265,扒渣作业-熔炼炉-高温熔渣清除,SlagRemoval-SmeltingFurnace-MoltenSlagClearing,32-321-00,有色金属冶炼和压延加工业,熔炼,4.0,1.5,5,4,3,3,4,4,4,用工痛点突出；规模潜力大；环境结构化；容错空间大,False,False
266,炉渣运输-熔炼车间-高温重载,SlagTransport-SmeltingWorkshop-HighTempHeavyLoad,32-321-00,有色金属冶炼和压延加工业,熔炼,4.0,1.5,5,4,3,2,4,3,4,用工痛点突出；规模潜力大；操作简单；环境结构化,True,True
267,巡检监测-褐煤堆场-高自燃风险,Inspection-LigniteStockyard-HighSpontaneousCombustionRisk,6-62-620,煤炭开采和洗选业,仓储堆存,4.0,1.5,4,3,5,1,2,4,4,用工痛点突出；超人价值高；操作简单；容错空间大,False,False
268,搬运配送-井下物料-狭窄巷道,MaterialHandling-UndergroundSupplies-NarrowTunnel,6-61-610,煤炭开采和洗选业,采掘作业,4.0,1.5,4,5,3,2,3,4,4,用工痛点突出；规模潜力大；操作简单；容错空间大,False,False
269,采样检测-原煤煤质-定点取样,Sampling-RawCoalQuality-FixedPointCollection,6-61-610,煤炭开采和洗选业,洗选加工,4.0,1.5,4,4,4,3,4,4,4,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
270,加药装置操作-油田化学剂-定量添加,ChemicalDosingOperation-OilfieldChemicals-QuantitativeAddition,7-71-00,石油和天然气开采业,油气处理,4.0,1.5,4,4,4,3,4,4,4,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
271,设备润滑-井场机泵-定期加注黄油,EquipmentLubrication-WellsitePumps-PeriodicGreasing,7-71-00,石油和天然气开采业,设备维护,4.0,1.5,3,5,4,3,3,4,5,规模潜力大；超人价值高；容错空间大,False,False
272,搬运码垛-精矿包装码垛-重载标准件,Palletizing-ConcentratePackaging-HeavyStandardized,8-00-00,黑色金属矿采选业,成品储运,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
273,搬运配送-选矿药剂-有毒腐蚀性物料,HandlingDelivery-FlotationReagent-ToxicCorrosiveMaterial,9-91-00,有色金属矿采选业,选矿,4.0,1.5,5,4,3,2,4,3,4,用工痛点突出；规模潜力大；操作简单；环境结构化,False,False
274,矿仓放矿-破碎站进料-仓口开闭控制,OreBinDischarge-CrushingStationFeed-GateOpenCloseControl,10-00-00,非金属矿采选业,破碎筛分,4.0,1.5,4,4,4,3,4,4,4,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,False,False
275,袋装码垛-?ite山包装区-重载搬运码垛,BagPalletizing-MinePackagingArea-HeavyLoadStacking,10-00-00,非金属矿采选业,堆存包装,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
276,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,4.0,1.5,4,4,4,1,2,3,5,用工痛点突出；规模潜力大；超人价值高；操作简单,True,True
277,原料投料-粉碎机料斗-粉尘环境,MaterialFeeding-CrusherHopper-DustyEnvironment,13-132-00,农副食品加工业,粉碎破碎,4.0,1.5,5,4,3,2,3,4,4,用工痛点突出；规模潜力大；操作简单；容错空间大,False,False
278,搬运码垛-袋装粮食-50kg重载,Palletizing-GrainBags-50kgHeavyLoad,13-131-00,农副食品加工业,成品码垛,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
279,搬运码垛-袋装饲料-40kg重载,Palletizing-FeedBags-40kgHeavyLoad,13-132-00,农副食品加工业,成品入库,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
280,成品码垛-箱装食品-多规格混码,Palletizing-CartonsFood-MixedSKU,14-00-00,食品制造业,成品码垛,4.0,1.5,3,5,4,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
281,搬运码垛-袋装原料-25kg重载,Palletizing-BaggedIngredients-25kg,14-00-00,食品制造业,原料入库,4.0,1.5,4,5,3,2,3,4,4,用工痛点突出；规模潜力大；操作简单；容错空间大,False,False
282,搬运码垛-成品酒箱-多规格混线,Palletizing-LiquorCartons-MultiSKU,15-151-00,酒、饮料和精制茶制造业,码垛,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
283,空瓶卸垛-包装线前端-周转箱拆解,EmptyBottleDepalletizing-PackagingInlet-CrateUnloading,15-152-00,酒、饮料和精制茶制造业,灌装,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,True,True
284,装箱封箱-成品包装线-多规格适应,CasePackingSealing-PackagingLine-MultiFormat,15-152-00,酒、饮料和精制茶制造业,装箱,4.0,1.5,4,5,3,2,4,4,3,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
285,取件码放-压铸件出模-高温重复,PartRemoval-DieCastingEjection-HighTempRepetitive,33-339-3392,金属制品业,取件冷却,4.0,1.5,4,5,3,2,5,4,2,用工痛点突出；规模潜力大；操作简单；环境结构化；容错空间大,False,False
286,外观检测-不锈钢餐具-多面翻转,VisualInspection-StainlessCutlery-MultiSideTurning,33-338-3382,金属制品业,外观检测,4.0,1.5,3,4,5,3,4,5,3,规模潜力大；超人价值高；环境结构化；容错空间大,True,True
287,叉车液压测试-电动叉车-管路试压,ForkliftHydraulicTest-ElectricForklift-PipelinePressure,34-343-3433,通用设备制造业,液压调试,4.0,1.5,4,4,4,3,4,4,4,用工痛点突出；规模潜力大；超人价值高；环境结构化；容错空间大,True,False
288,增材设备粉末更换-金属3D打印-粉仓清理,AMEquipmentPowderChange-Metal3DPrint-ChamberCleaning,34-349-3493,通用设备制造业,设备准备,4.0,1.5,5,3,4,3,4,4,4,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
289,清洁消毒-制药设备部件-GMP洁净区,CleaningDisinfection-PharmaMachineParts-GMPCleanroom,35-354-3544,专用设备制造业,清洗,4.0,1.5,4,3,5,3,4,4,4,用工痛点突出；超人价值高；环境结构化；容错空间大,False,False
290,检测调试-摩托车整车下线-多项功能检测,FinalInspection-MotorcycleOffLine-MultiFunctionTest,37-375-3751,铁路、船舶、航空航天和其他运输设备制造业,检测,4.0,1.5,3,5,4,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
291,外观检测-家电成品-多面翻转,AppearanceInspection-HomeApplianceFinished-MultiFaceFlip,38-385-3859,电气机械和器材制造业,外观检查,4.0,1.5,3,5,4,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
292,开关装配-低压配电柜-多规格切换,SwitchAssembly-LVSwitchgear-MultiSpecSwitch,38-382-3823,电气机械和器材制造业,元器件安装,4.0,1.5,3,5,4,3,4,4,4,规模潜力大；超人价值高；环境结构化；容错空间大,False,False
293,包装装箱-消费电子产品-多配件组合,Packaging-ConsumerElectronics-MultiAccessoryKitting,39-00-3922,计算机、通信和其他电子设备制造业,包装,4.0,1.5,3,5,4,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
294,搬运配送-SMT物料卷盘-跨楼层多线体,MaterialDelivery-SMTReels-MultiFloorMultiLine,39-00-00,计算机、通信和其他电子设备制造业,SMT贴片,4.0,1.5,3,5,4,2,3,4,4,规模潜力大；超人价值高；操作简单；容错空间大,False,False
295,元器件分拣-入库前-多规格分类,ComponentSorting-PreStorage-MultiSpecClassification,40-00-00,仪器仪表制造业,原料入库,4.0,1.5,3,5,4,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
296,包装封箱-精密仪器-防震材料填充,PackagingSealing-PrecisionInstruments-ShockproofFilling,40-00-00,仪器仪表制造业,包装入库,4.0,1.5,3,5,4,2,4,4,3,规模潜力大；超人价值高；操作简单；环境结构化；容错空间大,False,False
297,物料配送-生产车间-多工位循环,MaterialDelivery-ProductionWorkshop-MultiStationCycling,40-00-00,仪器仪表制造业,元器件组装,4.0,1.5,3,5,4,2,3,4,4,规模潜力大；超人价值高；操作简单；容错空间大,False,False
298,分拣分类-混合废金属-磁性非磁性分离,Sorting-MixedScrapMetal-MagneticSeparation,42-421-4210,废弃资源综合利用业,预分类,4.0,1.5,3,5,4,2,3,5,3,规模潜力大；超人价值高；操作简单；容错空间大,False,False
299,搬运装卸-危废容器-密闭转运,Handling-HazardousWasteContainer-SealedTransfer,42-421-4210,废弃资源综合利用业,危废处置,4.0,1.5,5,3,4,2,4,2,5,用工痛点突出；超人价值高；操作简单；环境结构化,False,False
300,外板喷涂-船舶船体-高空悬挂作业,HullPainting-ShipExterior-SuspendedHighAltitude,43-00-4342,金属制品、机械和设备修理业,涂装防腐,4.0,1.5,5,3,4,3,3,4,5,用工痛点突出；超人价值高；容错空间大,False,False
301,管路试压-液压系统-高压泄漏检测,PipelinePressureTest-HydraulicSystem-HighPressureLeakDetection,43-433-4330,金属制品、机械和设备修理业,试压检漏,4.0,1.5,5,3,4,3,4,3,5,用工痛点突出；超人价值高；环境结构化,False,False
302,电力计量表校验-电力供应计量系统-重复性精密操作,ElectricMeterCalibration-PowerSupplyMetering-RepetitivePrecisionOperation,44-442-4420,电力、热力生产和供应业,计量表校验,4.0,1.5,3,5,4,3,5,4,3,规模潜力大；超人价值高；环境结构化；容错空间大,False,False
303,管道内检-燃气管道-密闭空间作业,PipelineInternalInspection-GasPipe-ConfinedSpaceWork,45-451-00,燃气生产和供应业,管网输配,4.0,1.5,5,3,4,3,3,4,5,用工痛点突出；超人价值高；容错空间大,False,False
304,阀门操作-调压站手轮阀-定期维护,ValveOperation-RegulatorStationHandwheel-PeriodicMaintenance,45-00-4511,燃气生产和供应业,调压站,4.0,1.5,3,5,4,3,4,3,5,规模潜力大；超人价值高；环境结构化,True,True
