scene_name_zh,scene_name_en,industry_code,industry_chain,process_step,scene_description,selection_rationale,source_major_code,source_major_name,labor_urgency_score,labor_urgency_basis,scale_potential_score,scale_potential_basis,superhuman_value_score,superhuman_value_basis,operation_complexity_score,operation_complexity_basis,structure_level_score,structure_level_basis,fault_tolerance_score,fault_tolerance_basis,takt_pressure_score,takt_pressure_basis
袋装码垛-�ite山包装区-重载搬运码垛,BagPalletizing-MinePackagingArea-HeavyLoadStacking,10-00-00,勘探定位→钻孔爆破→采掘装载→井下运输→提升出井→破碎筛分→洗选分级→堆存包装→成品出库,堆存包装,该工位位于矿产品包装车间末端，上游为自动灌装线，下游为成品仓库或装车区。当前由搬运工将50kg袋装矿产品（石灰石粉、石膏粉、盐等）从灌装出口搬运至托盘上码垛，每托盘码放40-50袋。核心操作为弯腰搬起50kg袋、行走2-5米、按规定图案码放，单袋操作耗时10-20秒。典型配置为每条线每班2-4人轮换，因体力消耗大每人连续作业不超过2小时。该工位常见问题为腰椎损伤职业病高发、年轻人不愿从事、流动率极高需常年招聘。,命中入口一（双臂协作搬运重载）和入口四（重复性体力劳动人类疲劳），50kg重载搬运是典型的机器人替代场景。,10,非金属矿采选业,4,50kg重载导致腰椎职业病高发，年轻人不愿做，流动率超50%,5,每个矿产品包装厂都有此工位，全国同类工位数以万计,3,命中V1全时在线、V2一致性（码垛规整度）、V5过程数据,2,搬运和码放，定位精度厘米级，无精密力控要求,4,包装线固定，托盘位置固定，码放图案预设,4,码放不到位可调整，不损坏物料,3,需跟上灌装线速度，约10-20秒/袋
装车监督-矿区装载点-车辆装载计量,LoadingSupervision-MineLoadingPoint-VehicleWeighing,10-00-00,勘探定位→钻孔爆破→采掘装载→井下运输→提升出井→破碎筛分→洗选分级→堆存包装→成品出库,提升出井,该工位位于矿区矿石装车点，上游为矿石堆场或破碎站出料口，下游为外运车辆。当前由装车监督员指挥装载机装车、监督装载量、记录车辆信息和发货数量、确保装载均匀不超载。核心操作为站位观察、手势指挥、使用对讲机通信、在单据上记录，单车装载耗时5-15分钟。典型配置为每个装车点每班1-2人，日装车数十至数百车次。该工位常见问题为粉尘大、夏季暴晒冬季严寒、装载不均导致运输倾覆、以及计量误差导致纠纷。,命中入口二（粉尘+极端天气环境）和入口五（装车计量数据有追溯需求），机器人可实现精确计量和全程数据记录。,10,非金属矿采选业,3,粉尘和极端天气环境，但非高危，招工有一定难度,5,每个矿区至少1个装车点，全国矿山数万座,4,命中V1全时、V2一致性（装载均匀度）、V5过程数据（每车追溯）、V6超人感知（激光扫描精确计量）,2,站位观察和手势指挥为主，偶需操作对讲机，无精密操作,4,装车点固定，车辆停放位置基本固定,4,指挥偏差可调整，计量误差可复核,4,车辆排队等候但单车有时间余量
设备点检-破碎车间-高粉尘振动环境,EquipmentInspection-CrushingWorkshop-DustyVibration,10-00-00,勘探定位→钻孔爆破→采掘装载→井下运输→提升出井→破碎筛分→洗选分级→堆存包装→成品出库,破碎筛分,该工位位于矿石破碎车间内，上游为原矿石输送带，下游为筛分设备。当前由设备巡检员对颚式破碎机、圆锥破碎机、振动筛等设备进行运行状态检查，包括轴承温度、润滑油位、皮带张紧度、异响判断等。核心操作为行走观察、触摸感温、听声辨异，设备运行时振动剧烈粉尘浓度高。典型配置为每班1人，每2小时巡检一次，单次耗时20-30分钟。该工位常见问题为粉尘导致呼吸道疾病、噪声导致听力损伤、以及设备故障早期征兆被漏检。,命中入口二（粉尘噪声环境人类长期暴露有健康风险）和入口四（人类疲劳后异响和温度异常易漏检），机器人搭载温度传感器和振动分析模块可实现超人感知。,10,非金属矿采选业,4,粉尘浓度超标、噪声超85分贝，需佩戴防护但仍有职业病累积风险,5,每个矿山至少1个破碎车间，全国同类工位以万计,5,命中V1全时、V2一致性、V3操作检测合并、V5过程数据、V6超人感知（振动频谱分析）、V7失败数据,2,行走观察、读取仪表、简单触摸检测，无精密操作,4,车间布局固定，设备位置固定，但地面有积灰和散落矿石,4,单次漏检可下轮补上，但连续漏检可能导致设备突发故障,5,无节拍要求，按规定频率完成巡检即可
通风设备操作-地下矿井-风门风机调控,VentilationControl-UndergroundMine-FanDoorOperation,10-00-00,勘探定位→钻孔爆破→采掘装载→井下运输→提升出井→破碎筛分→洗选分级→堆存包装→成品出库,采掘装载,该工位分布在地下矿井通风巷道的关键节点，上游为进风井，下游为采掘工作面。当前由通风工人工操作风门开闭、调节风机叶片角度、检查风筒完整性，根据采掘进度和气体浓度变化调整通风网络。核心操作为行走至指定风门/风机位置、手动开闭风门（力度10-50kg）、调节阀门旋钮、检查风筒接头，单次调整涉及3-10个节点。典型配置为每班1-2人，根据采掘指令随时调整，单次操作耗时10-30分钟。该工位常见问题为风门开闭需要较大力量、巷道环境粉尘大、紧急情况下响应时间长。,命中入口一（需操作人工设计的风门手轮和阀门旋钮）和入口二（粉尘环境），同时命中入口七（专业通风调度人员稀缺，可通过遥操作实现远程能力投射）。,10,非金属矿采选业,4,粉尘环境需防护、风门开闭体力消耗大、紧急调风时人员到位慢,4,每个地下矿井有多个通风节点，全国地下矿山数千座,4,命中V1全时待命、V5过程数据（通风调整记录）、V6超人感知（气体浓度联动）、V7失败数据,3,需要操作风门手轮和阀门旋钮，涉及中等力控要求,3,巷道固定但通风节点分散，需按指令到达指定位置,3,操作不到位需重新调整，但错误操作可能导致局部缺氧需及时纠正,4,响应采掘指令但非严格节拍，有一定时间余量
钻孔测量-勘探钻机旁-钻探参数记录,DrillingMeasurement-ExplorationRigSide-DrillingParameterRecording,10-00-00,勘探定位→钻孔爆破→采掘装载→井下运输→提升出井→破碎筛分→洗选分级→堆存包装→成品出库,勘探定位,该工位位于地质勘探钻机旁，上游为钻孔设计，下游为岩心处理和化验。当前由钻探助手在钻机运行时记录钻进深度、进尺速度、给进压力、泥浆循环等参数，更换岩心管时测量岩心长度并编号装箱。核心操作为读取仪表盘、在记录本上填写、测量岩心、搬运岩心箱，单孔钻进可持续数天至数周。典型配置为每台钻机每班2-3人（含操作员和助手），三班连续作业。该工位常见问题为野外环境恶劣、数据记录手工填写易出错漏填、以及岩心搬运体力消耗大。,命中入口五（钻探参数数据对地质建模有刚性追溯需求）和入口一（野外环境多工位切换），机器人可实现参数自动采集和岩心搬运。,10,非金属矿采选业,3,野外环境艰苦、数据记录繁琐易错、需三班连续作业,3,勘探钻机分散在各矿区，单项目多孔位，全国同类工位约数千,4,命中V1全时在线、V2一致性（数据记录准确）、V5过程数据（钻探记录）、V6超人感知（参数自动采集）,3,读数记录、测量岩心、搬运岩心箱，涉及多种操作,3,钻机平台相对固定，但野外环境变化,4,记录错误可更正，搬运失败可重试,4,需配合钻进节奏但有缓冲时间
巡检监测-井下巷道瓦斯浓度-防爆要求,Inspection-UndergroundTunnelGasConcentration-ExplosionProof,11-111-1110,现场勘察→井巷掘进支护→设备安装调试→通风除尘维护→安全监测监控→井下物料运输→原煤提升→洗选加工→设备维护检修→尾矿环保处理,安全监测监控,该工位分布于井下各采掘工作面和主要巷道交汇点，上游为通风系统，下游为采掘作业面。当前由专职瓦检员持便携式瓦斯检测仪沿固定路线巡检，每个检测点停留读数并手工记录。核心操作为行走+仪器读数，检测仪重量约0.5kg，需在昏暗潮湿环境中辨识数字显示屏。典型配置为每班2-3名瓦检员，单次全矿巡检耗时2-4小时，每班至少巡检2次。该工位常见问题为人员疲劳导致漏检、记录错填，以及高瓦斯区域人员滞留时间受限。,命中入口二（井下存在瓦斯爆炸、缺氧、顶板冒落等人类不宜长期作业的风险）、入口三（漏检可下轮补检，不造成不可逆损失）、入口五（瓦斯监测数据有法规刚性要求需全程可追溯）。机器人可在高风险区域连续巡检，消除人员安全风险。,11,开采专业及辅助性活动,5,井下瓦斯超限、缺氧窒息风险，近年矿难事故频发，属人类不宜到达环境,4,全国煤矿超4000座，每矿需多个瓦检工位，全国同类岗位以万计,5,命中V1全时在线、V2一致性、V5过程数据、V6超人感知（多气体传感）、V7失败数据、V3操作检测合并,1,纯行走+读数，无精密接触操作,3,巷道布局固定但有积水、落石，光照差，偶有人员设备通过,5,漏检一个点可下轮补上，不影响生产不损伤物料,5,无节拍要求，巡检频次由安全规程规定但无秒级时间约束
巡检监测-井下水泵房-设备运行,Inspection-UndergroundPumpStation-EquipmentOperation,11-111-1110,现场勘察→井巷掘进支护→设备安装调试→通风除尘维护→安全监测监控→井下物料运输→原煤提升→洗选加工→设备维护检修→尾矿环保处理,设备维护检修,该工位位于井下主排水泵房，上游为各采区涌水汇集点，下游为地面污水处理。当前由水泵司机值守并定时巡检，检查水泵运行参数、阀门开度、管路渗漏、电机温度，记录水位和流量。核心操作为读取仪表盘数值、目视检查渗漏、手摸电机外壳测温，操作对象为大型离心泵（功率数百kW）和配套阀门管路。典型配置为每班1人值守，每2小时巡检一次，单次耗时20-30分钟。该工位常见问题为电机过热未及时发现、轴承磨损导致突发停泵。,命中入口二（井下封闭空间，存在涌水淹井风险）、入口三（巡检漏检可下轮补）、入口五（排水系统运行数据需记录备查）、入口四（人员疲劳导致参数抄录错误）。,11,开采专业及辅助性活动,4,井下值守环境封闭潮湿，夜班疲劳风险高，透水事故致命,3,每座煤矿1-3个主水泵房，全国约1-2万个同类岗位,5,命中V1全时在线、V2一致性、V5过程数据（水位流量曲线）、V6超人感知（振动频谱+热成像）、V3操作检测合并,2,读表+目视+触摸测温，偶尔操作阀门手轮,4,泵房布局固定，设备位置固定，少有人员走动,4,单次漏检不直接导致事故，设备故障有发展周期,5,按规程定时巡检，无秒级节拍要求
巡检监测-井下皮带输送机-运行状态,Inspection-UndergroundBeltConveyor-OperatingStatus,11-111-1110,现场勘察→井巷掘进支护→设备安装调试→通风除尘维护→安全监测监控→井下物料运输→原煤提升→洗选加工→设备维护检修→尾矿环保处理,设备维护检修,该工位沿井下主运输巷皮带机全线分布，上游为采煤工作面，下游为提升井口。当前由巡检工沿皮带机廊道行走，目视检查托辊运转、皮带跑偏、接头状态，耳听异响，手摸轴承温度。核心操作为行走+多感官观察，单程巡检距离1-5公里，需穿越狭窄廊道和跨越皮带机架。典型配置为每班1-2人负责一条主皮带线，单次巡检耗时1-2小时。该工位常见问题为托辊卡死未及时发现导致皮带磨穿、轴承过热引发火灾。,命中入口二（井下粉尘、噪音、潜在瓦斯风险）、入口四（人类注意力衰减导致漏检托辊异常）、入口六（行走巡检中可同步采集红外热成像发现过热点，合并巡视与测温）。,11,开采专业及辅助性活动,4,井下粉尘噪音环境需佩戴防护，连续巡检易疲劳，皮带着火事故时有发生,4,每座煤矿有数条主皮带线，全国煤矿皮带巡检岗位数以万计,5,命中V1全时在线、V2一致性、V3操作检测合并（红外测温）、V5过程数据、V6超人感知（热成像+振动）、V7失败数据,2,行走+目视+偶尔触摸感温，无精密操作,3,皮带廊道固定但狭窄，有煤尘堆积，光照不足,4,单次漏检可下轮补，托辊异常有发展过程,5,无节拍要求，按规程频次巡检即可
巡检监测-井下通风系统-风门风窗,Inspection-UndergroundVentilation-AirDoorsWindows,11-111-1110,现场勘察→井巷掘进支护→设备安装调试→通风除尘维护→安全监测监控→井下物料运输→原煤提升→洗选加工→设备维护检修→尾矿环保处理,通风除尘维护,该工位分布于井下各通风构筑物（风门、风窗、风桥、密闭墙），上游为主通风机，下游为各用风地点。当前由通风工巡检各通风设施的完好状态，检查风门是否关严、风窗开度是否正确、有无破损漏风，测量风速风量。核心操作为行走+目视检查+手持风速仪测量+调整风窗开度，井下巷道长、通风设施分散。典型配置为每班1-2人，每班巡检一轮，覆盖数十个通风设施点。该工位常见问题为通风设施损坏导致风流短路、漏检导致局部瓦斯积聚、人员疲劳导致测量误差。,命中入口二（井下环境存在瓦斯和缺氧风险）、入口三（漏检可下轮补）、入口五（通风数据对安全管理有刚性需求）。,11,开采专业及辅助性活动,4,井下危险环境，通风不良直接导致瓦斯积聚风险,4,每座煤矿有数十至上百个通风设施点，全国同类岗位以万计,4,命中V1全时在线、V2一致性、V5过程数据（风量曲线）、V6超人感知（多点风速同步测量）,2,行走+目视+风速测量+偶尔调整风窗手轮,3,通风设施位置固定但巷道环境多变,4,单次漏检可下轮补上，风量变化有发展过程,5,无节拍要求，按规程频次巡检
巡检监测-井场油气井口-偏远无人值守,Inspection-OilGasWellhead-RemoteUnmanned,11-112-1120,地质勘察→钻井准备→钻井施工→测井录井→完井试油→井口设备安装→生产监控巡检→设备维护检修→油气集输→储运设施管理,生产监控巡检,该工位位于油气田各单井井场，上游为完井后的生产井，下游为集输站。当前由巡井工驾车在多口井之间巡回，每口井停留检查井口压力表、温度计、油嘴、阀门状态，检查有无刺漏、异常声响。核心操作为下车行走+读取仪表+目视检查+必要时调整阀门手轮，井口设备暴露于野外，夏季高温冬季严寒。典型配置为1人负责10-30口井，单日行驶100-300公里，每口井停留5-15分钟。该工位常见问题为井距远巡检不及时、恶劣天气漏检、刺漏未及时发现造成油气泄漏。,命中入口二（油气井场有硫化氢、可燃气体泄漏风险）、入口三（漏检可下轮补）、入口七（专家远程能力投射：异常判断可由后方专家远程指导）、入口八（井场数量大，适合群体学习）。,11,开采专业及辅助性活动,4,野外作业环境恶劣，硫化氢泄漏致命风险，偏远地区招工难,5,全国油气井超60万口，每口井都需定期巡检，同类岗位以万计,5,命中V1全时在线、V2一致性、V4群体数据共享、V5过程数据、V6超人感知（气体检测+热成像）、V7失败数据,2,读表+目视+偶尔旋转阀门手轮,4,井口设备布局标准化，位置固定，户外但无人员走动,4,单次漏检可下轮补，刺漏有发展过程,5,无节拍要求，按规程频次巡检即可
巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,地质勘察→采场规划→穿孔爆破→铲装运输→破碎筛分→选矿加工→尾矿处理→设备维护检修→环保监测→矿山修复,尾矿处理,该工位位于尾矿库坝体及其周边监测设施，上游为选矿车间，下游为环保监测。当前由尾矿库巡查员沿坝顶和坝坡行走，检查坝体有无裂缝、渗漏、塌陷，读取渗流量和位移监测数据，观察库区水位和排洪设施。核心操作为行走+目视观察+读取监测仪表+拍照记录，坝体环境泥泞湿滑，部分区域存在塌陷风险。典型配置为每班1-2人，每日至少巡检2次，汛期加密。该工位常见问题为坝面湿滑难行、险情发现滞后、夜间和恶劣天气巡检困难。,命中入口二（尾矿库坝体存在溃坝风险，险情区域人员接近有风险）、入口三（漏检可下轮补，但险情发展期短需及时发现）、入口五（坝体监测数据有法规刚性要求）。,11,开采专业及辅助性活动,4,坝体存在溃坝风险，险情区域接近危险，泥泞湿滑易滑倒,4,全国尾矿库约7800座，每座需巡查岗位，同类岗位近万,4,命中V1全时在线（恶劣天气不间断）、V2一致性、V5过程数据、V6超人感知（位移微变+渗流探测）,1,纯行走+目视+读表+拍照,2,坝体地形相对固定但泥泞不平，户外环境多变,3,险情漏检可能导致严重后果，但通常有发展窗口期,5,无节拍要求，按规程频次巡检
巡检监测-油气储罐区-防爆要求,Inspection-OilGasTankFarm-ExplosionProof,11-112-1120,地质勘察→钻井准备→钻井施工→测井录井→完井试油→井口设备安装→生产监控巡检→设备维护检修→油气集输→储运设施管理,储运设施管理,该工位位于油田和炼化企业的储罐区，上游为油气生产或加工装置，下游为装车或管输。当前由储运巡检工在大型储罐群间巡回，检查液位、温度、呼吸阀、管路法兰和消防设施状态。核心操作为行走+攀爬罐顶+读取仪表+目视检查泄漏和腐蚀，储罐高度10-20米，罐区存在可燃气体积聚风险。典型配置为每班2-3人负责一个罐区，每2-4小时巡检一轮。该工位常见问题为罐顶攀爬高空作业风险、可燃气体积聚、大面积巡检人员疲劳。,命中入口二（可燃气体积聚区域，存在火灾爆炸风险）、入口三（漏检可下轮补）、入口四（大面积巡检注意力衰减）。,11,开采专业及辅助性活动,4,可燃气体环境+高空作业双重风险，需佩戴防护和使用安全绳,4,全国油气储罐区数千个，每个罐区需多个巡检岗位，同类岗位上万,4,命中V1全时在线、V2一致性、V5过程数据、V6超人感知（可燃气体检测+热成像）,2,行走攀爬+读表+目视检查,4,罐区布局固定，设备位置已知，少有人员走动,4,单次漏检可下轮补上，泄漏有发展过程,5,无节拍要求，按规程频次巡检
巡检监测-油气管道-管廊阀室,Inspection-OilGasPipeline-PipeRackValveRoom,11-112-1120,地质勘察→钻井准备→钻井施工→测井录井→完井试油→井口设备安装→生产监控巡检→设备维护检修→油气集输→储运设施管理,油气集输,该工位位于油气长输管线的各阀室和站场，上游为上游场站，下游为下游场站或用户。当前由管道巡线工驱车或步行巡检管道沿线和各阀室，检查阀门状态、压力表读数、有无泄漏、地面标识和第三方施工情况。核心操作为行走+读表+目视检查+拍照记录，管线穿越山区、农田等多种地形。典型配置为1人负责20-50公里管段，每日巡检一次，单次耗时数小时。该工位常见问题为巡线里程长人员疲劳、偏远地段漏检、第三方施工破坏发现滞后。,命中入口三（漏检可下轮补）、入口四（长距离巡检人员注意力衰减）、入口八（管线阀室数量大，群体学习效应明显）。,11,开采专业及辅助性活动,3,户外长距离巡检疲劳，偏远地区招工有难度但非极端危险环境,5,全国油气管道超15万公里，阀室数以万计，同类岗位以万计,4,命中V1全时在线、V2一致性、V4群体数据共享、V5过程数据、V6超人感知（泄漏检测）,1,纯行走+目视+读表+拍照,3,阀室布局固定，但户外环境多变，可能有第三方施工人员,5,单次漏检可下轮补上,5,无节拍要求，按规程频次巡检
巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,现场勘察→井巷掘进支护→设备安装调试→通风除尘维护→安全监测监控→井下物料运输→原煤提升→洗选加工→设备维护检修→尾矿环保处理,洗选加工,该工位位于洗煤厂重介选煤车间，上游为原煤仓，下游为精煤脱水。当前由巡检工在重介旋流器、脱介筛、磁选机等设备间巡回，检查设备运转状态、介质密度、管路堵塞、皮带跑偏。核心操作为行走观察+读取本地仪表+采样测密度，车间粉尘浓度高、噪音大、地面湿滑有介质泥浆。典型配置为每班2-3人负责整个车间，每1-2小时巡检一轮，单次耗时30-40分钟。该工位常见问题为粉尘导致呼吸系统疾病、湿滑地面滑倒、设备异常发现滞后。,命中入口二（煤尘浓度高需佩戴防尘口罩，长期作业有尘肺风险）、入口三（漏检可下轮补）、入口四（粉尘环境中人员注意力和感知能力降级）。,11,开采专业及辅助性活动,4,煤尘浓度高，长期作业尘肺风险，需佩戴防护导致有效作业能力下降,4,全国洗煤厂约2000座，每厂多个车间需巡检，同类岗位上万,4,命中V1全时在线、V2一致性、V5过程数据、V6超人感知（振动+热成像）,2,行走+目视+读表+偶尔采样，无精密操作,3,车间布局固定，但地面湿滑有介质堆积，人员设备走动,4,单次漏检可下轮补上,5,无节拍要求，按规程频次巡检
巡检监测-海上平台-设备管路,Inspection-OffshorePlatform-EquipmentPiping,11-112-1120,地质勘察→钻井准备→钻井施工→测井录井→完井试油→井口设备安装→生产监控巡检→设备维护检修→油气集输→储运设施管理,生产监控巡检,该工位位于海上油气生产平台的各层甲板和设备舱室，上游为海底油气井，下游为海底管线或穿梭油轮。当前由平台操作人员在多层甲板间巡回，检查分离器、压缩机、泵组、管路法兰的运行状态和泄漏情况。核心操作为攀爬楼梯+穿越狭窄通道+读取仪表+目视检查+手摸感温，平台空间紧凑、设备密集、海况不佳时有晃动。典型配置为每班4-6人负责整个平台，24小时轮班。该工位常见问题为海上平台人员成本高（单人年综合成本超50万）、恶劣海况无法换班、设备舱室闷热狭窄。,命中入口一（空间适配：多层甲板楼梯连接，狭窄舱室门框为人体设计）、入口二（潜在可燃气体泄漏风险）、入口七（专家远程能力投射：海上专家资源稀缺，遥操作可减少驻平台人数）。,11,开采专业及辅助性活动,5,海上平台人员成本极高，恶劣天气无法撤离存在安全风险,3,全国海上油气平台约200座，每座需多个巡检岗位，约数千岗位,5,命中V1全时在线、V2一致性、V5过程数据、V6超人感知、V7失败数据、V4群体数据共享,2,行走攀爬+读表+目视+触摸测温,4,平台布局固定，设备位置已知，但空间紧凑通道狭窄,4,单次漏检可下轮补上,5,无节拍要求，按规程频次巡检
巡检监测-矿山变电站-高压配电,Inspection-MineSubstation-HighVoltageDistribution,11-119-1190,地质勘察→采场规划→穿孔爆破→铲装运输→破碎筛分→选矿加工→尾矿处理→设备维护检修→环保监测→矿山修复,设备维护检修,该工位位于矿山变电站和高压配电室，上游为外部电网，下游为矿山各用电设备。当前由电工巡检高压开关柜、变压器、电容器组的运行状态，使用红外测温仪检测设备接头温度，目视检查有无放电痕迹和异常声响。核心操作为行走+读取仪表盘数据+手持红外测温仪逐点扫描+记录，高压配电室存在触电风险，夏季设备发热严重。典型配置为每班1-2人，每2-4小时巡检一轮。该工位常见问题为高压触电风险、设备接头过热未及时发现导致烧毁、夜班人员疲劳。,命中入口二（高压电气环境存在触电风险）、入口一（工具适配：需使用多种手持检测仪器）、入口六（巡检过程中可同步完成红外热成像检测，合并巡视与测温）。,11,开采专业及辅助性活动,4,高压电气区域存在触电致命风险，需持证上岗且招工困难,4,全国矿山及工业变电站数以万计，每站需电气巡检岗位,5,命中V1全时在线、V2一致性、V3操作检测合并、V5过程数据、V6超人感知（红外热成像+局放检测）、V7失败数据,2,行走+读表+红外扫描，无精密接触操作,4,配电室布局固定，设备位置已知，少有人员走动,4,单次漏检可下轮补上，过热有发展周期,5,无节拍要求，按规程频次巡检
巡检监测-矿山设备-粉尘噪音环境,Inspection-MiningEquipment-DustNoiseEnvironment,11-119-1190,地质勘察→采场规划→穿孔爆破→铲装运输→破碎筛分→选矿加工→尾矿处理→设备维护检修→环保监测→矿山修复,设备维护检修,该工位分布于露天或地下矿山的采掘设备和破碎站，上游为采矿作业，下游为选矿加工。当前由设备点检员在矿山机械（电铲、矿用卡车、破碎机、皮带机）间巡回，检查运行状态、油位、皮带张紧度和异响。核心操作为行走+目视+耳听+手摸感温+记录，矿山环境粉尘大（PM10常超标）、噪音强（90dB以上）、地面不平有碎石。典型配置为每班2-4人负责一个采区或破碎站，每2-4小时巡检一轮。该工位常见问题为粉尘和噪音对人体损害、设备异常发现滞后导致停机。,命中入口二（粉尘浓度高需佩戴防护口罩，长期作业有尘肺风险，噪音导致听力损伤）、入口三（漏检可下轮补）、入口四（强噪音粉尘环境中人员感知能力降级）。,11,开采专业及辅助性活动,4,矿山粉尘和噪音严重超标，佩戴防护后有效工时下降，职业病风险高,4,全国各类矿山数千座，每座需多个设备巡检岗位，同类岗位以万计,5,命中V1全时在线、V2一致性、V3操作检测合并、V5过程数据、V6超人感知（振动频谱+热成像）、V7失败数据,2,行走+目视+听诊+触摸感温,2,矿山环境变化大，设备位置相对固定但周边地形不规则,4,单次漏检可下轮补上，设备故障有发展周期,5,无节拍要求，按规程频次巡检
巡检监测-钻井泥浆系统-参数监控,Inspection-DrillingMudSystem-ParameterMonitoring,11-112-1120,地质勘察→钻井准备→钻井施工→测井录井→完井试油→井口设备安装→生产监控巡检→设备维护检修→油气集输→储运设施管理,钻井施工,该工位位于钻井平台的泥浆循环系统区域，上游为泥浆配制，下游为井筒循环。当前由泥浆工巡检泥浆泵、振动筛、除砂器、除泥器等设备运行状态，测量泥浆密度、粘度、含砂量，观察返出泥浆的气泡和油花。核心操作为行走+目视检查+使用泥浆天平和漏斗粘度计测量+记录，泥浆区域地面湿滑有泥浆飞溅。典型配置为每班2-3人，每1-2小时测量记录一次。该工位常见问题为泥浆性能变化未及时发现导致井壁垮塌或井涌、人员疲劳导致测量误差。,命中入口二（钻井平台井口区域有井喷风险）、入口四（连续作业人员疲劳影响测量精度）、入口五（泥浆参数数据对钻井安全有刚性需求）。,11,开采专业及辅助性活动,4,钻井平台高危环境，24小时轮班作业疲劳，泥浆失控可导致井喷,3,全国钻机约2000台，每台需泥浆监测岗位，约数千岗位,4,命中V1全时在线、V2一致性、V5过程数据（泥浆曲线）、V6超人感知,3,使用泥浆天平、漏斗粘度计等仪器，有一定操作技能要求,3,泥浆系统布局固定，但地面湿滑有人员设备走动,3,测量延误可能影响钻井决策安全,4,按钻井进度定时测量，有时间要求但非秒级
搬运配送-井下物料-狭窄巷道,MaterialDelivery-UndergroundSupplies-NarrowTunnel,11-111-1110,现场勘察→井巷掘进支护→设备安装调试→通风除尘维护→安全监测监控→井下物料运输→原煤提升→洗选加工→设备维护检修→尾矿环保处理,井下物料运输,该工位位于井下材料车场至各采掘工作面之间的运输巷道，上游为井底车场，下游为各用料工作面。当前由井下运料工将锚杆、钢带、风筒布等物料从材料车上卸下，人工背负或推车送至工作面。核心操作为搬运扛抬，单件物料重量5-30kg，需穿越1.8-2.2米高、宽度1.5-2米的巷道，部分路段有台阶和积水。典型配置为每班4-6人，单趟运输耗时30-60分钟。该工位常见问题为搬运伤腰、巷道狭窄处碰伤、重体力劳动招工困难。,命中入口一（空间适配：巷道为人体尺度设计，轮式AGV难以通行；多工位切换：需往返多个工作面）、入口二（井下危险环境）。人形机器人的双足移动能力适配井下不规则地面和台阶。,11,开采专业及辅助性活动,5,井下重体力劳动叠加危险环境，年轻劳动力严重短缺，属人类不宜到达环境,4,每座煤矿配数名至十余名井下运料工，全国同类岗位数以万计,3,命中V1全时在线、V2一致性、V5过程数据（物料配送追溯）,2,搬运扛抬放置，无精密力控要求,2,巷道走向固定但路面不平，有积水落石，人车混行,4,物料放错位置可重新搬运，不造成损坏,4,按采掘进度配送，有时间要求但非秒级节拍
搬运配送-地下矿山-支护材料,MaterialDelivery-UndergroundMine-SupportMaterials,11-119-1190,地质勘察→采场规划→穿孔爆破→铲装运输→破碎筛分→选矿加工→尾矿处理→设备维护检修→环保监测→矿山修复,铲装运输,该工位位于地下金属矿山的井下巷道，上游为井底材料仓库，下游为各采掘工作面。当前由井下辅助工将锚杆、锚网、木支架等支护材料从材料车卸下，人工搬运至工作面堆放。核心操作为搬运扛抬，单件重量5-40kg，需穿越高度2-3米、宽度2-3米的不规则巷道，部分路段有积水和坡度。典型配置为每班4-8人，随采掘进度配送。该工位常见问题为重体力劳动招工困难、井下环境恶劣、搬运途中发生意外伤害。,命中入口一（空间适配：井下巷道为人体尺度设计；多工位切换：需往返多个工作面）、入口二（地下矿山存在通风不良、顶板冒落等危险）。,11,开采专业及辅助性活动,5,地下矿山重体力劳动+危险环境，年轻劳动力严重流失,3,全国地下金属矿山约千座，每矿需井下运料工，约数千至万余岗位,3,命中V1全时在线、V2一致性、V5过程数据（物料追溯）,2,搬运扛抬放置，无精密操作,2,巷道大致固定但路面不平，有积水碎石,4,放错位置可重新搬运,4,按采掘进度配送，有时间要求但非秒级
测录井数据采集-钻井平台-高危环境,WellLogging-DrillingPlatform-HighRiskEnvironment,11-112-1120,地质勘察→钻井准备→钻井施工→测井录井→完井试油→井口设备安装→生产监控巡检→设备维护检修→油气集输→储运设施管理,测井录井,该工位位于钻井平台井口区域和录井房，上游为钻井施工，下游为地质分析决策。当前由录井员在井口采集岩屑、钻井液样品并送往录井房分析，同时监控钻井参数和气测数据。核心操作为在井口区域行走采样+搬运样品+操作分析仪器+记录数据，井口区域存在井喷风险、高压泥浆飞溅。典型配置为每班2-3名录井员，24小时连续作业。该工位常见问题为井口区域高危、夜班疲劳导致数据遗漏、采样不及时影响地质决策。,命中入口二（井口区域存在井喷、高压流体喷溅等人身伤害风险）、入口五（测录井数据对钻井决策有刚性需求）、入口四（24小时连续作业人员疲劳）。,11,开采专业及辅助性活动,4,井口区域高危，历史上有井喷伤亡事故，需穿戴重型防护,3,全国钻机约2000台，每台需录井岗位，约数千岗位,4,命中V1全时在线、V2一致性（采样时机精确）、V5过程数据、V6超人感知,3,采样+搬运+仪器操作，有一定精度要求,3,井口区域布局固定，但有人员设备频繁活动,3,采样遗漏需补采，但可能影响决策时效,4,按钻进进度采样，有时间要求但非秒级
