scene_name_zh,scene_name_en,industry_code,industry_chain,process_step,scene_description,selection_rationale,source_major_code,source_major_name,labor_urgency_score,labor_urgency_basis,scale_potential_score,scale_potential_basis,superhuman_value_score,superhuman_value_basis,operation_complexity_score,operation_complexity_basis,structure_level_score,structure_level_basis,fault_tolerance_score,fault_tolerance_basis,takt_pressure_score,takt_pressure_basis
收纸堆叠-平张印刷机-连续高速,SheetStacking-SheetfedPress-ContinuousHighSpeed,23-00-2311,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,印刷,该工位位于平张印刷机的收纸端，上游为印刷后的连续出纸，下游为裁切或印后加工。当前由印刷机自动收纸堆叠，人工负责在纸堆达到设定高度时更换接纸板、搬走已满纸堆，并实时监控纸张堆叠整齐度。操作对象为刚印刷完成的湿墨纸张，单堆重量100-200kg，需用叉车或手动液压车转移。典型每机1人监控，换堆操作耗时2-5分钟。易出现换堆不及时致纸张跌落、湿墨粘连、堆叠歪斜等问题。,符合入口一（双臂协作配合叉车/液压车；多工位切换巡视多机）、入口四（长时间监控注意力涣散）、入口六（搬运同时可检测堆叠质量）。,23,印刷和记录媒介复制业,3,需持续站立监控，换堆体力消耗大,4,单厂平张机收纸端均需人工，数量可观,3,命中V1全时在线、V2堆叠一致性、V3操作检测合并（堆叠质量实时监控）,2,更换接纸板加搬运纸堆，无精密操作,4,收纸台位置固定，纸堆规格已知,3,换堆延迟致少量纸张跌落，损失有限,3,印刷机高速运转，换堆需快速响应
裁切上下料-切纸机-大尺寸重载,CuttingLoadUnload-Guillotine-LargeSizeHeavy,23-231-00,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,裁切,该工位位于印后加工车间的切纸机区域，上游为印刷完成的大张印品，下游为折页或装订工序。当前由人工将待裁切纸堆（单堆50-150kg）搬运至切纸机工作台，操作定位挡规对齐后启动裁切，再将裁切后的成品转移至下道工序。纸堆尺寸最大1200×900mm，裁切后分成多个小尺寸，需分类堆放。典型每班2人配合，单批次处理耗时5-10分钟。易出现纸堆未对齐致裁切歪斜、手指接近刀口风险等问题。,符合入口一（双臂协作搬运大纸堆；多工位切换在多台切纸机间作业）、入口三（裁切歪斜可作废纸回收，单批价值有限）、入口四（重复上下料疲劳）。,23,印刷和记录媒介复制业,4,切纸机刀口安全风险高，行业有截指事故记录,4,单厂切纸机3-10台，每台需持续上下料,3,命中V1全时在线、V2对齐一致性、V5过程数据（裁切批次记录）,2,搬运加定位挡规对齐，精度要求不高,4,切纸机位置固定，纸堆规格标准,3,裁切歪斜损失一批，可作废纸回收,3,切纸机速度快但批次间有间隔
折页机上下料-书刊折页-多规格换型,FoldingLoadUnload-BookletFolding-MultiSpecChangeover,23-00-2311,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,折页配页,该工位位于印后折页车间，上游为裁切后的印张，下游为配页或装订工序。当前由人工将裁切好的平张（每叠500-1000张）搬运至折页机进纸台，监控折页过程，收集折页后的书帖并整理堆叠。印张规格多变（8开/16开/32开等），折页方式多样（对折/三折/风琴折）。典型每班1人看管2-3台折页机，单批次处理耗时3-8分钟。易出现折页歪斜、书帖顺序混乱等问题。,符合入口一（多工位切换，一人服务多台机；改造不经济，规格频繁换型）、入口四（监控多机注意力分散）、入口八（单厂多台折页机可规模部署）。,23,印刷和记录媒介复制业,3,同时监控多机易疏漏，质量波动致返工,4,单厂折页机5-15台，书刊印刷厂必备,3,命中V1全时在线、V2折页一致性、V4群体数据（换型参数共享）,2,搬运加平稳上料，折页由设备完成,4,折页机位置固定，印张规格已知,4,折页歪斜可挑出返工，不损伤材料,3,折页机速度快但非产线瓶颈
配页理帖-书帖配套-多帖位顺序,Collating-SignatureGathering-MultiStationSequence,23-00-2311,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,折页配页,该工位位于配页机或手工配页台区域，上游为各书帖折页后的分堆，下游为装订机。当前由人工或配页机按顺序抓取不同书帖（一本书可能有8-32帖）叠放成完整书芯，手工配页时工人沿书帖堆行走依次抓取。书帖重量轻（单帖50-200g），但需严格按顺序且不能漏帖或重帖。典型手工配页每人每小时配200-500本，单本耗时7-18秒。易出现漏帖、重帖、顺序错误等问题。,符合入口一（多工位切换，沿多个书帖堆移动）、入口四（重复抓取极易疲劳走神致漏帖错帖）、入口六（配页同时可检测帖数完整性）。,23,印刷和记录媒介复制业,4,漏帖错帖直接导致整批返工，疲劳后错误率显著上升,4,书刊印刷厂配页工位多，部分仍依赖人工,4,命中V1全时在线、V2顺序一致性、V3操作检测合并（帖数核验）、V5过程数据（配页记录）,2,抓取薄帖堆叠，无精密操作,4,书帖堆位置固定，按工艺卡排列,3,漏帖需拆开重配，耗时但不损材料,3,配页速度影响装订进度，有一定节拍压力
装订机上料-胶装书芯-连续供料,BindingLoading-PerfectBoundBlocks-ContinuousFeed,23-232-2320,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,装订,该工位位于胶装联动线进料端，上游为配页完成的书芯，下游为铣背上胶工序。当前由人工将配页好的书芯（每叠20-50本）搬运至胶装机进料台，保持书脊朝向一致，连续投放确保设备不断料。书芯规格多变，单本重量100-500g，需按批次分开投放。典型每班1-2人，持续供料。易出现书芯投放方向错误、断料停机等问题。,符合入口一（多工位切换，取料区和进料台间往返）、入口四（持续投放动作单调疲劳）、入口三（投放方向错误可挑出重投）。,23,印刷和记录媒介复制业,3,持续弯腰搬运和投放，腰部负担大,4,单厂胶装线1-5条，每条需持续人工供料,3,命中V1全时在线、V2投放方向一致性、V5过程数据（批次追踪）,2,搬运加定向投放，无精密要求,4,胶装机进料位固定，书芯规格已知,4,方向错误可挑出重投，不损书芯,3,需保持连续供料避免断线
精装书壳制作-封面包裹-双手协作,CaseMaking-CoverWrapping-BimanualCoordination,23-232-2320,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,装订,该工位位于精装车间书壳制作区，上游为裁切好的纸板和印刷好的封面纸，下游为套合压平工序。当前由人工或半自动设备完成纸板涂胶、封面纸包裹、四角折叠、边缘压实等动作。精装书壳要求四边对称、角部平整无起泡，单件操作涉及多次翻转和双手配合。典型半自动模式每人每小时制作100-200个书壳，单件耗时18-36秒。易出现角部起皱、边缘不齐、胶水溢出等问题。,符合入口一（双臂协作，包裹折叠需双手配合；改造不经济，品种多换型频繁）、入口四（重复操作疲劳致角部质量下降）。,23,印刷和记录媒介复制业,3,手工精装技艺要求高，熟练工培养周期长且流动率高,3,精装书占比约10-20%，单厂工位有限但跨厂通用,3,命中V1全时在线、V2角部一致性、V7失败数据（起皱原因分析）,4,涂胶包裹折叠多步骤，需力控防溢胶，接触状态转换4-5次,4,工位固定，物料规格标准,3,起皱需返工或报废书壳，单件成本中等,3,有产量要求但非高速产线
覆膜上下料-覆膜机-防静电防划,LaminatingLoadUnload-Laminator-AntistaticScratchFree,23-00-2319,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,印后加工,该工位位于印后覆膜车间，上游为印刷完成的封面或单页印品，下游为裁切或后续加工。当前由人工将待覆膜印品整理成堆送入覆膜机进纸台，收集覆膜后的成品并堆叠。覆膜产品表面光滑易产生静电吸附灰尘，同时膜面易划伤。典型每班1-2人，单批次处理耗时5-10分钟。易出现进纸歪斜致膜偏、覆膜后划伤等问题。,符合入口一（多工位切换，上料区和收料区往返）、入口三（覆膜歪斜可重做，单张成本低）、入口四（持续操作疲劳影响精度）。,23,印刷和记录媒介复制业,2,操作相对轻松，但长时间站立有投诉,3,单厂覆膜机1-5台，包装印刷厂必备,3,命中V1全时在线、V2进纸一致性、V6超人感知（静电检测）,2,整理纸堆送入进纸台，无精密操作,4,覆膜机位置固定，印品规格已知,4,覆膜歪斜单张损失低,3,覆膜机速度快但批次间有间隔
烫金上下料-烫金机-精确定位,HotStampingLoadUnload-StampingPress-PrecisePositioning,23-00-2319,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,印后加工,该工位位于印后烫金车间，上游为印刷或覆膜后的印品，下游为后续加工或包装。当前由人工将印品逐张或少量叠放至烫金机工作台，对齐定位规，烫金后取出堆叠。烫金要求定位精准（误差±0.5mm），烫金版温度150-200°C。典型每班1人操作单机，单件耗时5-15秒。易出现定位不准烫偏、烫金版温度烫伤风险等问题。,符合入口一（工具适配，需操作高温设备的定位机构）、入口二（高温区域作业风险）、入口四（重复定位操作疲劳致精度下降）。,23,印刷和记录媒介复制业,4,高温烫伤风险，行业有灼伤事故记录,3,单厂烫金机1-5台，包装印刷常用,3,命中V1全时在线、V2定位一致性、V6超人感知（温度监控）,3,毫米级定位对齐，需快速准确放置,4,烫金机工位固定，印品规格已知,3,烫偏单件报废，单件成本中等,3,单件操作快但非高速连续线
印刷品质检-外观瑕疵-全面翻检,PrintQualityInspection-SurfaceDefects-FullFlipCheck,23-231-00,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,质检,该工位位于印刷或印后加工后的质检区，上游为各加工工序成品，下游为包装工序。当前由人工对印刷品进行目视检查，包括色差、套印不准、脏点、刮伤、折痕等瑕疵，需逐本或抽样翻页检查正反面。检查标准依据客户要求和印刷标准，判定主观性较强。典型每班2-5人，单件检查耗时10-60秒不等。易出现漏检、疲劳后标准放松、不同质检员判定不一致等问题。,符合入口三（漏检可复检，不损产品）、入口四（长时间目视检查注意力严重衰减是核心痛点）、入口六（检测可与翻页操作合并）。,23,印刷和记录媒介复制业,4,4小时后漏检率从2%升至10%，已设复检岗位冗余,5,所有印刷品均需质检，跨行业通用工序,5,命中V1全时在线、V2判定一致性、V3操作检测合并、V5过程数据（瑕疵记录）、V6超人感知（色差仪精度）、V7失败数据,3,翻页抓取加多面检视，需一定灵巧度,4,质检台固定，光照标准化,5,漏检可复检，检错可重判，无后果,4,质检速度可调整抽样率平衡
成品打包码垛-书刊成品-多规格堆叠,FinishedPackingPalletizing-BookProducts-MultiSpecStacking,23-231-00,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,包装,该工位位于成品包装区，上游为质检合格的成品，下游为成品库和发货区。当前由人工将检验合格的书刊、包装盒等成品按规定数量装入纸箱或捆扎，搬运至托盘并码垛。成品规格多变（开本、厚度不同），单箱重量10-25kg，码垛高度1-1.8m。典型每班2-4人，单箱处理耗时30-60秒。易出现装箱数量错误、码垛不整齐倒塌等问题。,符合入口一（多工位切换，从包装台到多个托盘位）、入口三（码垛失误可重新堆叠）、入口四（重复搬运码垛疲劳）、入口八（单厂多个包装工位）。,23,印刷和记录媒介复制业,3,重复搬运致腰肌劳损，年流动率约30%,5,所有印刷品均需打包，跨行业通用工序,3,命中V1全时在线、V2码垛一致性、V5过程数据（出货追溯）,2,装箱封箱加搬运码垛，无精密操作,3,包装区布局固定但成品规格多变,4,码垛歪斜可重新堆叠,4,按批次包装无严格节拍
印刷车间巡检-设备状态-多机台覆盖,PrintShopPatrol-EquipmentStatus-MultiUnitCoverage,23-231-00,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,质检,该工位覆盖整个印刷车间，需定期巡视所有印刷机、印后设备的运行状态。当前由人工每1-2小时巡检一轮，检查内容包括设备仪表读数、异响异味、油墨供给、纸张余量、废纸堆积等。巡检路线固定，单轮耗时20-40分钟。典型每班安排1人兼职巡检。易出现巡检流于形式、异常发现滞后、巡检记录不全等问题。,符合入口三（漏检可下轮补上，无严重后果）、入口四（巡检走形式是常态痛点）、入口五（设备状态记录有追溯刚需）、入口八（单厂多台设备一机覆盖）。,23,印刷和记录媒介复制业,2,巡检工作轻松但常被其他任务挤占,4,所有印刷厂均需设备巡检，跨厂通用,5,命中V1全时在线、V4群体数据、V5过程数据（设备档案）、V6超人感知（温度/振动/气味传感）、V7失败数据,1,行走加目视读数，几乎无操作,3,车间布局固定但人员走动多,5,漏检一轮下轮补上，频率可调,5,无节拍要求，按计划巡检即可
光盘复制上下料-刻录塔-批量换盘,DiscDuplicationLoadUnload-DuplicationTower-BatchDiscChange,23-233-2330,母盘准备→复制刻录→印刷→检测→包装→成品出库,复制刻录,该工位位于记录媒介复制车间的光盘刻录塔区域，上游为空白光盘库存，下游为光盘印刷和包装。当前由人工将空白CD/DVD/BD光盘（单片2-5g）批量装入刻录塔的进盘仓，取出刻录完成的光盘堆叠分类。单塔每批可刻录50-200片，需持续监控并及时更换满仓和空仓。典型每班1人看管多塔，单塔换盘耗时2-5分钟。易出现装盘方向错误、混批等问题。,符合入口一（多工位切换，一人看管多塔）、入口三（装错可重刻，空盘成本极低）、入口八（单厂多台刻录设备）。,23,印刷和记录媒介复制业,2,操作轻松但重复单调易走神,3,记录媒介复制厂刻录塔5-20台,3,命中V1全时在线、V2批次一致性、V5过程数据（刻录批次追溯）,2,抓取轻薄光盘放入卡槽，无精密操作,5,刻录塔位置固定，光盘规格标准,5,装错重刻，空盘成本极低,4,批量刻录有间隔，非连续节拍
废纸废料清运-车间各工位-持续清理,WastePaperRemoval-AllWorkstations-ContinuousClearing,23-231-00,原料入库→制版CTP→印刷→裁切→折页配页→装订→印后加工→质检→包装→成品出库,印后加工,该工位覆盖印刷车间各生产工位，需持续清运裁切边角料、印刷废张、包装废料等。当前由人工定时清理各工位废纸箱，搬运至废纸打包区进行压缩打包。废纸体积大但重量轻（单车0.5-2立方米，重量50-150kg），需频繁往返各工位。典型每班1-2人专职清运。易出现废纸堆积影响生产、废纸分类不当影响回收价等问题。,符合入口一（多工位切换，全车间移动清运）、入口三（清运延迟不损产品）、入口四（重复清运动作单调）。,23,印刷和记录媒介复制业,2,体力劳动但强度可控，招工尚可,4,所有印刷厂均产生废纸，工位普遍,2,命中V1全时在线、V5过程数据（废料统计）,1,收集搬运废纸，无技术要求,3,车间布局固定但废纸堆放随机,5,清运延迟无直接后果,5,无节拍要求，按需清运
装配插装-圆珠笔笔芯-多品种快换,AssemblyInsertion-BallpenRefill-MultiVariant,24-241-2412,原料入库→注塑成型→零件加工→笔芯制备→装配插装→印刷标识→功能测试→包装→成品出库,装配插装,该工位位于笔芯制备之后、印刷标识之前，是笔类产品的核心组装环节。当前由人工或半自动设备执行，操作内容包括将笔芯插入笔杆、安装弹簧、扣合笔帽等动作。核心操作精度要求毫米级，笔芯直径2-4mm，笔杆长度100-150mm，重量3-15g，材质为塑料或金属。典型配置为2班制，单线6-10人，单件装配耗时3-8秒。该工位容易出现笔芯歪斜、弹簧漏装、卡扣不到位等问题，人工疲劳后漏装率上升。,命中入口四（注意力衰减痛点，高速重复操作导致漏装率随班次上升）、入口八（单企业内同类工位数十个，群体学习效应显著）、入口三（装配失败可重试，不损伤物料）。,24,文教、工美、体育和娱乐用品制造业,3,单调重复导致年流动率约35%，需轮岗缓解疲劳,5,单厂可达50+工位，全国制笔企业数千家,4,命中V1全时在线、V2一致性、V4群体共享、V5过程数据,3,毫米级插装+弹簧安装，接触状态转换2次,4,工位固定，物料由供料器定位，波动±2mm,4,插装失败可退出重试，单件成本<0.5元,2,节拍3-8秒/件，产线速度要求高
功能测试-圆珠笔出墨-连续划线检测,FunctionTest-BallpenInk-ContinuousLineCheck,24-241-2412,原料入库→注塑成型→零件加工→笔芯制备→装配插装→印刷标识→功能测试→包装→成品出库,功能测试,该工位位于印刷标识之后、包装之前，用于验证成品书写功能。当前由人工或半自动测试机执行，操作内容为取笔、在测试纸上划线、目视检查墨迹连续性和颜色均匀性。核心操作需稳定握持压力50-150g，划线长度10-50mm，笔重3-15g。典型配置为2班制，每线2-4人，单件测试耗时2-5秒。该工位容易出现压力不一致导致误判、目视疲劳漏检断墨等问题。,命中入口三（测试失败可复测，不损伤产品）、入口四（目视检测疲劳导致漏检率上升）、入口六（划线操作与墨迹检测可合并为单动作）。,24,文教、工美、体育和娱乐用品制造业,3,重复目视导致眼疲劳，需每2小时轮换,5,每条产线均需检测工位，全国规模巨大,4,命中V2一致性、V3操作检测合并、V5数据沉淀、V6超人感知,2,握笔划线，力控要求低，定位精度cm级,4,固定工位，笔由传送带定位送入,5,测试失败无后果，重测或标记即可,3,节拍2-5秒，但可并行多工位补偿
搬运码垛-文具成品箱-标准纸箱,Palletizing-StationeryCartons-StandardBox,24-241-2419,原料入库→零件加工→装配→质检→包装装箱→搬运码垛→成品出库,搬运码垛,该工位位于包装装箱之后、成品出库之前，是产线末端的物流环节。当前由人工执行，操作内容为将封好的纸箱从传送带末端取下，按规定垛型码放到托盘上。纸箱尺寸300-600mm见方，单箱重量5-20kg，码垛高度1.2-1.8m。典型配置为2班制，每线1-2人，单箱搬运耗时5-10秒。该工位容易出现腰部劳损、码垛歪斜倒塌、漏贴标签等问题。,命中入口一（需弯腰搬重物导致职业病高发，改造固定机械臂需改产线布局不经济）、入口三（码放歪斜可调整重放）、入口八（通用工序，跨行业规模化）。,24,文教、工美、体育和娱乐用品制造业,4,腰椎劳损高发，年流动率超40%,5,跨行业通用工序，全国同类工位数十万,3,命中V1全时在线、V2一致性、V5过程数据,1,纯搬运放置，无精度要求,4,传送带末端固定位置取件，托盘位置固定,4,放歪可调整，纸箱不易损坏,4,节拍宽松，堆积几箱不影响上游
灌装封盖-墨水瓶-定量液体,FillingCapping-InkBottle-QuantitativeLiquid,24-241-2414,原料配制→研磨分散→过滤脱气→灌装封盖→贴标包装→成品检验→入库,灌装封盖,该工位位于过滤脱气之后、贴标包装之前，是墨水生产的关键计量环节。当前由半自动灌装机+人工辅助执行，操作内容包括放置空瓶、启动灌装、取瓶拧盖。瓶容量30-500ml，瓶口直径15-30mm，灌装精度±1-2%。典型配置为2班制，每线2-3人，单瓶灌装耗时3-8秒。该工位容易出现滴漏污染、灌装量波动、拧盖扭矩不一致等问题。,命中入口四（灌装量一致性依赖人工注意力，疲劳后波动加大）、入口六（灌装与液位检测可合并）、入口五（部分墨水产品需追溯灌装记录）。,24,文教、工美、体育和娱乐用品制造业,3,墨水溅染风险，需频繁清洁更换工服,3,单厂6-15个工位，行业内多数企业存在,4,命中V2一致性、V3操作检测合并、V5数据沉淀、V6液位感知,3,放瓶定位+拧盖扭矩控制，精度mm级,4,灌装工位固定，瓶位由导轨限定,3,灌装偏差需人工调整，墨水可回收,3,节拍3-8秒，中等压力
装配组装-教学模型-多部件拼接,Assembly-TeachingModel-MultiPartJoining,24-241-2413,设计打样→模具制作→注塑/铸造→零件加工→装配组装→上色喷涂→质检→包装出库,装配组装,该工位位于零件加工之后、上色喷涂之前，是教学模型成型的核心工序。当前由人工执行，操作内容包括将骨骼、器官等塑料/树脂部件按顺序插接、粘合、固定。部件尺寸5-300mm不等，单个模型含10-100+个部件，重量0.1-5kg。典型配置为单班制，3-8人/线，单件组装耗时2-30分钟。该工位容易出现部件装错位置、粘合剂用量不均、小部件遗漏等问题。,命中入口三（装配错误大多可拆开重装）、入口七（复杂解剖模型装配需专业知识，熟练工培养周期长）、入口一（需双手协同固定+操作）。,24,文教、工美、体育和娱乐用品制造业,2,技术门槛导致招工周期较长但流动率低,2,单厂3-5个工位，细分行业规模有限,3,命中V2一致性、V5装配过程追溯、V7失败数据,4,多部件精确对位+粘合力控，转换频繁,3,工位固定但部件摆放有波动,4,大多数装配可拆开重做,5,单件2-30分钟，无严格节拍
打磨抛光-钢琴外壳-漆面处理,PolishingBuffing-PianoShell-LacquerFinish,24-242-2422,木材干燥→开料拼板→外壳成型→底漆喷涂→打磨抛光→面漆喷涂→装配调音→质检包装,打磨抛光,该工位位于底漆喷涂之后、面漆喷涂之前，决定钢琴外观品质。当前由熟练技工手持气动打磨机执行，操作内容为沿漆面曲面均匀打磨去除橘皮纹，再用抛光轮抛出镜面效果。外壳尺寸1.5-2.7m，曲面半径多变，打磨压力需随曲率调整。典型配置为单班制，2-4人/台琴，单台耗时2-6小时。该工位漆粉尘浓度高，需佩戴防护口罩，长期作业导致尘肺风险。,命中入口二（漆粉尘环境不宜人长期作业）、入口一（大型曲面需沿复杂路径移动，固定机械臂工作空间不足）、入口七（抛光手艺需数年培养，专家稀缺）。,24,文教、工美、体育和娱乐用品制造业,4,漆粉尘致职业病，熟练工培养3-5年,2,钢琴厂数量有限，单厂3-8个工位,3,命中V1持续作业、V2一致性、V6力感知,4,曲面跟随+力控+路径规划，接触丰富,3,工位固定但外壳曲面复杂多变,2,过度打磨需重新喷漆，损失较大,5,单台数小时，无严格节拍
搬运定位-钢琴整机-重载双臂,HandlingPositioning-WholePiano-HeavyDualArm,24-242-2422,木材干燥→开料拼板→外壳成型→机芯装配→整机合装→调音调整→质检包装→搬运出库,搬运出库,该工位位于质检包装之后，是钢琴成品出厂的最后物流环节。当前由2-4名工人协同执行，操作内容为将包装好的钢琴从产线末端搬运至待发区，需翻转、定位、堆叠。立式钢琴重150-250kg，三角钢琴重300-500kg，外形尺寸约1.5×0.6×1.2m或更大。典型配置为单班制，4人组，单台搬运耗时3-10分钟。该工位腰椎损伤、砸伤风险高，多人协同时动作不同步易出事故。,命中入口一（需双臂协作抬重物，需多人协同的任务可由双臂机器人独立完成）、入口一（狭窄通道搬运，轮式叉车难以进入）、入口二（重物搬运安全风险高）。,24,文教、工美、体育和娱乐用品制造业,4,腰椎损伤高发，近年有砸伤事故记录,2,钢琴厂数量有限，但大件搬运场景跨行业通用,2,命中V1全时在线、V5搬运记录,2,双臂抬运放置，无精度要求,3,路径基本固定，但需避障,2,碰撞可能损坏漆面，损失数千元,5,无节拍要求，按订单搬运
绕弦安装-钢琴琴弦-高张力定位,StringWinding-PianoString-HighTensionMount,24-242-2422,木材干燥→铁板铸造→弦轴钻孔→绕弦安装→机芯装配→整机合装→调音→质检,绕弦安装,该工位位于弦轴钻孔之后、机芯装配之前，是钢琴音质的关键工序。当前由熟练技工执行，操作内容为将琴弦穿过弦码和弦枕，绕在弦轴上并用专用工具拧紧至预定张力。琴弦直径0.8-2mm，单根张力80-100kg，每台琴约220-230根弦。典型配置为单班制，2人/台，单台耗时4-8小时。该工位手指疲劳严重，张力不均会导致音准偏差，新手难以掌握力度一致性。,命中入口七（绕弦张力控制需数年经验，专家稀缺）、入口四（疲劳导致张力一致性下降）、入口五（高端钢琴需追溯每根弦的张力参数）。,24,文教、工美、体育和娱乐用品制造业,3,手指劳损普遍，熟练工培养周期2-3年,2,单厂3-6个工位，钢琴行业规模有限,4,命中V2一致性、V5张力数据沉淀、V6力矩感知、V7失败数据,4,细弦穿引+精确力控，亚mm定位,4,铁板位置固定，弦轴位置精确,3,张力偏差可调整，断弦需更换,5,单台数小时，无严格节拍
功能测试-电子琴按键-全键盘扫描,FunctionTest-KeyboardKeys-FullScan,24-242-2423,PCB贴装→外壳注塑→键盘组装→电路连接→功能测试→调试校准→包装出库,功能测试,该工位位于电路连接之后、调试校准之前，用于验证每个按键的电气和机械功能。当前由人工或半自动测试台执行，操作内容为依次按压61-88个琴键，检测触发信号、力度响应和声音输出。按键行程8-12mm，触发力100-300g，单键测试耗时0.5-2秒。典型配置为2班制，每线2-3人，单台测试耗时3-10分钟。该工位重复按压导致手指疲劳，漏检率随班次累积上升。,命中入口三（按键测试可重复，不损伤产品）、入口四（重复按压导致疲劳，漏检率上升）、入口六（按压与响应检测可合并为单动作）。,24,文教、工美、体育和娱乐用品制造业,3,手指疲劳普遍，需每2小时轮换,3,电子乐器厂每线均需测试工位,4,命中V1全时在线、V2一致性、V3操作检测合并、V5数据沉淀,2,按压按键，力控要求低,5,测试台固定，琴键位置精确,5,测试失败无后果，重测即可,4,非瓶颈工位，节拍宽裕
雕刻加工-玉石工艺品-异形曲面,CarvingMachining-JadeArtwork-IrregularSurface,24-243-2431,原石选料→切割开料→粗雕造型→精雕细刻→打磨抛光→质检分级→包装,精雕细刻,该工位位于粗雕造型之后、打磨抛光之前，决定工艺品的艺术价值。当前由雕刻师傅手持电磨机或牙机执行，操作内容为按设计图在玉石表面雕刻细节纹理。玉石硬度6-7级，雕刻工具直径0.5-3mm，精度达0.1mm级。典型配置为单班制，1人/工位，单件耗时数小时至数天。该工位粉尘弥漫需佩戴防护，长期作业导致矽肺风险，熟练雕刻师培养周期5-10年。,命中入口二（玉石粉尘导致矽肺职业病）、入口七（雕刻大师极度稀缺，技艺可通过遥操作远程投射）、入口五（高端玉器需记录雕刻过程用于溯源鉴定）。,24,文教、工美、体育和娱乐用品制造业,5,矽肺职业病高发，大师级技师严重短缺,2,单企业1-5个工位，但工艺品行业分散,3,命中V5雕刻过程记录、V6微力感知、V7失败数据,5,亚mm精度+微力控+复杂曲面，高度接触丰富,3,工位固定，但原石形态各异,1,雕刻过深不可逆，高价值原石报废损失大,5,艺术品无节拍要求
打磨抛光-金属工艺品-表面处理,PolishingBuffing-MetalCraft-SurfaceFinish,24-243-2432,设计造型→熔铸成型→焊接组装→粗磨去毛刺→精磨抛光→电镀/上色→质检包装,精磨抛光,该工位位于粗磨去毛刺之后、电镀上色之前，决定金属工艺品的光泽度。当前由人工手持抛光机或在抛光轮上操作，动作包括将工件在高速旋转的抛光轮上均匀接触，控制压力和角度。工件尺寸5-500mm，材质为铜、银、不锈钢等，抛光压力1-10kg。典型配置为单班制，3-8人/线，单件耗时1-30分钟。该工位金属粉尘和抛光蜡挥发物浓度高，需佩戴防护，长期作业有呼吸道疾病风险。,命中入口二（金属粉尘和抛光蜡挥发物危害健康）、入口四（抛光一致性依赖人工状态，疲劳后光泽度波动大）、入口一（异形工件需多角度翻转抛光，双臂协作优势）。,24,文教、工美、体育和娱乐用品制造业,4,粉尘和挥发物导致呼吸道疾病高发,3,单厂6-15个工位，金属工艺品企业众多,3,命中V1全时在线、V2一致性、V6力感知,4,曲面跟随+多角度力控+翻转定位,3,工位固定，但工件形态多样,3,抛光过度可重新处理，但增加工时,5,工艺品无严格节拍
喷涂上漆-漆器工艺品-多层漆面,SprayCoating-LacquerCraft-MultiLayerFinish,24-243-2433,胎体制作→底漆涂刷→打磨→中漆涂刷→打磨→面漆喷涂→干燥固化→装饰描绘→质检,面漆喷涂,该工位位于中漆打磨之后、干燥固化之前，决定漆器的色泽均匀度。当前由人工手持喷枪执行，操作内容为在复杂曲面上均匀喷涂生漆或腰果漆，控制距离、角度和走枪速度。漆器尺寸5-100cm，喷涂距离15-25cm，漆膜厚度30-50μm。典型配置为单班制，2-4人/间，单件喷涂耗时5-30分钟。该工位漆挥发物浓度高，需穿戴全套防护，生漆还可能导致皮肤过敏。,命中入口二（漆挥发物有毒，生漆致敏，人类需穿戴重型防护）、入口四（喷涂均匀性依赖人工状态，疲劳后厚度波动加大）、入口一（复杂曲面需多角度喷涂，人形移动优势）。,24,文教、工美、体育和娱乐用品制造业,5,漆挥发物有毒+生漆致敏，需全套防护作业,2,漆器厂规模较小，单厂2-5个工位,3,命中V1全时在线、V2厚度一致性、V6膜厚感知,3,喷涂距离和速度控制，mm级精度,3,喷房固定，但工件曲面多样,3,喷涂不均可打磨重喷，但增加工时,5,工艺品无严格节拍
