scene_name_zh,scene_name_en,industry_code,industry_chain,process_step,scene_description,selection_rationale,source_major_code,source_major_name,labor_urgency_score,labor_urgency_basis,scale_potential_score,scale_potential_basis,superhuman_value_score,superhuman_value_basis,operation_complexity_score,operation_complexity_basis,structure_level_score,structure_level_basis,fault_tolerance_score,fault_tolerance_basis,takt_pressure_score,takt_pressure_basis,l3_extracted,l3_extracted_at,guide_generated,guide_generated_at,l3_file_path,guide_file_path,operation_complexity_origin_score
合金破碎筛分-成品加工-粉尘振动环境,AlloyBreakingScreening-ProductProcessing-DustVibration,31-314-3140,原料入库→配料称量→炉料装入→矿热炉熔炼→出合金作业→冷却破碎→筛分分级→检验→包装→成品出库,冷却破碎,该工位位于破碎筛分车间，上游为合金冷却区，下游为包装区。当前由人工配合破碎机、筛分机执行合金破碎和分级，操作内容包括上料控制、破碎机监控、筛网清理、分级装袋。破碎筛分产生大量粉尘和噪音，振动较大，有粉尘爆炸风险（某些铁合金）。典型配置为每班3-4人，连续作业。该工位容易出现粉尘吸入导致职业病、噪音性耳聋、筛网堵塞处理时被卷入等问题。,粉尘超标+噪音+爆炸风险属于人类不宜作业环境（入口二）；设备巡检监控可重试（入口三）；多台设备规模化部署（入口八）。,31,黑色金属冶炼和压延加工业,4,粉尘职业病高发，防护面罩降低作业效率，年流动率超35%,3,每企业1-2条破碎线，单线3-5个工位,3,命中V1连续监控、V5生产数据、V7设备故障数据,3,以设备监控为主，偶有清理疏通操作,4,破碎线布局固定，设备位置稳定,4,监控遗漏可及时发现补救,4,连续作业但非严格节拍,TRUE,2026/6/11 3:25,TRUE,2026/6/11 16:42,actions/by-category/l3_合金破碎筛分-成品加工-粉尘振动环境.json,guides/31-314-3140-AlloyBreakingScreening-ProductProcessing-DustVibration.json,2
配料称量-原料精准配比-粉尘扬尘环境,BatchingWeighing-RawMaterialRatio-DustyEnvironment,31-314-3140,原料入库→配料称量→炉料装入→矿热炉熔炼→出合金作业→冷却破碎→筛分分级→检验→包装→成品出库,配料称量,该工位位于配料站，上游为原料仓，下游为加料系统。当前由人工配合电子秤执行原料配比，操作内容包括按配方取各种矿石/还原剂/辅料、称量核对、混合装料。配料区粉尘较大，尤其是碳质还原剂区域。典型配置为每班2-3人，每炉配料耗时15-30分钟，日配料10-20批。该工位容易出现配比错误导致合金成分不合格、粉尘吸入、称量精度受人为因素影响等问题。,粉尘环境属于人类不宜长时间作业（入口二）；配料精度影响产品质量，人类注意力衰减导致误差增大（入口四）；配料数据有追溯要求（入口五）。,31,黑色金属冶炼和压延加工业,3,粉尘环境需防护，配料误差导致的质量问题每月均有发生,3,每座矿热炉配1个配料岗，单企业5-15个工位,4,命中V2配料一致性、V5配料追溯数据、V6精确称量、V7配方异常记录,3,称量放置操作，定位精度厘米级,4,配料站布局固定，料仓位置稳定,3,配料错误需重配，浪费时间但不报废原料,4,按熔炼周期配料，有缓冲时间,,,,,,,2
成品检验取样-合金品质检测-粉尘飞溅环境,ProductSampling-AlloyQualityInspection-DustEnvironment,31-314-3140,原料入库→配料称量→炉料装入→矿热炉熔炼→出合金作业→冷却破碎→筛分分级→检验→包装→成品出库,检验,该工位位于质检区，上游为筛分分级，下游为包装。当前由人工执行成品合金取样检验，操作内容包括从成品堆中随机取样、破碎制样、标记送检。取样和制样过程产生粉尘，某些铁合金粉末有易燃性。典型配置为每班1-2人，每批次取样检验，单次取样操作耗时10-15分钟。该工位容易出现取样不规范导致样品代表性不足、粉尘吸入、制样过程火花引燃等问题。,粉尘+易燃风险属于人类作业受限环境（入口二）；质量数据有追溯要求（入口五）；取样可重试（入口三）。,31,黑色金属冶炼和压延加工业,3,粉尘环境需防护，某些合金粉末有燃爆风险,3,每企业1-2个质检岗，按批次取样,3,命中V2取样一致性、V5质检数据追溯、V7异常记录,3,取样+破碎制样，无精密操作,4,质检区布局固定，取样点明确,5,取样失败可重取,5,按批次检验，无固定节拍,,,,,,,2
冷却区巡检-合金冷却监控-高温余热环境,CoolingAreaInspection-AlloyMonitoring-HighResidualHeat,31-314-3140,原料入库→配料称量→炉料装入→矿热炉熔炼→出合金作业→冷却破碎→筛分分级→检验→包装→成品出库,冷却破碎,该工位位于合金冷却区，上游为出合金浇注，下游为破碎。当前由人工执行冷却区巡检，操作内容包括观察合金冷却状态、检查锭模/粒化状态、判断脱模时机。刚浇注的合金温度高达1500℃以上，冷却区环境温度50-70℃，有高温辐射和热变形风险。典型配置为每班2人，连续监控，单次巡检耗时15-20分钟。该工位容易出现高温烫伤、脱模时机判断失误、合金开裂等问题。,高温余热环境属于人类作业受限（入口二）；巡检可重试（入口三）；冷却数据对产品质量有影响需追溯（入口五）。,31,黑色金属冶炼和压延加工业,4,高温辐射导致有效工作时间下降，夏季需频繁换班,3,每企业1-2个冷却区，巡检岗2-4人,3,命中V1连续监控、V5冷却数据、V6热成像监测,3,视觉监控+简单判断，无精密操作,4,冷却区布局固定，锭模位置稳定,4,监控遗漏可及时补检,4,按冷却周期监控，有充裕时间,,,,,,,2
巡检测温-熔炼炉区-高温辐射环境,Inspection-SmeltingFurnaceZone-HighTempRadiation,32-321-00,原料入库→配料→熔炼→精炼→铸锭→均质化→检测→入库,熔炼,该工位位于熔炼车间炉前区域，上游为配料投料，下游为出炉精炼。当前由人工手持红外测温仪和巡检记录本，沿炉台行走读取炉壁温度、观察火焰颜色、记录仪表数据。炉前环境温度50-70℃，辐射热强烈，需读取10-15个测点，巡检路线约200米。典型配置为每班2人轮换，单次巡检耗时20-40分钟，每班巡检4-6次。该工位常见问题为高温疲劳导致漏检、记录错误，夏季中暑风险高。,炉前高温辐射环境人类难以长时间作业，需穿戴隔热服后有效作业时间大幅缩减；巡检漏读可下轮补上，容错空间大；过程数据有追溯需求。,32,有色金属冶炼和压延加工业,5,炉前温度超60℃，需穿隔热服，有中暑和烫伤事故记录,4,单厂3-8座熔炼炉，行业内普遍存在，全国同类工位数千,5,命中V1全时在线、V2一致性、V5过程数据、V6超人感知、V7失败数据,3,行走+手持测温枪对准测点，无精密接触,4,炉台布局固定，测点位置固定，偶有行车经过,5,漏读一个测点下轮补上，不影响生产,5,非产线节拍任务，按班次频率执行即可,,,,,,,2
取样送检-熔炼炉前-高温液态金属,Sampling-FurnaceFront-MoltenMetal,32-321-00,原料入库→配料→熔炼→精炼→铸锭→均质化→检测→入库,熔炼,该工位位于熔炼炉出料口侧，上游为熔炼过程控制，下游为化验室成分分析。当前由人工使用长柄取样勺伸入炉内取熔融金属样，倒入样模冷却后送检。操作距离炉口约1-2米，熔体温度1000-1500℃，单次取样动作耗时30-60秒。每炉取样2-4次，每班操作8-15次。该工位常见问题为烫伤事故、取样位置不一致导致成分检测代表性差。,直面千度熔体，烫伤风险极高，穿戴防护后动作迟缓；取样位置一致性直接影响成分检测准确性；操作可遥操作模式执行。,32,有色金属冶炼和压延加工业,5,面对1000℃以上熔体，历史烫伤事故记录，需穿全套隔热防护,4,每座炉配1个取样点，单厂3-8座，行业普遍存在,4,命中V2一致性、V5过程数据、V6温度感知、V7失败记录,2,长柄工具操作，需对准取样位置，有轻度力控,4,取样口位置固定，炉台布局稳定,4,取样失败可立即重取，样品本身无成本,4,按工艺节点取样，非连续产线节拍,,,,,,,3
阳极更换-电解槽-腐蚀高温环境,AnodeReplacement-ElectrolyticCell-CorrosiveHighTemp,32-00-3211,原料入库→配料→熔炼→吹炼→电解精炼→阳极残极处理→阴极铜剥离→检测→入库,电解精炼,该工位位于电解车间槽面上方，上游为阳极铸造车间，下游为残极回收。当前由人工操作天车配合，将消耗后的残极吊出、新阳极吊入并对位挂放。电解液温度60-70℃，含硫酸雾，单槽40-60片阳极。典型配置为2人配合天车作业，单片更换耗时2-3分钟。该工位常见问题为酸雾腐蚀呼吸道、阳极对位不准导致短路、夏季高温中暑。,酸雾腐蚀环境人类需戴防毒面具作业，有效工时受限；阳极对位精度影响电解效率；双手协作吊挂动作符合人形特征。,32,有色金属冶炼和压延加工业,5,硫酸雾环境，需戴防毒面具，职业病风险高,5,大型电解厂数百个槽位，单厂同类工位数十个,4,命中V1全时在线、V2对位一致性、V5追溯、V6酸雾感知,2,配合天车定位挂放，精度厘米级，有接触约束,4,槽位固定，阳极规格标准化，行车轨道固定,3,挂放不到位需人工调整，不报废但耗时,4,按槽周期更换，非连续节拍,,,,,,,3
阴极剥离-电解铜-重复弯腰作业,CathodeStripping-ElectrolyticCopper-RepetitiveBending,32-00-3211,原料入库→配料→熔炼→吹炼→电解精炼→阳极残极处理→阴极铜剥离→检测→入库,阴极铜剥离,该工位位于电解车间剥片区，上游为电解出槽，下游为阴极铜码垛称重。当前由人工或半自动剥片机将电解沉积的铜层从不锈钢始极板上剥离。单片阴极铜重100-150kg，剥离后需翻转检查表面质量。每班处理200-400片，单片耗时15-30秒。该工位常见问题为腰肌劳损、始极板划伤、铜片表面缺陷漏检。,重复弯腰搬运百公斤重物，肌肉骨骼损伤高发；剥离力度一致性影响始极板寿命；可同步完成表面检测。,32,有色金属冶炼和压延加工业,4,重复搬运百公斤重物，腰肌劳损高发，年流动率超40%,5,大型电解厂日产千吨级，剥片工位数十个,4,命中V1全时在线、V2力控一致、V3操作检测合并、V5追溯,2,剥离需控制角度和力度，翻转检查多面,4,剥片机工位固定，始极板规格标准,3,剥离不完整需补剥，始极板损伤有成本,3,连接产线，但工位可并行配置,TRUE,2026/6/10 8:35,TRUE,2026/6/10 9:11,actions/by-category/l3_阴极剥离-电解铜-重复弯腰作业.json,guides/32-00-3211-CathodeStripping-ElectrolyticCopper-RepetitiveBending.json,3
阳极泥收集-电解槽底-贵金属回收,AnodeSlimeCollection-CellBottom-PreciousMetalRecovery,32-00-3221,阳极泥收集→酸浸→分银→氯化分金→精炼→铸锭→检测→入库,阳极泥收集,该工位位于电解槽底部清理区，上游为电解周期结束，下游为阳极泥处理车间。当前由人工在停槽检修时进入槽内，用铲子和吸泥设备收集沉积在槽底的阳极泥。阳极泥含金银铂钯等贵金属，槽内残留电解液有腐蚀性。每槽清理耗时2-4小时，每月清理1-2次。该工位常见问题为酸液灼伤、贵金属散落损失难以追溯、密闭空间作业风险。,密闭酸性环境作业，安全风险高；贵金属回收有严格追溯要求；收集量的精确记录对贵金属平衡核算至关重要。,32,有色金属冶炼和压延加工业,5,密闭空间+酸性残液，需全套防护，有灼伤事故记录,3,铜冶炼厂均有此工序，但清理频率低,5,命中V2一致性、V5贵金属追溯刚需、V6环境感知、V7失败记录,2,铲刮收集，需覆盖槽底全面积，力控中等,4,槽体结构固定，底部平面规则,4,遗漏少量下次清理，但贵金属损失需追溯,5,检修周期任务，无产线节拍,,,,,,,3
出铝作业-电解槽-高温铝液,AluminumTapping-ElectrolyticCell-MoltenAluminum,32-00-3216,氧化铝入库→配料→电解→出铝→精炼→铸锭→均质化→检测→入库,出铝,该工位位于电解车间槽面，上游为电解过程，下游为混合炉精炼。当前由人工操作真空抬包配合打壳机，将电解槽内950℃的铝液吸出。操作时面对高温槽面，需控制吸液深度和抬包移动。单槽出铝耗时5-10分钟，每班出铝30-50槽次。该工位常见问题为高温灼伤、氟化物粉尘吸入、出铝量波动影响槽况。,面对950℃铝液和氟化物粉尘，人类必须全套防护作业；出铝量一致性影响电解槽热平衡；遥操作模式可行。,32,有色金属冶炼和压延加工业,5,950℃铝液+氟化物粉尘，需全套防护，职业病高发,5,大型铝厂数百台电解槽，出铝工位需求量大,4,命中V1全时在线、V2出铝量一致、V5追溯、V6温度感知,2,控制抬包位置和吸液深度，有位置精度要求,4,槽位固定，抬包轨道固定,3,出铝不足需补出，过量影响槽况,4,按槽况周期出铝，可调度排班,,,,,,,3
换极作业-铝电解槽-阳极炭块更换,AnodeChange-AluminumCell-CarbonBlockReplacement,32-00-3216,氧化铝入库→配料→电解→出铝→精炼→铸锭→均质化→检测→入库,电解,该工位位于电解槽阳极区域，上游为阳极组装，下游为残极回收。当前由人工配合多功能天车，将消耗的阳极炭块拔出、新阳极插入并调整高度。槽面温度300-400℃，阳极单块重800-1200kg。每班更换50-100块，单块耗时3-5分钟。该工位常见问题为高温灼伤、阳极位置偏差导致电流分布不均、粉尘吸入。,高温粉尘环境，人类需穿戴防护作业效率低；阳极定位精度直接影响电解效率；多工位移动切换典型场景。,32,有色金属冶炼和压延加工业,5,槽面300℃以上，阳极粉尘，需全套防护，灼伤风险高,5,大型铝厂日换极数百块，工位需求量极大,4,命中V1全时在线、V2定位一致性、V5追溯、V6温度监测,2,配合天车定位插入，需高度调整，精度厘米级,4,槽位和阳极位置固定，规格标准化,3,定位偏差需重调，影响电流分布,4,按消耗周期更换，可调度,,,,,,,3
扒渣作业-熔炼炉-高温熔渣清除,SlagRemoval-SmeltingFurnace-MoltenSlagClearing,32-321-00,原料入库→配料→熔炼→精炼→铸锭→均质化→检测→入库,熔炼,该工位位于熔炼炉渣口侧，上游为熔炼过程，下游为熔渣处理。当前由人工使用长柄扒渣耙将炉内浮渣从熔体表面扒出。熔渣温度1000-1300℃，扒渣时有熔渣飞溅风险。每炉扒渣2-4次，单次耗时5-15分钟。该工位常见问题为烫伤、熔渣飞溅伤眼、扒渣不净影响金属品质。,直面千度熔渣，飞溅灼伤风险极高；扒渣彻底性影响金属纯度；长柄工具操作适合遥操作。,32,有色金属冶炼和压延加工业,5,千度熔渣飞溅风险，有烫伤和眼伤事故记录,4,每座熔炼炉需扒渣，单厂多座，行业普遍,3,命中V1全时在线、V2一致性、V6温度感知,2,长柄工具横向扒动，需覆盖熔体表面,4,渣口位置固定，炉体结构稳定,4,扒渣不净可补扒，不造成直接损失,4,按熔炼节点操作，非连续节拍,,,,,,,3
铸锭表面检测-连铸机出口-高温坯料,IngotInspection-CasterOutlet-HighTempBillet,32-321-00,原料入库→配料→熔炼→精炼→铸锭→均质化→检测→入库,检测,该工位位于连铸机出口辊道侧，上游为铸锭成型，下游为锯切或入库。当前由人工目视检查铸锭表面的裂纹、夹渣、气孔等缺陷。铸锭表面温度200-400℃，需检查多面。每班检查50-200根，单根耗时30-60秒。该工位常见问题为高温疲劳漏检、缺陷判定标准不一致、记录不完整。,高温环境人工持续作业疲劳快；缺陷判定一致性影响后道质量；检测数据需完整追溯。,32,有色金属冶炼和压延加工业,4,200-400℃高温辐射，连续目检疲劳，漏检率随班次上升,4,所有冶炼厂铸锭线均需，单厂1-3条线,5,命中V1全时、V2一致性、V3操作检测合并、V5追溯、V6热成像,3,目视+拍照记录，无精密接触,4,辊道固定，铸锭规格标准,4,漏检后道可复检，单件价值中等,3,连接铸锭线节拍，但检测可并行,,,,,,,2
轧辊更换-热轧机-重型设备维护,RollChange-HotRollingMill-HeavyEquipmentMaintenance,32-325-00,坯料入库→加热→热轧→冷却→矫直→剪切→表面处理→检测→包装→成品出库,热轧,该工位位于热轧机轧辊区域，上游下游为轧制产线停机检修。当前由人工配合天车和换辊装置，将磨损轧辊拆出、备用轧辊装入并调整辊缝。轧辊重数吨至数十吨，机架内空间狭窄，残留温度50-80℃。单次换辊耗时30-120分钟。该工位常见问题为狭窄空间挤压伤、重物坠落、辊缝调整精度不足。,狭窄高温空间作业，安全风险高；辊缝精度影响产品厚度一致性；多工位移动和工具操作需求。,32,有色金属冶炼和压延加工业,4,狭窄空间+重物+残留高温，有挤压伤事故记录,4,每条轧线配多架轧机，行业内普遍存在,3,命中V2精度一致性、V5维护记录追溯、V6间隙测量,1,多工具配合，辊缝调整亚毫米级精度,4,轧机结构固定，换辊工位标准化,2,辊缝偏差导致批量厚度不合格,5,停机检修任务，无产线节拍,,,,,,,4
坯料上料-加热炉入口-高温重载,BilletLoading-FurnaceEntrance-HighTempHeavyLoad,32-325-00,坯料入库→加热→热轧→冷却→矫直→剪切→表面处理→检测→包装→成品出库,加热,该工位位于加热炉入口辊道区，上游为坯料库，下游为炉内加热。当前由人工配合辊道和推钢机，将坯料从辊道推入加热炉。坯料重100kg-2吨不等，炉口温度高。每班上料50-200根，单根耗时30-60秒。该工位常见问题为高温灼伤、坯料位置偏差卡炉、重复弯腰肌肉损伤。,炉口高温区域重载作业；坯料入炉位置一致性影响加热均匀性；重复搬运动作适合自动化。,32,有色金属冶炼和压延加工业,4,炉口高温+重载搬运，肌肉损伤和灼伤风险,4,每条轧线配1-2座加热炉，行业普遍,3,命中V1全时、V2位置一致、V5入炉记录,3,配合辊道推送定位，精度厘米级,4,辊道轨道固定，坯料规格标准,3,位置偏差可能卡炉需停机处理,3,连接产线节拍，但有缓冲区,,,,,,,2
成品码垛-包装线末端-重复搬运,Palletizing-PackagingLineEnd-RepetitiveHandling,32-325-00,坯料入库→加热→热轧→冷却→矫直→剪切→表面处理→检测→包装→成品出库,成品出库,该工位位于包装线末端，上游为打捆包装，下游为成品库。当前由人工将打捆后的板材、棒材或线材搬运码垛到托盘上。单件重10-50kg，需按规定层数和方向码放。每班码垛200-500件，单件耗时15-30秒。该工位常见问题为腰肌劳损、码垛不齐影响运输、数量清点错误。,高频重复搬运导致肌肉损伤；码垛整齐度和数量一致性有追溯需求；规模化部署典型场景。,32,有色金属冶炼和压延加工业,4,重复搬运10-50kg，腰肌劳损高发，流动率超35%,5,所有压延厂包装线均需，单厂多条线，跨行业通用,4,命中V1全时、V2一致性、V4群体学习、V5数量追溯,3,抓取放置，定位精度厘米级,4,输送线和托盘位置固定,4,码放不齐可调整，不造成损伤,3,连接包装线，但可并行配置,,,,,,,2
电解液取样-电解槽-腐蚀性液体,ElectrolyteSampling-ElectrolyticCell-CorrosiveLiquid,32-321-00,原料入库→配料→熔炼→精炼→铸锭→均质化→检测→入库,精炼,该工位位于电解槽边沿，上游为电解过程控制，下游为化验室分析。当前由人工用取样器从电解槽内吸取电解液样品送化验。电解液含强酸或强碱，温度50-70℃。每班取样10-30次，单次耗时1-2分钟。该工位常见问题为酸碱灼伤、取样位置不一致导致数据偏差、取样记录不完整。,腐蚀性液体灼伤风险；取样位置和深度一致性影响化验代表性；重复性高、容错空间大。,32,有色金属冶炼和压延加工业,4,强酸碱环境，有灼伤事故记录，需穿防护服,4,每条电解线多个取样点，行业普遍,4,命中V2位置一致、V5追溯、V6液体成分感知、V7失败数据,3,取样器插入吸取，无精密接触,4,取样点位置固定，槽边环境稳定,5,取样失败重取即可，无损失,5,按分析需求取样，无产线节拍,,,,,,,2
废料分拣-回收车间-重金属粉尘,ScrapSorting-RecyclingWorkshop-HeavyMetalDust,32-321-00,原料入库→配料→熔炼→精炼→铸锭→均质化→检测→入库,原料入库,该工位位于废料回收车间分拣区，上游为废料收集，下游为配料熔炼。当前由人工将混合废料中的不同金属种类、杂质分拣开。废料含铅、镉等重金属粉尘，有刺伤风险。每班处理数吨，持续弯腰拣选。该工位常见问题为重金属中毒累积、刺伤、分拣纯度不足影响熔炼配方。,重金属粉尘环境职业病风险高；分拣准确性影响配料纯度；高容错可重试场景。,32,有色金属冶炼和压延加工业,5,铅镉等重金属粉尘，职业病高风险，招工极困难,4,废杂金属回收企业均需，单厂多个分拣工位,4,命中V1全时、V2分拣一致、V5追溯、V6金属成分检测,2,抓取分类放置，需识别材质,3,废料摆放随机，分类筐位置固定,4,分拣错误可复检，不造成直接损失,5,批次处理，无固定节拍,,,,,,,3
萃取槽巡检-稀土分离-腐蚀有毒环境,ExtractionTankInspection-RareEarthSeparation-CorrosiveToxic,32-00-3232,原料入库→酸溶→萃取分离→沉淀→煅烧→还原→精炼→检测→入库,萃取分离,该工位位于稀土萃取车间槽组区域，上游为酸溶配液，下游为分离沉淀。当前由人工沿萃取槽组行走，检查液位、流量、颜色变化，记录仪表读数。萃取剂含有机溶剂挥发，酸性环境。巡检路线约300米，每班巡检4-6次，单次20-30分钟。该工位常见问题为有机溶剂吸入头晕、酸雾腐蚀、巡检记录不完整。,有机溶剂和酸雾环境人类难以长时间作业；巡检数据需完整追溯用于工艺优化；高容错典型场景。,32,有色金属冶炼和压延加工业,5,有机溶剂挥发+酸雾，需戴防毒面具，职业病风险高,3,稀土分离厂数量有限，但每厂多条萃取线,5,命中V1全时、V2一致、V5追溯、V6气体检测、V7失败数据,3,行走观察记录，无接触操作,4,槽组布局固定，巡检路线标准,5,漏检下轮补上，不影响生产,5,非产线节拍任务,,,,,,,2
精炼添加合金-熔炼炉-高温精确投料,AlloyAddition-RefiningFurnace-HighTempPreciseDosing,32-324-3240,基体金属熔化→成分分析→合金添加→搅拌均匀→取样复检→铸锭→检测→入库,合金添加,该工位位于精炼炉操作平台，上游为成分分析，下游为搅拌精炼。当前由人工根据成分分析结果，将计量好的合金块或合金线投入熔体中。炉口温度高，合金种类多，投料顺序和量需精确控制。每炉添加3-8次，单次耗时1-3分钟。该工位常见问题为高温灼伤、投料量误差导致成分偏差、投料记录不完整。,高温炉口操作灼伤风险；合金添加量精度直接影响产品成分；过程追溯对合金牌号认证至关重要。,32,有色金属冶炼和压延加工业,4,高温炉口操作，需穿隔热服，灼伤风险,4,所有合金制造企业均需，单厂多座炉,5,命中V2投料一致、V5成分追溯刚需、V6称重精度、V7失败记录,2,称量后投入指定位置，有顺序和量的要求,4,投料口位置固定，合金料位固定,2,投料误差导致成分不合格需重调,4,按熔炼批次操作，非连续节拍,,,,,,,3
带材表面检测-冷轧出口-连续高速,StripInspection-ColdRollingOutlet-ContinuousHighSpeed,32-00-3251,坯料入库→熔铸→热轧→冷轧→退火→精整→分切→表面处理→检测→包装,检测,该工位位于冷轧机出口卷取区，上游为轧制，下游为退火或精整。当前由人工目视或在线检测系统检查带材表面的划伤、辊印、氧化斑等缺陷。带材速度100-500m/min，宽度500-2000mm。每班检查数十卷，单卷数公里长。该工位常见问题为高速下漏检、人眼疲劳、缺陷位置标记不准。,高速连续检测人眼无法持续跟踪；缺陷判定一致性影响后道加工；检测数据需完整记录用于质量追溯。,32,有色金属冶炼和压延加工业,4,高速带材人眼跟踪疲劳，漏检率随班次上升,5,所有压延厂冷轧线均需，单厂多条线,5,命中V1全时、V2一致性、V3操作检测合并、V5追溯、V6视觉速度,3,视觉检测记录，无接触操作,5,带材位置固定，检测区域稳定,3,漏检缺陷可能流入后道,2,连接高速轧制线，需匹配线速,,,,,,,2
贵金属称量-精炼车间-高价值追溯,PreciousMetalWeighing-RefiningWorkshop-HighValueTraceability,32-322-00,原料入库→酸溶/电解→分离提纯→精炼→铸锭→称重检测→包装→入库,称重检测,该工位位于贵金属精炼车间出口，上游为铸锭成型，下游为包装入库。当前由人工将每块金锭、银锭逐一称重、打标、记录。单块重10-25kg，精度要求0.01g级。每班处理50-200块，单块耗时1-2分钟。该工位常见问题为称量误差导致账实不符、打标错误、称重记录不完整。,贵金属有严格的重量追溯要求；一致性称量减少账实差异；过程数据是合规刚需。,32,有色金属冶炼和压延加工业,3,非危险环境，但精度要求高导致精神紧张,3,贵金属冶炼厂数量有限，但每厂有此工序,5,命中V2一致性、V5追溯刚需、V6精密称量、V7误差记录,2,搬运放置称台，读数打标，精度要求高,5,称台固定，锭块规格标准,3,称量误差需复核，影响账务,4,批次处理，有时间要求但非紧节拍,,,,,,,3
还原炉出料-稀土金属-高温真空环境,ReductionFurnaceUnloading-RareEarthMetal-HighTempVacuum,32-00-3232,原料入库→酸溶→萃取分离→沉淀→煅烧→还原→精炼→检测→入库,还原,该工位位于还原炉出料区，上游为真空还原过程，下游为精炼。当前由人工在炉体冷却后开炉，将还原产出的稀土金属块取出。炉内残留温度50-100℃，有粉尘。单炉出料耗时30-60分钟，每班1-3炉次。该工位常见问题为高温灼伤、粉尘吸入、出料记录不完整。,高温粉尘环境作业风险；稀土金属有严格追溯要求；出料重量一致性影响后道配料。,32,有色金属冶炼和压延加工业,4,高温粉尘环境，需穿防护装备，灼伤风险,3,稀土金属厂数量有限，每厂配多座还原炉,4,命中V2一致性、V5追溯、V6温度监测、V7失败数据,2,开炉取料搬运，有位置和力的要求,4,炉体结构固定，出料位置标准,4,取料失误可重试，金属块不损伤,5,批次任务，无产线节拍,,,,,,,3
模具喷涂-铸造车间-高温脱模剂,MoldSpraying-CastingWorkshop-HighTempReleaseAgent,32-321-00,原料入库→配料→熔炼→精炼→铸锭→均质化→检测→入库,铸锭,该工位位于铸造机旁，上游为模具准备，下游为浇铸。当前由人工用喷枪向铸造模具内腔喷涂脱模剂。模具温度200-400℃，脱模剂受热挥发。每模喷涂一次，每班数十至数百模，单模耗时10-30秒。该工位常见问题为高温灼伤、喷涂不均导致粘模、挥发物吸入。,高温环境+挥发物吸入风险；喷涂均匀性直接影响脱模效果和铸件表面质量；重复性高适合自动化。,32,有色金属冶炼和压延加工业,4,高温模具+挥发物，需戴防护，灼伤和吸入风险,4,所有铸造厂均需，单厂多条铸造线,3,命中V1全时、V2喷涂一致性、V5喷涂记录,3,喷枪覆盖模腔表面，无精密接触,4,模具位置固定，喷涂轨迹标准,3,喷涂不均可能导致粘模,3,连接铸造节拍，但单模时间短,,,,,,,2
线材穿模-拉丝机-精密对位,WireThreading-DrawingMachine-PreciseAlignment,32-325-00,坯料入库→加热→热轧→酸洗→拉丝→退火→绕盘→检测→包装,拉丝,该工位位于拉丝机模座前，上游为酸洗处理，下游为拉丝成型。当前由人工将线材头部穿过拉丝模孔，固定到卷取轮上。模孔直径0.1-10mm不等，需精确对位。每班穿模10-50次，单次耗时1-5分钟。该工位常见问题为穿模失败反复重试、细线材易断、手指刺伤。,精密对位要求高；人工穿模失败率高导致效率损失；多工位切换典型场景。,32,有色金属冶炼和压延加工业,3,非高危环境，但精密操作导致效率低和刺伤风险,4,所有线材厂均有拉丝工序，单厂多台设备,3,命中V2一致性、V5穿模记录、V7失败数据学习,1,细线穿过小孔并固定，亚毫米级精度,4,模座位置固定，线材进给方向固定,4,穿模失败可重试，线头可重剪,4,换模间歇操作，非连续节拍,,,,,,,4
电解槽短路检测-铝电解-高温巡检,ShortCircuitDetection-AluminumElectrolysis-HighTempInspection,32-00-3216,氧化铝入库→配料→电解→出铝→精炼→铸锭→均质化→检测→入库,电解,该工位位于电解车间槽面，覆盖全部电解槽。当前由人工沿槽列行走，用测量工具检测各阳极电流分布，识别短路阳极。槽面温度300-400℃，每班巡检全部槽位1-2次，单槽耗时1-2分钟。该工位常见问题为高温疲劳漏检、短路处理不及时导致能耗升高。,高温槽面长时间行走疲劳；短路检测一致性影响电解效率；巡检数据需完整追溯用于工艺优化。,32,有色金属冶炼和压延加工业,5,槽面300℃以上，长时间巡检疲劳和灼伤风险,5,大型铝厂数百台槽，巡检工位需求量大,5,命中V1全时、V2一致性、V5追溯、V6电流检测、V7异常数据,3,行走+测量工具探测，无精密接触,4,槽列布局固定，巡检路线标准,5,漏检下轮补上，短路持续影响效率但不停线,5,非产线节拍任务,,,,,,,2
氧化铝加料-电解槽-粉尘环境,AluminaFeeding-ElectrolyticCell-DustyEnvironment,32-00-3216,氧化铝入库→配料→电解→出铝→精炼→铸锭→均质化→检测→入库,配料,该工位位于电解槽上方加料系统区域，上游为氧化铝仓储，下游为电解过程。当前由人工或半自动系统将氧化铝粉料加入电解槽。槽面高温，氧化铝粉尘飞扬。每班加料频繁，涉及多个槽位巡检和调整。该工位常见问题为粉尘吸入、加料不均影响电解效率、高温灼伤。,高温粉尘环境职业病风险；加料均匀性影响电解电流效率；多工位移动操作。,32,有色金属冶炼和压延加工业,5,氧化铝粉尘+高温槽面，需全套防护，尘肺风险,5,大型铝厂数百槽位，加料系统维护需求大,4,命中V1全时、V2加料一致、V5追溯、V6料位检测,3,监控加料系统运行，偶有疏通操作,4,加料系统位置固定，槽位布局标准,4,加料不足可补加，不造成直接损失,4,按电解消耗周期加料,,,,,,,2
