taxonomy_version,l1_id,l1_name_zh,l1_name_en,l1_description,l1_boundary,l2_id,l2_name_zh,l2_name_en,l2_description,l2_boundary_rule,control_type,typical_body_parts,industrial_examples,l3_naming_pattern
1.0,L1-06,旋转操作,Rotational Manipulation,以绕某轴线施加旋转力矩为核心特征的运动模式。手部或手持工具在与对象保持接触的状态下，绕旋转中心进行角度运动，将旋转力矩传递给操作对象。该类动作的核心物理量是力矩和角位移，控制目标是扭矩-角度的协调控制。,判定归属L1-06的核心标准：动作的主要运动学特征是绕某轴线的旋转，且存在对外部对象的主动力矩传递。与L1-05的区别：L1-05施加线性平移力，L1-06施加绕轴旋转力矩。与L1-03 L2-03-04的区别：L1-03是在自由空间中旋转物体（无外部阻力矩），L1-06是克服外部阻力矩施加旋转（如螺纹阻力、阀门摩擦力）。判定标准：如果旋转过程中去除外部阻力矩则动作失去意义，属于L1-06。,L2-06-05,连续回转驱动,Continuous Rotary Driving,以恒定速度或受控变速进行多圈连续旋转运动的动作，如手摇发电机、收卷手柄、千斤顶旋转手柄等。与间断性旋拧不同，强调旋转的连续性和速度均匀性。,与L2-06-01/02的区别：连续回转要求不间断的多圈旋转（>3圈），旋拧类动作通常需要在每旋转一定角度后松手重握。与L2-06-03的区别：连续回转的旋转角度无上限（持续旋转），阀门操作有明确的行程端点。,速度控制/力控制,单臂/灵巧手,摇动千斤顶升降手柄持续旋转抬升设备；旋转收线轮收卷多余线缆；转动手动泵手柄进行加压,[回转]-[驱动对象]-[速度要求]，示例：回转-千斤顶手柄-匀速中速
1.0,L1-06,旋转操作,Rotational Manipulation,以绕某轴线施加旋转力矩为核心特征的运动模式。手部或手持工具在与对象保持接触的状态下，绕旋转中心进行角度运动，将旋转力矩传递给操作对象。该类动作的核心物理量是力矩和角位移，控制目标是扭矩-角度的协调控制。,判定归属L1-06的核心标准：动作的主要运动学特征是绕某轴线的旋转，且存在对外部对象的主动力矩传递。与L1-05的区别：L1-05施加线性平移力，L1-06施加绕轴旋转力矩。与L1-03 L2-03-04的区别：L1-03是在自由空间中旋转物体（无外部阻力矩），L1-06是克服外部阻力矩施加旋转（如螺纹阻力、阀门摩擦力）。判定标准：如果旋转过程中去除外部阻力矩则动作失去意义，属于L1-06。,L2-06-06,角度精密微调,Fine Angular Adjustment,对旋转部件进行小角度（通常<30°）精密调节的动作，如调节精密定位旋钮、微调仪器刻度盘、校准角度设置等。需要极高的角度分辨率和稳定的手部控制。,与L2-06-02的区别：角度微调的旋转角度小（<30°），精度要求高（角度分辨率<1°），速度极低；徒手旋拧的旋转角度大，精度要求相对低。与L2-06-03的区别：微调对象通常是仪器旋钮而非工业阀门，尺寸更小，力矩更低。,位置控制,手指/灵巧手,微调测试仪器的量程选择旋钮；精密调节光学对准设备的角度旋钮；微调稳压电源的输出电压旋钮,[微调]-[旋钮类型]-[精度要求]，示例：微调-电压调节旋钮-0.5度精度
1.0,L1-06,旋转操作,Rotational Manipulation,以绕某轴线施加旋转力矩为核心特征的运动模式。手部或手持工具在与对象保持接触的状态下，绕旋转中心进行角度运动，将旋转力矩传递给操作对象。该类动作的核心物理量是力矩和角位移，控制目标是扭矩-角度的协调控制。,判定归属L1-06的核心标准：动作的主要运动学特征是绕某轴线的旋转，且存在对外部对象的主动力矩传递。与L1-05的区别：L1-05施加线性平移力，L1-06施加绕轴旋转力矩。与L1-03 L2-03-04的区别：L1-03是在自由空间中旋转物体（无外部阻力矩），L1-06是克服外部阻力矩施加旋转（如螺纹阻力、阀门摩擦力）。判定标准：如果旋转过程中去除外部阻力矩则动作失去意义，属于L1-06。,L2-06-07,往复摆转,Reciprocating Oscillatory Rotation,在有限角度范围内进行来回往复旋转的动作，如使用棘轮扳手时的往复运动、拧松卡涩螺栓时的前后摇摆等。单次旋转方向受限，需要反复换向以累积角位移。,与L2-06-01的区别：往复摆转强调反复换向的旋转模式（空间受限或需要棘轮效应），工具旋拧可以是单方向连续旋转。与L2-06-05的区别：往复摆转是有限角度范围内的来回运动，连续回转是单方向不间断旋转。,速度控制/位置控制,单臂/灵巧手,在狭窄空间使用棘轮扳手以小角度往复摆动拧紧螺栓；反复摇摆松动已锈蚀的旋转部件；在受限空间内以小角度往复拧动管接头,[摆拧]-[受限原因]-[摆动角度范围]，示例：摆拧-空间受限棘轮-45度往复
1.0,L1-07,约束路径操作,Constrained Path Operation,以沿物理几何约束定义的特定路径进行运动为核心特征的运动模式。运动自由度被对象的几何配合关系（孔-轴、槽-榫、铰链-销轴、导轨-滑块等）显著约束，末端执行器必须严格遵循由物理结构定义的运动路径，偏离将导致卡阻或损坏。,判定归属L1-07的核心标准：运动路径由两个物体之间的物理几何配合关系定义和约束，偏离此路径将导致物理干涉（卡死、损坏）。与L1-05的区别：L1-05的运动方向由施力方向决定，路径偏差不会导致卡阻；L1-07的路径由几何约束严格定义。与L1-06的区别：L1-06的旋转轴由紧固件螺纹定义，但旋转本身是核心运动；L1-07的核心是线性或复杂路径的跟踪。与L1-08的区别：L1-07的路径由刚性几何约束定义（离散的配合面），L1-08的路径沿连续的表面轮廓运动。,L2-07-01,直线插入,Linear Insertion,将零件沿直线路径插入到配合孔、槽、座中的动作（典型的peg-in-hole问题）。需要先完成对准（位置和姿态对齐），再沿轴向推入。对准精度和插入力的协调控制是核心挑战。,与L2-07-03的区别：直线插入仅需单轴方向的移动即可完成装配，多轴对位插接需要在多个方向同时满足约束。与L2-05-02的区别：直线插入的运动路径受配合间隙严格约束（偏差>配合间隙将卡住），持续推压无此几何约束。,力-位混合控制/阻抗控制,单臂/灵巧手,将销钉插入定位孔；将PCB板插入卡槽中；将轴承压入轴承座孔,[插入]-[配合类型]-[间隙等级]，示例：插入-轴孔配合-间隙0.05mm
1.0,L1-07,约束路径操作,Constrained Path Operation,以沿物理几何约束定义的特定路径进行运动为核心特征的运动模式。运动自由度被对象的几何配合关系（孔-轴、槽-榫、铰链-销轴、导轨-滑块等）显著约束，末端执行器必须严格遵循由物理结构定义的运动路径，偏离将导致卡阻或损坏。,判定归属L1-07的核心标准：运动路径由两个物体之间的物理几何配合关系定义和约束，偏离此路径将导致物理干涉（卡死、损坏）。与L1-05的区别：L1-05的运动方向由施力方向决定，路径偏差不会导致卡阻；L1-07的路径由几何约束严格定义。与L1-06的区别：L1-06的旋转轴由紧固件螺纹定义，但旋转本身是核心运动；L1-07的核心是线性或复杂路径的跟踪。与L1-08的区别：L1-07的路径由刚性几何约束定义（离散的配合面），L1-08的路径沿连续的表面轮廓运动。,L2-07-02,直线抽出,Linear Extraction,将零件沿直线路径从配合位置中精确抽出的动作，是直线插入的逆过程。抽出过程需要保持姿态对准以避免因偏斜导致卡涩，同时施加稳定的拔出力。,与L2-05-03的区别：直线抽出的运动路径受几何配合严格约束（偏斜>配合间隙将卡住），拉拔抽取的约束较松或无严格几何约束。判定标准：抽出过程中如果轴向偏斜1°以上就会导致卡死，属于本L2。与L2-07-01的区别：运动方向相反（插入vs抽出），但可能面临不同的力学特征（如过盈配合的抽出力分布与插入力不同）。,力-位混合控制,单臂/灵巧手,从精密配合孔中抽出定位销；从PCB板卡槽中垂直抽出子板；从模具中精确抽出型芯,[抽出]-[配合类型]-[抽出阻力]，示例：抽出-精密孔轴配合-中等过盈
1.0,L1-07,约束路径操作,Constrained Path Operation,以沿物理几何约束定义的特定路径进行运动为核心特征的运动模式。运动自由度被对象的几何配合关系（孔-轴、槽-榫、铰链-销轴、导轨-滑块等）显著约束，末端执行器必须严格遵循由物理结构定义的运动路径，偏离将导致卡阻或损坏。,判定归属L1-07的核心标准：运动路径由两个物体之间的物理几何配合关系定义和约束，偏离此路径将导致物理干涉（卡死、损坏）。与L1-05的区别：L1-05的运动方向由施力方向决定，路径偏差不会导致卡阻；L1-07的路径由几何约束严格定义。与L1-06的区别：L1-06的旋转轴由紧固件螺纹定义，但旋转本身是核心运动；L1-07的核心是线性或复杂路径的跟踪。与L1-08的区别：L1-07的路径由刚性几何约束定义（离散的配合面），L1-08的路径沿连续的表面轮廓运动。,L2-07-03,多轴对位插接,Multi-axis Alignment Mating,需要在多个平移和旋转自由度上同时满足对准要求后才能完成的装配动作。典型如多针连接器插接（需要X、Y对准+角度对准+Z方向插入），比单轴插入具有更高的对准复杂度。,与L2-07-01的区别：多轴对位需要同时控制≥3个自由度的对准（如XY位置+绕Z旋转+沿Z插入），单轴插入仅需1-2个自由度的对准。与L2-07-06的区别：多轴对位的装配通过连续推入完成，卡扣压合通过最终的弹性变形跳入完成。,力-位混合控制/视觉伺服,单臂/双臂/灵巧手,插接多针矩形电气连接器；将异形零件装配到对应的模具型腔中；将电路板多点对位安装到设备接口,[对接]-[接口类型]-[对准自由度数]，示例：对接-24针矩形连接器-4自由度对准
1.0,L1-07,约束路径操作,Constrained Path Operation,以沿物理几何约束定义的特定路径进行运动为核心特征的运动模式。运动自由度被对象的几何配合关系（孔-轴、槽-榫、铰链-销轴、导轨-滑块等）显著约束，末端执行器必须严格遵循由物理结构定义的运动路径，偏离将导致卡阻或损坏。,判定归属L1-07的核心标准：运动路径由两个物体之间的物理几何配合关系定义和约束，偏离此路径将导致物理干涉（卡死、损坏）。与L1-05的区别：L1-05的运动方向由施力方向决定，路径偏差不会导致卡阻；L1-07的路径由几何约束严格定义。与L1-06的区别：L1-06的旋转轴由紧固件螺纹定义，但旋转本身是核心运动；L1-07的核心是线性或复杂路径的跟踪。与L1-08的区别：L1-07的路径由刚性几何约束定义（离散的配合面），L1-08的路径沿连续的表面轮廓运动。,L2-07-04,导轨滑移,Guide Rail Sliding,沿导轨、滑槽、线性导向等线性约束结构推动或拉动可滑动部件的运动。运动自由度被导轨约束为一维，主要控制量是沿导轨方向的位置和速度。,与L2-07-01/02的区别：导轨滑移的行程长（通常>100mm），物体在整个行程中保持与导轨的配合状态，不存在装入/脱出过程；插入/抽出有明确的配合建立/解除过程。与L2-05-02的区别：导轨滑移受物理导轨约束，运动路径严格为直线；推压不受导轨约束。,位置控制/力-位混合控制,单臂/灵巧手,推动数控机床的防护滑门沿导轨滑动；拉动抽屉式刀具存储模块沿导轨抽出；推动设备面板沿滑轨移动到维修位置,[滑移]-[导轨类型]-[行程长度]，示例：滑移-直线导轨-500mm行程
1.0,L1-07,约束路径操作,Constrained Path Operation,以沿物理几何约束定义的特定路径进行运动为核心特征的运动模式。运动自由度被对象的几何配合关系（孔-轴、槽-榫、铰链-销轴、导轨-滑块等）显著约束，末端执行器必须严格遵循由物理结构定义的运动路径，偏离将导致卡阻或损坏。,判定归属L1-07的核心标准：运动路径由两个物体之间的物理几何配合关系定义和约束，偏离此路径将导致物理干涉（卡死、损坏）。与L1-05的区别：L1-05的运动方向由施力方向决定，路径偏差不会导致卡阻；L1-07的路径由几何约束严格定义。与L1-06的区别：L1-06的旋转轴由紧固件螺纹定义，但旋转本身是核心运动；L1-07的核心是线性或复杂路径的跟踪。与L1-08的区别：L1-07的路径由刚性几何约束定义（离散的配合面），L1-08的路径沿连续的表面轮廓运动。,L2-07-05,铰接开合,Hinged Opening and Closing,沿铰链或合页定义的圆弧路径打开或关闭可旋转部件的动作。运动自由度被约束为绕铰链轴线的旋转，末端需要沿圆弧轨迹运动。与L1-06的区别在于这里的旋转是被动跟随铰链约束而非主动施加力矩。,与L1-06的区别：铰接开合中旋转轴属于被操作部件的铰链，手部被动跟随圆弧轨迹；L1-06中旋转力矩是手主动施加的（如拧螺丝）。与L2-07-04的区别：铰接开合的路径是圆弧，导轨滑移的路径是直线。判定标准：被操作部件围绕固定铰链轴旋转的，属于本L2。,力-位混合控制,单臂/灵巧手,打开设备的铰链式检修门；掀起配电箱的翻盖式面板；关闭工业烤箱的铰链门,[开合]-[铰接部件]-[角度范围]，示例：开合-设备检修门-0至120度
1.0,L1-07,约束路径操作,Constrained Path Operation,以沿物理几何约束定义的特定路径进行运动为核心特征的运动模式。运动自由度被对象的几何配合关系（孔-轴、槽-榫、铰链-销轴、导轨-滑块等）显著约束，末端执行器必须严格遵循由物理结构定义的运动路径，偏离将导致卡阻或损坏。,判定归属L1-07的核心标准：运动路径由两个物体之间的物理几何配合关系定义和约束，偏离此路径将导致物理干涉（卡死、损坏）。与L1-05的区别：L1-05的运动方向由施力方向决定，路径偏差不会导致卡阻；L1-07的路径由几何约束严格定义。与L1-06的区别：L1-06的旋转轴由紧固件螺纹定义，但旋转本身是核心运动；L1-07的核心是线性或复杂路径的跟踪。与L1-08的区别：L1-07的路径由刚性几何约束定义（离散的配合面），L1-08的路径沿连续的表面轮廓运动。,L2-07-06,卡扣压合,Snap-fit Engagement,将零件推入直至弹性卡扣变形跳过卡位并锁定的装配动作。运动过程包含一个力的突变点——在卡扣弹性变形阶段力逐渐增大，在跳过卡位瞬间力突然下降并产生触觉/听觉反馈（click）。,与L2-07-01的区别：卡扣压合有明确的力突变特征（弹性变形→突然到位），直线插入的力变化连续平缓。与L2-05-02的区别：卡扣压合的终点由弹性卡扣的锁定位置严格定义，推压没有此类弹性锁定机制。判定标准：装配到位时有弹性卡扣的click反馈的，属于本L2。,力控制/力-位混合控制,单臂/灵巧手/手指,将塑料面板卡扣压入设备外壳；将线缆扎带头压入卡口锁定；将传感器探头压入弹性固定座,[卡接]-[卡扣类型]-[锁定方式]，示例：卡接-悬臂卡扣-单向锁定
1.0,L1-07,约束路径操作,Constrained Path Operation,以沿物理几何约束定义的特定路径进行运动为核心特征的运动模式。运动自由度被对象的几何配合关系（孔-轴、槽-榫、铰链-销轴、导轨-滑块等）显著约束，末端执行器必须严格遵循由物理结构定义的运动路径，偏离将导致卡阻或损坏。,判定归属L1-07的核心标准：运动路径由两个物体之间的物理几何配合关系定义和约束，偏离此路径将导致物理干涉（卡死、损坏）。与L1-05的区别：L1-05的运动方向由施力方向决定，路径偏差不会导致卡阻；L1-07的路径由几何约束严格定义。与L1-06的区别：L1-06的旋转轴由紧固件螺纹定义，但旋转本身是核心运动；L1-07的核心是线性或复杂路径的跟踪。与L1-08的区别：L1-07的路径由刚性几何约束定义（离散的配合面），L1-08的路径沿连续的表面轮廓运动。,L2-07-07,弹性形变装配,Elastic Deformation Assembly,通过使零件产生可恢复的弹性变形来实现装配的动作，如将弹性密封圈撑开套入轴上、将弹性卡箍撑开卡到管道上等。需要精确控制变形量，在弹性极限内完成装配。,与L2-07-06的区别：弹性形变装配需要操作者主动施力使零件持续变形并在变形状态下完成装配，卡扣压合是零件自身弹性在插入终点自动回弹锁定。与L2-07-01的区别：本L2的零件在装配前后形状不同（经历弹性变形），直线插入的零件形状始终不变。,力控制/阻抗控制,双臂/灵巧手/手指,将O型密封圈撑开装入沟槽；将弹性卡箍撑开套在软管接头上；将弹簧挡圈压缩装入轴槽,[弹装]-[弹性件类型]-[变形方式]，示例：弹装-O型圈-径向撑开套入
1.0,L1-08,表面随形运动,Surface-conforming Motion,以工具或末端执行器沿物体表面轮廓进行持续接触运动为核心特征的运动模式。运动轨迹由工件表面的几何形状定义，需要同时控制沿表面的切向进给运动和垂直于表面的法向接触力。该类动作的物理本质是在二维表面流形上的轨迹跟踪与力控制的耦合。,判定归属L1-08的核心标准：末端执行器在整个动作过程中保持与工件表面的持续接触，并沿表面进行有意义的切向位移（>50mm）。与L1-05的区别：L1-05在固定点施力，L1-08沿表面移动施力。与L1-07的区别：L1-07的路径由刚性几何配合（孔、槽、导轨）约束，L1-08的路径沿自由曲面轮廓运动，没有配合约束。与L1-09的区别：L1-08对表面施加工作力（加工、涂覆），L1-09仅为感知目的进行轻接触或非接触运动。,L2-08-01,平面研磨抛光,Flat Surface Grinding and Polishing,在平坦表面上使用研磨或抛光工具进行来回摩擦加工的动作。工具与工件之间保持恒定的法向压力，沿平面内进行直线或往复的切向运动。表面曲率为零，无需姿态自适应。,与L2-08-02的区别：平面研磨的工作面曲率为零（或近似为零，曲率半径>1000mm），无需工具姿态自适应；曲面打磨的工作面有显著曲率。与L2-08-05的区别：研磨抛光施加较大法向力（>5N）进行材料去除或表面改性，擦拭清洁的法向力很小（<5N）。,力-位混合控制,单臂/灵巧手,用砂纸打磨焊接接头的平面焊缝；用抛光布抛光金属面板表面；用百洁布研磨去除平面涂层,[平磨]-[加工目的]-[工具类型]，示例：平磨-焊缝打平-120目砂纸
1.0,L1-08,表面随形运动,Surface-conforming Motion,以工具或末端执行器沿物体表面轮廓进行持续接触运动为核心特征的运动模式。运动轨迹由工件表面的几何形状定义，需要同时控制沿表面的切向进给运动和垂直于表面的法向接触力。该类动作的物理本质是在二维表面流形上的轨迹跟踪与力控制的耦合。,判定归属L1-08的核心标准：末端执行器在整个动作过程中保持与工件表面的持续接触，并沿表面进行有意义的切向位移（>50mm）。与L1-05的区别：L1-05在固定点施力，L1-08沿表面移动施力。与L1-07的区别：L1-07的路径由刚性几何配合（孔、槽、导轨）约束，L1-08的路径沿自由曲面轮廓运动，没有配合约束。与L1-09的区别：L1-08对表面施加工作力（加工、涂覆），L1-09仅为感知目的进行轻接触或非接触运动。,L2-08-02,曲面适形打磨,Curved Surface Adaptive Polishing,在曲面工件表面上进行打磨或抛光的动作。工具需要实时调整姿态以保持与曲面法线方向的对准，同时维持恒定的法向接触力。控制复杂度因需要表面法向的动态跟踪而显著增加。,与L2-08-01的区别：工作面具有显著曲率（曲率半径<1000mm），需要工具姿态自适应。与L2-08-06的区别：曲面打磨是在面域上进行的大面积加工，边缘去毛刺是沿线（边缘）进行的线状加工。,力-位混合控制/阻抗控制,单臂/灵巧手,打磨铸件的曲面过渡区域；抛光不锈钢弯管的外表面；打磨汽车零件的曲面造型面,[曲磨]-[曲面类型]-[曲率范围]，示例：曲磨-凸曲面过渡区-半径50至200mm
1.0,L1-08,表面随形运动,Surface-conforming Motion,以工具或末端执行器沿物体表面轮廓进行持续接触运动为核心特征的运动模式。运动轨迹由工件表面的几何形状定义，需要同时控制沿表面的切向进给运动和垂直于表面的法向接触力。该类动作的物理本质是在二维表面流形上的轨迹跟踪与力控制的耦合。,判定归属L1-08的核心标准：末端执行器在整个动作过程中保持与工件表面的持续接触，并沿表面进行有意义的切向位移（>50mm）。与L1-05的区别：L1-05在固定点施力，L1-08沿表面移动施力。与L1-07的区别：L1-07的路径由刚性几何配合（孔、槽、导轨）约束，L1-08的路径沿自由曲面轮廓运动，没有配合约束。与L1-09的区别：L1-08对表面施加工作力（加工、涂覆），L1-09仅为感知目的进行轻接触或非接触运动。,L2-08-03,路径喷涂涂覆,Path-following Spray Coating,手持喷枪或涂覆工具沿预定路径在工件表面上进行喷涂或涂覆的动作。与研磨不同，工具与表面之间保持一定距离（枪距），控制重点在于路径覆盖均匀性、枪距恒定和移动速度一致性。,与L2-08-01/02的区别：喷涂工具不与表面直接接触，保持一定距离（枪距10-300mm）；研磨打磨工具与表面直接接触。与L2-08-04的区别：喷涂涂覆是面域性覆盖（涂覆宽度>10mm），涂胶密封是线性跟踪（胶线宽度<10mm）。,位置控制/速度控制,单臂/灵巧手,手持喷枪对设备外壳进行防腐喷漆；对清洁后的零件表面喷涂防锈剂；对模具表面喷涂脱模剂,[喷涂]-[涂料类型]-[工件面积]，示例：喷涂-防腐漆-中型面板
1.0,L1-08,表面随形运动,Surface-conforming Motion,以工具或末端执行器沿物体表面轮廓进行持续接触运动为核心特征的运动模式。运动轨迹由工件表面的几何形状定义，需要同时控制沿表面的切向进给运动和垂直于表面的法向接触力。该类动作的物理本质是在二维表面流形上的轨迹跟踪与力控制的耦合。,判定归属L1-08的核心标准：末端执行器在整个动作过程中保持与工件表面的持续接触，并沿表面进行有意义的切向位移（>50mm）。与L1-05的区别：L1-05在固定点施力，L1-08沿表面移动施力。与L1-07的区别：L1-07的路径由刚性几何配合（孔、槽、导轨）约束，L1-08的路径沿自由曲面轮廓运动，没有配合约束。与L1-09的区别：L1-08对表面施加工作力（加工、涂覆），L1-09仅为感知目的进行轻接触或非接触运动。,L2-08-04,线性涂胶密封,Linear Sealant and Adhesive Application,沿工件的接缝、边缘或预定线路精确涂布胶粘剂或密封胶的动作。胶线的宽度、高度和连续性是质量控制的关键参数，需要精确控制移动速度与出胶量的匹配关系。,与L2-08-03的区别：涂胶是沿线进行的窄带涂覆（宽度<10mm），喷涂是面域性覆盖。与L2-08-06的区别：涂胶是添加材料到表面上，去毛刺是从表面去除材料。涂覆路径为线状，且涉及精确的流量控制。,位置控制/速度控制,单臂/灵巧手,沿箱体接合面涂布密封胶；在PCB板边缘涂覆导热胶；沿车门内板焊缝涂布密封胶条,[涂胶]-[胶种]-[路径形状]，示例：涂胶-硅酮密封胶-矩形环路
1.0,L1-08,表面随形运动,Surface-conforming Motion,以工具或末端执行器沿物体表面轮廓进行持续接触运动为核心特征的运动模式。运动轨迹由工件表面的几何形状定义，需要同时控制沿表面的切向进给运动和垂直于表面的法向接触力。该类动作的物理本质是在二维表面流形上的轨迹跟踪与力控制的耦合。,判定归属L1-08的核心标准：末端执行器在整个动作过程中保持与工件表面的持续接触，并沿表面进行有意义的切向位移（>50mm）。与L1-05的区别：L1-05在固定点施力，L1-08沿表面移动施力。与L1-07的区别：L1-07的路径由刚性几何配合（孔、槽、导轨）约束，L1-08的路径沿自由曲面轮廓运动，没有配合约束。与L1-09的区别：L1-08对表面施加工作力（加工、涂覆），L1-09仅为感知目的进行轻接触或非接触运动。,L2-08-05,表面擦拭清洁,Surface Wiping and Cleaning,使用布、海绵、刮板等工具在物体表面进行擦拭清洁的动作。施加较轻的法向压力，以往复或单向运动去除表面污渍、液体或粉尘。与打磨的区别在于不以材料去除为目的。,与L2-08-01的区别：擦拭清洁的法向力<5N，不造成基材去除或表面改性；研磨抛光的法向力>5N，以材料去除或表面改性为目的。与L1-09的区别：擦拭清洁是对表面进行物理清洁作业，不是为了获取感知信息。,力-位混合控制,单臂/灵巧手,用无尘布擦拭光学镜片表面；用清洁布擦拭设备显示屏；用棉纱擦拭加工后工件表面的切削液残留,[擦拭]-[清洁对象]-[清洁方式]，示例：擦拭-光学表面-无尘布单向拭
1.0,L1-08,表面随形运动,Surface-conforming Motion,以工具或末端执行器沿物体表面轮廓进行持续接触运动为核心特征的运动模式。运动轨迹由工件表面的几何形状定义，需要同时控制沿表面的切向进给运动和垂直于表面的法向接触力。该类动作的物理本质是在二维表面流形上的轨迹跟踪与力控制的耦合。,判定归属L1-08的核心标准：末端执行器在整个动作过程中保持与工件表面的持续接触，并沿表面进行有意义的切向位移（>50mm）。与L1-05的区别：L1-05在固定点施力，L1-08沿表面移动施力。与L1-07的区别：L1-07的路径由刚性几何配合（孔、槽、导轨）约束，L1-08的路径沿自由曲面轮廓运动，没有配合约束。与L1-09的区别：L1-08对表面施加工作力（加工、涂覆），L1-09仅为感知目的进行轻接触或非接触运动。,L2-08-06,边缘去毛刺修整,Edge Deburring and Trimming,沿工件棱边使用刮刀、锉刀或砂纸去除加工毛刺和锐边的动作。工具沿三维空间中的棱边线轨迹运动，需要同时控制工具对棱边的法向压力和沿棱边的切向进给。,与L2-08-01/02的区别：去毛刺沿工件的棱边（一维线轨迹）进行，研磨打磨在面域（二维面）上进行。与L2-08-04的区别：去毛刺是去除材料，涂胶是添加材料。工具接触区域为线状接触而非面接触。,力-位混合控制/视觉伺服,单臂/灵巧手/手指,用去毛刺刀沿铝合金零件的加工棱边刮除毛刺；用锉刀修整钣金件的剪切边缘；用砂纸块打磨3D打印件的分层边缘,[去刺]-[边缘类型]-[工具类型]，示例：去刺-铣削棱边-旋转去刺刀
1.0,L1-08,表面随形运动,Surface-conforming Motion,以工具或末端执行器沿物体表面轮廓进行持续接触运动为核心特征的运动模式。运动轨迹由工件表面的几何形状定义，需要同时控制沿表面的切向进给运动和垂直于表面的法向接触力。该类动作的物理本质是在二维表面流形上的轨迹跟踪与力控制的耦合。,判定归属L1-08的核心标准：末端执行器在整个动作过程中保持与工件表面的持续接触，并沿表面进行有意义的切向位移（>50mm）。与L1-05的区别：L1-05在固定点施力，L1-08沿表面移动施力。与L1-07的区别：L1-07的路径由刚性几何配合（孔、槽、导轨）约束，L1-08的路径沿自由曲面轮廓运动，没有配合约束。与L1-09的区别：L1-08对表面施加工作力（加工、涂覆），L1-09仅为感知目的进行轻接触或非接触运动。,L2-08-07,焊缝路径跟随,Weld Seam Path Tracking,沿焊缝轨迹引导焊接辅助工具或检测探头运动的动作。焊缝是三维空间中不规则的曲线路径，需要实时感知焊缝位置并调整工具姿态以保持对焊缝中心线的跟踪。,与L2-08-06的区别：焊缝路径是由前序焊接工艺形成的不规则三维曲线，去毛刺的棱边是由零件几何定义的规则或准规则边缘。与L2-09-03的区别：焊缝跟随过程中工具对焊缝有持续接触力作用（如打磨、探伤），L2-09-03仅为视觉扫描无力交互。,视觉伺服/力-位混合控制,单臂/灵巧手,沿焊缝轨迹引导超声波探伤探头进行缺陷检测；沿焊缝路径进行焊后打磨整形；沿焊缝喷涂防腐涂层,[焊缝跟随]-[焊缝类型]-[作业目的]，示例：焊缝跟随-对接焊缝-焊后打磨
1.0,L1-09,感知定位运动,Perception-oriented Positioning,以将传感器（视觉、触觉、听觉等）定位到信息采集所需的最优位姿为核心目的的身体运动。该类动作的物理运动本身可能很简单（转头、伸手等），但其意义完全在于服务感知信息的获取，而非对外部物体施加任何工作力或改变任何物理状态。,判定归属L1-09的核心标准：动作的唯一目的是获取感知信息，不对外部对象产生任何有意义的物理状态改变。与L1-03的区别：如果伸手的目的是准备抓取物体，归入L1-03；如果伸手的目的是将手上的传感器接近检测目标，归入L1-09。与L1-08的区别：L1-08的表面接触是为了施加工作力（打磨、涂覆），L1-09的接触（如触觉探测）仅为获取触觉信息。与L1-02的区别：如果弯腰是为了让头部摄像头对准检测目标，弯腰归入L1-02，但视觉对准动作本身归入L1-09。,L2-09-01,视觉注视对准,Visual Gaze Alignment,转动头部（或搭载相机的部位）使视觉传感器的光轴对准目标物体或区域的运动。核心控制量是视线方向与目标方向的角度偏差最小化。,与L2-09-02的区别：视觉注视仅改变视线方向（角度调整），不改变传感器与目标之间的距离；贴近检视需要移动传感器接近目标（距离调整）。与L2-09-03的区别：注视是对单一目标的对准，扫描巡视是对区域的系统性覆盖。,位置控制/视觉伺服,头部,转头注视设备指示灯查看状态；将视线对准传送带上经过的工件进行外观检查；注视操作面板确认参数显示,[注视]-[目标类型]-[观察目的]，示例：注视-设备指示灯-状态确认
1.0,L1-09,感知定位运动,Perception-oriented Positioning,以将传感器（视觉、触觉、听觉等）定位到信息采集所需的最优位姿为核心目的的身体运动。该类动作的物理运动本身可能很简单（转头、伸手等），但其意义完全在于服务感知信息的获取，而非对外部物体施加任何工作力或改变任何物理状态。,判定归属L1-09的核心标准：动作的唯一目的是获取感知信息，不对外部对象产生任何有意义的物理状态改变。与L1-03的区别：如果伸手的目的是准备抓取物体，归入L1-03；如果伸手的目的是将手上的传感器接近检测目标，归入L1-09。与L1-08的区别：L1-08的表面接触是为了施加工作力（打磨、涂覆），L1-09的接触（如触觉探测）仅为获取触觉信息。与L1-02的区别：如果弯腰是为了让头部摄像头对准检测目标，弯腰归入L1-02，但视觉对准动作本身归入L1-09。,L2-09-02,近距贴近检视,Close-range Inspection Approach,将传感器（通常是相机或人眼等效）从当前位置移动到接近目标表面的近距位置以获取细节信息的运动。目的是缩短传感器与目标之间的距离以提高空间分辨率或聚焦清晰度。,与L2-09-01的区别：贴近检视需要改变传感器到目标的距离（通常<200mm），注视对准仅改变角度。与L2-09-04的区别：贴近检视不与目标产生物理接触，保持非接触距离；触觉探测需要与目标物理接触。,位置控制/视觉伺服,头部/单臂,将头部靠近PCB板检查焊点质量；将相机手靠近工件表面检查裂纹；贴近设备铭牌读取小字信息,[贴检]-[检查对象]-[检查目标]，示例：贴检-焊点表面-虚焊检查
