l3_id,l3_name,l2_id,l2_name,l1_id,l1_name,scene_name_zh,scene_name_en,industry_code,industry_name,process_step,step_order,total_steps_in_scene,is_new_l3,human_description,duration_estimate,parallel_with,boundary_note,scene_id,source_file
L3-03-06-001,码放-托盘堆叠-单层紧密,L2-03-06,规律排列码放,L1-03,上肢空间运动,搬运码垛-健身器材-大件成品,Palletizing-FitnessEquipment-LargeProduct,24-244-2443,文教、工美、体育和娱乐用品制造业,搬运码垛,15,18,True,将包装件按照码垛模式放置到托盘指定位置，确保与相邻件对齐,3-5,,[边界判定] L2-03-05精确定点放置 vs L2-03-06规律排列码放：本场景强调多件之间的相对位置一致性和堆叠规律，而非单件绝对定位精度，故归入L2-03-06,24-244-2443,l3_搬运码垛-健身器材-大件成品.json
L3-04-07-001,释放-渐进松指-大件已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,搬运码垛-健身器材-大件成品,Palletizing-FitnessEquipment-LargeProduct,24-244-2443,文教、工美、体育和娱乐用品制造业,搬运码垛,16,18,True,确认包装件稳定后，双手同步渐进松开释放物品,1-2,,,24-244-2443,l3_搬运码垛-健身器材-大件成品.json
L3-02-03-004,蹲姿-空载起立-姿态恢复,L2-02-03,下蹲起立,L1-02,躯体姿态调整,搬运码垛-健身器材-大件成品,Palletizing-FitnessEquipment-LargeProduct,24-244-2443,文教、工美、体育和娱乐用品制造业,搬运码垛,17,18,True,释放后起立恢复站立姿态,1-2,,,24-244-2443,l3_搬运码垛-健身器材-大件成品.json
L3-01-01-001,行走-厂房地坪-匀速前行,L2-01-01,平地直行,L1-01,全身位移,搬运码垛-健身器材-大件成品,Palletizing-FitnessEquipment-LargeProduct,24-244-2443,文教、工美、体育和娱乐用品制造业,搬运码垛,18,18,False,沿地面行走返回待搬物品区准备下一轮搬运,5-15,,,24-244-2443,l3_搬运码垛-健身器材-大件成品.json
L3-09-01-001,注视-输送线物料-位置确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,1,17,True,目视输送线上待码垛的管材/管材捆，确认其位置和姿态,1-2,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-01-01-001,行走-工业地坪-常速,L2-01-01,平地直行,L1-01,全身位移,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,2,17,True,沿输送线旁通道行走至管材取料位置,2-5,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-01-08-001,停位-输送线取料点-分米级,L2-01-08,精确停位,L1-01,全身位移,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,3,17,True,在取料点精确停止，双脚站位与管材对正,1-2,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-03-01-001,伸达-长料端部-无障碍,L2-03-01,空载伸达,L1-03,上肢空间运动,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,4,17,True,左臂向前伸出至管材左端抓取位置,1-2,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-03-01-001,伸达-长料端部-无障碍,L2-03-01,空载伸达,L1-03,上肢空间运动,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,5,17,False,右臂向前伸出至管材右端抓取位置,1-2,4,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-04-01-001,力握-圆管截面-直径20至200mm,L2-04-01,力量抓握,L1-04,手部抓握操控,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,6,17,True,左手全手包络握住管材/管材捆左端,0.5-1,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-04-01-001,力握-圆管截面-直径20至200mm,L2-04-01,力量抓握,L1-04,手部抓握操控,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,7,17,False,右手全手包络握住管材/管材捆右端,0.5-1,6,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-03-03-001,协搬-长条管材-中重载,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,8,17,True,双臂协调发力将管材从输送线上抬起至腰部高度,2-3,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-02-04-001,转体-90至180度-向托盘,L2-02-04,躯干旋转,L1-02,躯体姿态调整,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,9,17,True,上半身向托盘方向旋转约90-180度,1-2,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-01-07-001,负载行走-长条管材-双臂横持,L2-01-07,负载行走,L1-01,全身位移,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,10,17,True,双手持管材行走至托盘码垛位置,3-8,,[边界判定] 管材长度4-6米导致视野部分遮挡，且重量2-30kg显著影响步态，符合L2-01-07负载行走的判定条件,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-01-08-002,停位-托盘码垛点-厘米级,L2-01-08,精确停位,L1-01,全身位移,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,11,17,True,在托盘旁精确停位，与当前码垛层对齐,1-2,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-02-02-001,俯身-中度前屈-膝上高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,12,17,True,弯腰俯身将管材降低至码垛目标高度,1-2,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-03-06-001,码放-平行排列-多层,L2-03-06,规律排列码放,L1-03,上肢空间运动,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,13,17,True,双臂协调将管材移动到托盘上的指定码放位置，与已码放管材平行排列,2-4,,[边界判定] 与L2-03-05精确定点放置的区别：本动作强调管材之间的相对位置一致性和平行排列规律，而非单根管材的绝对定位精度,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-04-07-001,释放-渐进松指-物体已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,14,17,True,左手缓慢张开释放管材左端,0.5-1,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-04-07-001,释放-渐进松指-物体已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,15,17,False,右手缓慢张开释放管材右端,0.5-1,14,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-02-02-002,俯身-恢复直立-站姿,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,16,17,True,直起腰部恢复站立姿态,1-2,,[边界判定] 直起身是弯腰俯身的逆向动作，同属L2-02-02，因为主要运动仍是髋关节和腰椎的屈伸,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-01-01-001,行走-工业地坪-常速,L2-01-01,平地直行,L1-01,全身位移,搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,橡胶和塑料制品业,码垛,17,17,False,转身并行走返回输送线取料位置准备下一循环,2-5,,,29-00-2922,l3_搬运码垛-塑料管材-长料双臂.json
L3-01-01-001,行走-工业地坪-匀速,L2-01-01,平地直行,L1-01,全身位移,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,1,24,True,从待机位置沿物流通道直线行走至卸货区棉包堆放处,10-20,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-01-08-001,停位-货物前方-分米级,L2-01-08,精确停位,L1-01,全身位移,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,2,24,True,在目标棉包前方精确停止，使身体正对棉包便于后续抓取,2-3,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-09-01-001,注视-大型货包-状态确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,3,24,True,目视观察棉包的位置、朝向、编织袋完整性及可抓取位置,2-4,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-09-07-001,读取-批次标签-批次识别,L2-09-07,标识读取定位,L1-09,感知定位运动,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,4,24,True,读取棉包上的批次标签信息以确定码垛分区,2-3,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-02-02-001,俯身-深度前屈-腰部高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,5,24,True,深度弯腰俯身至棉包中部高度以准备抓握,2-3,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-03-01-001,伸达-大型货包侧面-双臂同步,L2-03-01,空载伸达,L1-03,上肢空间运动,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,6,24,True,双臂同时向前伸展至棉包两侧的编织袋捆扎带位置,1-2,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-04-04-001,适抓-软质编织袋-捆扎带抓握,L2-04-04,形变适应抓取,L1-04,手部抓握操控,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,7,24,True,双手全手力量抓握棉包编织袋的捆扎带或袋体褶皱处,2-3,,[边界判定]编织袋材质柔软、表面不规则，需要手指顺应袋面形变，符合L2-04-04形变适应抓取而非L2-04-01力量抓握,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-03-03-001,协搬-大型软包-重载,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,8,24,True,双臂协调发力将棉包从地面或低层货堆提起至搬运高度,3-5,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-02-06-001,支撑-负载直立姿态-抗重力,L2-02-06,静态支撑保持,L1-02,躯体姿态调整,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,9,24,True,保持双臂持握棉包状态下躯干恢复直立,2-4,,[边界判定]此步骤核心是在负载状态下维持躯干稳定直立，不是单纯的下蹲起立动作，属于L2-02-06静态支撑保持,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-01-07-001,负载行走-大型软包-双臂前持,L2-01-07,负载行走,L1-01,全身位移,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,10,24,True,手持200kg棉包沿物流通道向暂存区方向行走,30-60,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-01-02-001,转向行走-90度弯道-负载连续步态,L2-01-02,变向转弯行走,L1-01,全身位移,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,11,24,True,在物流通道转弯处改变行进方向转向暂存区码垛位,5-10,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-01-08-002,停位-码垛标定点-分米级,L2-01-08,精确停位,L1-01,全身位移,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,12,24,True,在指定码垛位置精确停止，对准目标放置点,2-4,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-09-01-002,注视-码垛区域-位置确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,13,24,True,目视观察已有棉包码垛情况确认当前层放置位置,2-3,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-02-02-002,俯身-中度前屈-负载放置,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,14,24,True,根据码垛高度需要弯腰或保持直立调整放置姿态,2-3,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-03-06-001,码放-层叠排列-重载软包,L2-03-06,规律排列码放,L1-03,上肢空间运动,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,15,24,True,将棉包按批次规律整齐放置到码垛位，与相邻棉包对齐,3-5,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-04-07-001,释放-渐进松指-重载已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,16,24,True,确认棉包已稳定落位后逐渐松开双手释放抓握,1-2,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-02-03-001,蹲姿-恢复直立-短时,L2-02-03,下蹲起立,L1-02,躯体姿态调整,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,17,24,True,躯干恢复直立姿态准备返回或继续下一轮搬运,2-3,,[边界判定]从弯腰状态恢复直立，膝关节参与较多，按L2-02-03下蹲起立归类,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-01-01-001,行走-工业地坪-匀速,L2-01-01,平地直行,L1-01,全身位移,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,18,24,False,从暂存区直线行走至投料区取料位置,15-30,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-04-02-001,捏取-二指对捏-缝线扎带,L2-04-02,精密捏取,L1-04,手部抓握操控,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,19,24,True,双手抓握编织袋封口处的缝线或扎带准备拆包,2-3,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-05-03-001,拉拔-缝线封口-中等拉力,L2-05-03,拉拔抽取,L1-05,线性力施加,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,20,24,True,拉拔抽取编织袋封口缝线或撕开封口扎带,5-10,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-05-03-002,拉拔-袋口撑开-对向拉力,L2-05-03,拉拔抽取,L1-05,线性力施加,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,21,24,True,双手抓握编织袋开口处向两侧拉开袋口,3-5,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-03-04-001,翻转-绕水平轴-倾倒卸料,L2-03-04,物体翻转调姿,L1-03,上肢空间运动,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,22,24,True,双臂协调将敞口棉包倾斜使棉花倒入投料口,10-20,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-03-02-001,转移-轻质包装袋-近距,L2-03-02,单臂负载转移,L1-03,上肢空间运动,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,23,24,True,将空编织袋从投料口区域移走放置到废料收集处,3-5,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-04-07-002,释放-直接松指-轻质废料,L2-04-07,受控释放,L1-04,手部抓握操控,搬运码垛-棉包原料-200kg重载,Palletizing-CottonBales-200kgHeavyLoad,17-171-1711,纺织业,原料入库,24,24,True,释放空袋至废料收集区完成单次投料循环,1-2,,,17-171-1711,l3_搬运码垛-棉包原料-200kg重载.json
L3-01-01-001,行走-环氧车间地面-匀速,L2-01-01,平地直行,L1-01,全身位移,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,1,16,True,从等待位置平地行走至输送线末端的取料工位,3-8,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-09-01-001,注视-包装袋到位-状态确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,2,16,True,目视检查输送线上的短纤包是否已到达取料位置,1-2,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-01-08-001,停位-输送线侧-分米级,L2-01-08,精确停位,L1-01,全身位移,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,3,16,True,在输送线侧面的最佳抓取位置精确停位,1-2,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-02-02-001,俯身-中度前屈-输送线高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,4,16,True,弯腰俯身降低身体重心至短纤包抓取高度,1-2,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-03-01-001,伸达-大型包装袋侧面-双臂协同,L2-03-01,空载伸达,L1-03,上肢空间运动,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,5,16,True,双臂同时向前伸出至短纤包两侧的抓握位置,1-2,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-04-01-001,力握-编织袋包装-大型柔性包,L2-04-01,力量抓握,L1-04,手部抓握操控,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,6,16,True,双手全掌包络抓握短纤包的编织袋表面,1-2,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-02-03-001,起立-负载状态-重载起身,L2-02-03,下蹲起立,L1-02,躯体姿态调整,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,7,16,True,保持抓握状态从弯腰姿态起立恢复直立,2-4,8,[边界判定] 虽从弯腰姿态恢复，但膝关节同时深度屈曲参与发力，归入下蹲起立而非弯腰俯身,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-03-03-001,协搬-大型柔性包-重载提升,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,8,16,True,双臂协调将短纤包从输送线高度抬起至搬运高度,2-4,7,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-01-07-001,负载行走-重型柔性包-双臂前持,L2-01-07,负载行走,L1-01,全身位移,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,9,16,True,双臂前持短纤包负载状态下行走至托盘码垛区,5-15,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-01-08-002,停位-托盘码垛位-分米级,L2-01-08,精确停位,L1-01,全身位移,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,10,16,True,在托盘当前层的目标码放位置精确停位,1-3,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-02-02-002,俯身-自适应深度-码垛层高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,11,16,True,根据当前码垛层高度弯腰俯身调整身体姿态,1-2,12,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-03-03-002,协搬-大型柔性包-重载下放,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,12,16,True,双臂协调将短纤包从搬运高度缓慢下放至码垛层,2-4,11,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-03-06-001,码放-矩阵排列-多层堆叠,L2-03-06,规律排列码放,L1-03,上肢空间运动,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,13,16,True,将短纤包按矩阵排列规律调整至目标位置完成码放,2-5,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-04-07-001,释放-渐进松指-重载已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,14,16,True,确认短纤包已稳定支撑后双手渐进松开释放,1-2,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-02-03-002,起立-空载状态-正常起身,L2-02-03,下蹲起立,L1-02,躯体姿态调整,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,15,16,True,从弯腰姿态起身恢复直立站姿,1-2,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-01-01-001,行走-环氧车间地面-匀速,L2-01-01,平地直行,L1-01,全身位移,搬运码垛-短纤包装袋-50kg重载,Palletizing-StapleFiberBags-50kgHeavy,28-282-00,化学纤维制造业,切断打包,16,16,False,平地行走返回输送线取料位置准备下一循环,3-8,,,28-282-00,l3_搬运码垛-短纤包装袋-50kg重载.json
L3-09-01-001,注视-输送线末端-物料到位确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,1,14,True,注视输送线末端，确认袋装精矿已到位并估计其位置,1-2,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-03-01-001,伸达-输送线物料区-双臂同步,L2-03-01,空载伸达,L1-03,上肢空间运动,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,2,14,True,双臂同步伸向输送线末端的袋装精矿上方，准备抓取,1-2,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-04-01-001,力握-矩形袋体-宽度40至50cm,L2-04-01,力量抓握,L1-04,手部抓握操控,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,3,14,True,左手全掌包络抓握袋装精矿左侧边缘,0.5-1,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-04-01-001,力握-矩形袋体-宽度40至50cm,L2-04-01,力量抓握,L1-04,手部抓握操控,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,4,14,False,右手全掌包络抓握袋装精矿右侧边缘,0.5-1,3,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-03-03-001,协搬-袋状物-中重载,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,5,14,True,双臂协调发力将25kg袋装精矿从输送线上提起,1-2,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-02-04-001,转体-90至180度-负载状态,L2-02-04,躯干旋转,L1-02,躯体姿态调整,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,6,14,True,持握袋装精矿状态下躯干旋转，转身朝向托盘码垛区,1-2,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-01-07-001,负载行走-25kg袋装物-双臂前持,L2-01-07,负载行走,L1-01,全身位移,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,7,14,True,双臂前持袋装精矿，步行至托盘码垛区域,2-5,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-01-08-001,停位-托盘码垛点-厘米级,L2-01-08,精确停位,L1-01,全身位移,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,8,14,True,在当前码垛层对应位置精确停步定位,0.5-1,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-02-02-001,俯身-中度前屈-膝上高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,9,14,True,根据当前码垛层高度弯腰俯身，调整至码放作业高度,0.5-1,,[边界判定] 膝关节未显著屈曲，以髋关节和腰椎前屈为主，归入弯腰俯身而非下蹲起立,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-03-06-001,码放-交错叠层-多层垛,L2-03-06,规律排列码放,L1-03,上肢空间运动,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,10,14,True,按规定垛型将袋装精矿码放到托盘上的预定位置，保持层间交错,1-2,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-04-07-001,释放-渐进松指-物体已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,11,14,True,双手逐步松开对袋装精矿的握持，受控释放,0.5-1,,,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
L3-02-02-002,俯身-恢复直立-站姿高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,搬运码垛-精矿成品-25kg袋装,Palletizing-ConcentrateProduct-25kgBagged,9-91-00,有色金属矿采选业,成品出库,12,14,True,从俯身姿态恢复直立站姿,0.5-1,,[边界判定] 弯腰的逆过程仍归入L2-02-02，因为运动学特征相同（髋关节和腰椎角度变化），仅方向相反,9-91-00,l3_搬运码垛-精矿成品-25kg袋装.json
